C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:44:19

dec< 0&rah >=17.0&rah< 17.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 6815

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
86  |HD 326794                                                                                                |Star                                  |17 04 29.8290796464 -41 45 33.776275716|344.7072476011584 -00.2880018229209|  -0.070 -0.542    |10.99    |A3             |    ~     ~    |    1| 2581.311   pc  |-221.2172   +221.2172  |paral   |2020yCat.1350....0G
87  |HD 326798                                                                                                |Pulsating Variable                    |17 04 22.8323707296 -41 56 20.089468176|344.5513811205721 -00.3797056884431|  -1.221 -2.730    |10.96    |A0             |    ~     ~    |    1| 1166.725   pc  | -39.7484    +39.7484  |paral   |2020yCat.1350....0G
88  |HD 326801                                                                                                |Star                                  |17 05 11.8213038192 -42 00 17.273551644|344.5909619304186 -00.5403442831555| -4.333 -14.916    |9.69     |K0             |    ~     ~    |    1|  548.787   pc  |  -4.5476     +4.5476  |paral   |2020yCat.1350....0G
89  |HD 326810                                                                                                |Star                                  |17 04 02.7253719792 -42 08 19.574201904|344.3548201202820 -00.4516789341463|   2.622 -5.889    |9.17     |K7             |    ~     ~    |    1|  663.570   pc  |  -9.0707     +9.0707  |paral   |2020yCat.1350....0G
90  |HD 154409                                                                                                |Star                                  |17 07 05.4257660472 -42 05 56.179502592|344.7278054162801 -00.8775067359847| -4.270 -10.016    |9.58     |A0V            |    ~     ~    |    1|  283.969   pc  |  -5.4700     +5.4700  |ST-L    |2020AJ....160...83S
91  |HD 153878                                                                                                |Star                                  |17 04 00.5877586560 -42 58 09.362860248|343.6912960428264 -00.9512513896267|  -1.480 -9.650    |8.88     |M1/2(III)      |    ~     ~    |    1|  580.361   pc  | -24.4000    +24.4000  |ST-L    |2020AJ....160...83S
92  |HD 326808                                                                                                |Star                                  |17 05 24.9420971424 -42 10 37.501231692|344.4783057191129 -00.6768660234463|   0.308 -2.101    |9.61     |B8             |    ~     ~    |    1| 1055.075   pc  | -22.9316    +22.9316  |paral   |2020yCat.1350....0G
93  |HD 154138                                                                                                |Spectroscopic Binary                  |17 05 30.5372354040 -42 25 13.508791788|344.2948742378242 -00.8377021460701|-16.825 -27.271    |8.82     |A3mA9-F2       |    ~     ~    |    1|  197.720   pc  |  -7.2430     +7.2430  |ST-L    |2020AJ....160...83S
94  |HD 154137                                                                                                |Star                                  |17 05 35.9217602088 -42 16 29.517115872|344.4208775668697 -00.7629562334808|  -10.941 8.331    |9.36     |B3/5III        |    ~     ~    |    1|  218.503   pc  |  -2.9171     +2.9171  |paral   |2020yCat.1350....0G
95  |HD 154220                                                                                                |Star                                  |17 06 07.4170141200 -42 55 59.429820684|343.9542076229186 -01.2372844413591|  -2.842 -4.748    |9.74     |B7/8Ib/II      |    ~     ~    |    1|  905.223   pc  | -17.0441    +17.0441  |paral   |2020yCat.1350....0G
96  |HD 154246                                                                                                |Star                                  |17 06 15.1951439016 -42 35 57.171555276|344.2350840857135 -01.0549775145512|   7.866 12.084    |9.67     |F5V            |    ~     ~    |    1|  172.804   pc  |  -2.0390     +2.0390  |ST-L    |2020AJ....160...83S
97  |HD 154313                                                                                                |Star                                  |17 06 37.4485935576 -42 20 48.971726052|344.4777093533389 -00.9576501665064|   0.469 -2.262    |9.02     |B0Iab          |    ~     ~    |    1| 1541.880   pc  |-149.6000   +149.6000  |ST-L    |2020AJ....160...83S
98  |HD 326823                                                                                                |Wolf-Rayet                            |17 06 53.9045282184 -42 36 39.704037840|344.2971118290695 -01.1568929110018|   1.187 -2.251    |9.03     |WNpec          |    ~     ~    |    1| 1445.296   pc  | -40.3154    +40.3154  |paral   |2020yCat.1350....0G
99  |HD 154371                                                                                                |Star                                  |17 07 02.7196867584 -42 50 15.157450320|344.1322330362841 -01.3145782932535| -5.601 -38.388    |9.232    |A6/7IV/V       |    ~     ~    |    1|  221.750   pc  |  -5.7090     +5.7090  |ST-L    |2020AJ....160...83S
100 |HD 154386                                                                                                |Star                                  |17 07 06.8746325400 -43 08 54.757159188|343.8911051577370 -01.5114895812733|-35.999 -29.444    |8.44     |K2III          |    ~     ~    |    1|  256.420   pc  |  -5.1010     +5.1010  |ST-L    |2020AJ....160...83S
101 |HD 326852                                                                                                |Star                                  |17 07 07.4228928816 -43 07 26.706794664|343.9116713821811 -01.4981360783090|-18.947 -18.100    |9.79     |G0             |    ~     ~    |    1|  175.620   pc  |  -0.4596     +0.4596  |paral   |2020yCat.1350....0G
102 |HD 153891                                                                                                |Star                                  |17 04 10.6390277784 -43 34 22.312085988|343.2302924285881 -01.3421743991392| -2.911 -14.658    |9.01     |K0/1III        |    ~     ~    |    1|  372.213   pc  | -10.2900    +10.2900  |ST-L    |2020AJ....160...83S
103 |HD 326905                                                                                                |Double or Multiple Star               |17 04 16.288608 -44 02 50.34804        |342.863460776 -01.643706757        |       0.1 -4.5    |10.248   |B8             |    ~     ~    |    0|                |                       |        |                   
104 |NAME Rapeto                        HD 153950                                                             |High Proper Motion Star               |17 04 30.8706752112 -43 18 35.166055248|343.4766047039703 -01.2311484518635|110.654 -140.977   |7.38     |F8V            |    ~     ~    |    1|   48.407   pc  |  -0.0576     +0.0576  |paral   |2020yCat.1350....0G
105 |HD 326879                                                                                                |Star                                  |17 04 59.9722499784 -43 32 14.229088836|343.3489399702118 -01.4390683513908|   3.239 -5.682    |10.21    |A7             |    ~     ~    |    1|  445.772   pc  |  -3.0204     +3.0204  |paral   |2020yCat.1350....0G
106 |HD 326883                                                                                                |Star                                  |17 05 04.0395575592 -43 40 17.106462012|343.2495581628148 -01.5300190973518|  -0.043 -2.780    |10.94    |A0             |    ~     ~    |    1|  789.328   pc  | -11.8377    +11.8377  |paral   |2020yCat.1350....0G
107 |HD 326915                                                                                                |Double or Multiple Star               |17 06 40.89507 -43 50 16.9341          |343.29251731 -01.86301815          |  -16.17 -15.38    |10.09    |F2             |    ~     ~    |    0|                |                       |        |                   
108 |HD 326875                                                                                                |High Proper Motion Star               |17 06 43.0936432008 -43 19 02.810340804|343.7126528570928 -01.5552820614934|-20.052 -53.521    |9.63     |F8             |    ~     ~    |    1|  165.066   pc  |  -2.0026     +2.0026  |paral   |2020yCat.1350....0G
109 |HD 326876                                                                                                |Star                                  |17 06 47.6533348752 -43 24 13.302880272|343.6520175627488 -01.6181762852141|  -3.981 -9.346    |10.14    |A2             |    ~     ~    |    1|  379.161   pc  |  -8.9996     +8.9996  |paral   |2020yCat.1350....0G
110 |HD 154372                                                                                                |High Proper Motion Star               |17 07 04.4697938472 -43 42 23.399652564|343.4403593065661 -01.8406866089712|-16.552 -51.275    |9.02     |K0/1III+G      |    ~     ~    |    1|  111.488   pc  |  -0.2772     +0.2772  |paral   |2020yCat.1350....0G
111 |HD 326894                                                                                                |Star                                  |17 07 09.4442804856 -43 40 37.012483560|343.4730077889400 -01.8349329925789|   0.249 -4.073    |10.90    |B8             |    ~     ~    |    1|  954.654   pc  | -22.2373    +22.2373  |paral   |2020yCat.1350....0G
112 |HD 326916                                                                                                |Double or Multiple Star               |17 07 16.2385603848 -43 51 42.111211536|343.3374050590276 -01.9621432236132|  -1.616 -6.159    |10.629   |K0             |    ~     ~    |    1|  925.583   pc  | -21.8460    +21.8460  |paral   |2020yCat.1350....0G
113 |HD 326870                                                                                                |Star                                  |17 07 18.2843730888 -43 12 01.135304064|343.8705004133668 -01.5702950043658|   1.165 -1.928    |10.72    |OB-            |    ~     ~    |    1| 1780.310   pc  | -98.5715    +98.5715  |paral   |2020yCat.1350....0G
114 |HD 326908                                                                                                |Star                                  |17 04 34.0474786824 -44 02 28.048474248|342.9006625728135 -01.6822363868043|   1.563 -1.190    |10.55    |B8             |    ~     ~    |    1| 1177.440   pc  | -21.2114    +21.2114  |paral   |2020yCat.1350....0G
115 |HD 326889                                                                                                |Star                                  |17 06 28.7088321096 -43 29 25.536097248|343.5482179781332 -01.6245646264647| -6.934 -20.940    |10.87    |K7             |    ~     ~    |    1|  933.794   pc  | -17.1778    +17.1778  |paral   |2020yCat.1350....0G
116 |HD 326853                                                                                                |Star                                  |17 06 08.3788242408 -43 07 56.609936076|343.7969811888874 -01.3597116708761|-14.356 -12.730    |10.83    |K2             |    ~     ~    |    1|  795.862   pc  |  -9.9443     +9.9443  |paral   |2020yCat.1350....0G
117 |HD 326849                                                                                                |Star                                  |17 07 10.9406444448 -43 01 42.477562056|343.9945931902624 -01.4492874811444|   3.821 -1.844    |10.87    |A2             |    ~     ~    |    1| 1031.566   pc  | -20.1120    +20.1120  |paral   |2020yCat.1350....0G
118 |HD 326826                                                                                                |Star                                  |17 06 06.1519613136 -42 34 46.745379120|344.2339706470197 -01.0210508857624|  -7.068 -7.520    |10.54    |A7             |    ~     ~    |    1|  656.340   pc  | -22.7453    +22.7453  |paral   |2020yCat.1350....0G
119 |HD 154153                                                                                                |Star                                  |17 05 48.4627188912 -44 06 18.186019740|342.9845016421731 -01.8983132272107|  29.395 18.538    |6.178    |F1VkA3mA3_lB?  |    ~     ~    |    1|   69.819   pc  |  -0.3520     +0.3520  |paral   |2020yCat.1350....0G
120 |HD 329434                                                                                                |Star                                  |17 06 33.4502604456 -44 09 19.916938080|343.0252706640338 -02.0361167399700|   1.179 -5.205    |9.97     |A2             |    ~     ~    |    1|  365.070   pc  |  -2.5189     +2.5189  |paral   |2020yCat.1350....0G
121 |HD 326863                                                                                                |Star                                  |17 04 01.0209846336 -43 25 03.091615392|343.3360513096971 -01.2247177931784| -7.522 -16.621    |10.16    |M0             |    ~     ~    |    1|  932.923   pc  | -12.9681    +12.9681  |paral   |2020yCat.1350....0G
122 |HD 326904                                                                                                |Star                                  |17 04 11.6374242432 -43 58 07.240915056|342.9175169147675 -01.5848940765674| -5.267 -28.517    |10.09    |K2             |    ~     ~    |    1|  598.372   pc  | -26.4599    +26.4599  |paral   |2020yCat.1350....0G
123 |HD 326833                                                                                                |Star                                  |17 04 17.7703625832 -42 36 07.524218268|344.0149123114845 -00.7699334523526| -7.067 -15.381    |10.23    |K7             |    ~     ~    |    1|  687.853   pc  |  -8.3273     +8.3273  |paral   |2020yCat.1350....0G
