C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:22:25

dec >=0&rah >=1.25&rah< 1.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4907

 #  |                                                                 identifier                                                                 |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2893|TYC 1203-1586-1                                                                                                                             |High Proper Motion Star               |01 16 03.2799658992 +20 50 06.942903468|130.6400266678032 -41.6677584147069|-45.010 -39.006   |10.73    |~                   |    ~     ~    |    1|  130.832   pc  |  -2.2132     +2.2132  |paral   |2020yCat.1350....0G
2894|TYC 1203-1611-1                                                                                                                             |Star                                  |01 17 23.4235977960 +21 02 59.555463360|131.0155773389739 -41.4141628106016|  -14.002 1.546   |9.94     |~                   |    ~     ~    |    1|  186.755   pc  |  -0.6208     +0.6208  |paral   |2020yCat.1350....0G
2895|TYC 1203-1825-1                                                                                                                             |Star                                  |01 16 54.0662983224 +20 43 23.205742428|130.9223324698541 -41.7532364722019| 11.752 -24.851   |10.75    |~                   |    ~     ~    |    1|  650.618   pc  |  -7.1962     +7.1962  |paral   |2020yCat.1350....0G
2896|BD+17 186                                                                                                                                   |Star                                  |01 19 42.8104563768 +18 35 44.837651832|132.2263438360954 -43.7650842383066|  5.286 -19.150   |8.93     |M0                  |    ~     ~    |    1|  825.355   pc  | -20.5044    +20.5044  |paral   |2020yCat.1350....0G
2897|* 97 Psc                                                                                                                                    |delta Sct Variable                    |01 29 52.8627068256 +18 21 20.407429656|135.5651914022674 -43.5710573638781|  58.117 -2.462   |6.023    |A3Vb_lB             |    ~     ~    |    1|  138.974   pc  |  -0.7088     +0.7088  |paral   |2020yCat.1350....0G
2898|HD 7965                                                                                                                                     |Star                                  |01 19 28.2386149944 +20 52 06.975890184|131.6911400821542 -41.5258767801492|  -1.220 -8.485   |8.79     |F5                  |    ~     ~    |    1|  238.646   pc  |  -1.6516     +1.6516  |paral   |2020yCat.1350....0G
2899|BD+20 198                                                                                                                                   |Star                                  |01 19 43.7246722800 +21 16 24.952405008|131.6921345839412 -41.1164326794983|   25.183 6.477   |9.04     |K0                  |    ~     ~    |    1|  397.947   pc  |  -3.0247     +3.0247  |paral   |2020yCat.1350....0G
2900|BD+20 199                                                                                                                                   |Star                                  |01 20 16.6098388344 +20 54 43.289173800|131.9312621216334 -41.4552412847155| 26.190 -19.360   |9.39     |K0                  |    ~     ~    |    1|  388.078   pc  |  -2.7711     +2.7711  |paral   |2020yCat.1350....0G
2901|BD+19 220                                                                                                                                   |Spectroscopic Binary                  |01 20 54.6300798216 +20 35 59.730547236|132.1901008187763 -41.7413944101760|  1.973 -20.608   |9.48     |A5                  |    ~     ~    |    1|  357.411   pc  |  -9.0442     +9.0442  |paral   |2020yCat.1350....0G
2902|BD+19 218                                                                                                                                   |Star                                  |01 20 05.7917297520 +20 01 15.218830920|132.0542740650933 -42.3426613552576|  39.594 -4.456   |10.42    |G5                  |    ~     ~    |    1|  703.829   pc  |  -8.5205     +8.5205  |paral   |2020yCat.1350....0G
2903|BD+18 172                                                                                                                                   |Star                                  |01 18 49.5047239224 +19 17 19.870038816|131.7984964220197 -43.1108974039898| 27.841 -16.319   |9.26     |K5                  |    ~     ~    |    1|  774.413   pc  | -13.6136    +13.6136  |paral   |2020yCat.1350....0G
2904|BD+18 174                                                                                                                                   |Star                                  |01 20 50.8724733408 +19 37 22.115488152|132.3736638641445 -42.7091211347926| 27.502 -16.987   |9.44     |F5                  |    ~     ~    |    1|  145.381   pc  |  -0.4777     +0.4777  |paral   |2020yCat.1350....0G
2905|BD+18 176                                                                                                                                   |Star                                  |01 21 26.2782466608 +19 01 10.192982376|132.6913774441154 -43.2830278849988| 21.810 -10.371   |8.43     |K5                  |    ~     ~    |    1|  397.978   pc  |  -4.2606     +4.2606  |paral   |2020yCat.1350....0G
