C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:32:14

dec >=0&rah >=20.75&rah< 21.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 7691

 #  |                              identifier                              |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|----------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1970|TYC 3956-440-1                                                        |Star                              |20 55 36.0165350448 +54 42 33.248724984|093.0735165175482 +06.1458112081107|   7.213 23.388   |9.92     |~                 |    ~     ~    |    1|  246.889   pc  |  -0.6827     +0.6827  |paral   |2020yCat.1350....0G
1971|TYC 3956-706-1                                                        |Star                              |20 59 08.5947356472 +54 33 36.376196328|093.2922558921187 +05.6582539400135|   -6.070 3.684   |10.99    |~                 |    ~     ~    |    0|                |                       |        |                   
1972|TYC 3956-1007-1                                                       |Star                              |20 55 55.3941344472 +54 36 04.039539444|093.0203364015871 +06.0405785405369|-13.154 -16.667   |10.64    |~                 |    ~     ~    |    1|  444.860   pc  |  -4.5319     +4.5319  |paral   |2020yCat.1350....0G
1973|TYC 3956-1025-1                                                       |Pulsating Variable                |20 56 46.9769434152 +55 25 13.840524984|093.7311764571577 +06.4733567437806|   11.296 3.533   |10.04    |~                 |    ~     ~    |    1|  378.774   pc  |  -1.6499     +1.6499  |paral   |2020yCat.1350....0G
1974|TYC 3956-1033-1                                                       |Star                              |20 55 43.1506041456 +55 35 08.511712800|093.7611831606765 +06.6949063350193|  42.396 12.889   |10.69    |~                 |    ~     ~    |    1|  242.037   pc  |  -6.0281     +6.0281  |paral   |2020yCat.1350....0G
1975|TYC 3956-1191-1                                                       |Star                              |20 56 48.8076215232 +54 26 48.412694652|092.9852277694397 +05.8423747484591|    1.906 5.171   |10.85    |~                 |    ~     ~    |    1|  494.291   pc  |  -3.1029     +3.1029  |paral   |2020yCat.1350....0G
1976|TYC 3956-1350-1                                                       |Star                              |20 56 35.1481749264 +54 26 04.574751360|092.9544168475538 +05.8598199001116|  0.646 -15.879   |10.53    |~                 |    ~     ~    |    1|  297.628   pc  |  -1.0896     +1.0896  |paral   |2020yCat.1350....0G
1977|TYC 3956-1353-1                                                       |Star                              |20 58 57.1900850568 +55 00 24.331993128|093.6153077415543 +05.9696374761281|   2.349 -0.523   |10.81    |~                 |    ~     ~    |    1|  424.016   pc  |  -1.9597     +1.9597  |paral   |2020yCat.1350....0G
1978|TYC 3956-1385-1                                                       |Star                              |20 56 57.6610750368 +55 22 40.141530444|093.7147044379708 +06.4265172956888|  9.031 -15.224   |10.45    |~                 |    ~     ~    |    1|  195.366   pc  |  -0.4733     +0.4733  |paral   |2020yCat.1350....0G
1979|TYC 3956-1497-1                                                       |Star                              |20 56 32.3696748432 +55 04 18.857796564|093.4403058032057 +06.2754493133276|   3.919 -1.555   |10.50    |~                 |    ~     ~    |    1|  558.878   pc  |  -7.0277     +7.0277  |paral   |2020yCat.1350....0G
1980|TYC 3956-1508-1                                                       |Star                              |20 56 50.1753621240 +55 10 51.115956024|093.5516495700784 +06.3131775642789|    4.316 3.067   |10.33    |~                 |    ~     ~    |    1|  344.187   pc  |  -1.5519     +1.5519  |paral   |2020yCat.1350....0G
1981|* ups Cep                                                             |Spectroscopic Binary              |20 45 21.1287886 +57 34 47.007968      |094.4292332225 +09.0557967249      | -62.32 -236.00   |4.51     |F8IV-V+F9IV-V     |    ~     ~    |    1|   28.3819  pc  |  -0.4341     +0.4341  |paral   |2020yCat.1350....0G
1982|HD 239494                                                             |Star                              |20 45 28.3285184064 +56 59 48.330463596|093.9721604512023 +08.6867900828383|    5.988 2.700   |9.74     |A2                |    ~     ~    |    1|  362.832   pc  |  -1.9484     +1.9484  |paral   |2020yCat.1350....0G
1983|HD 198224                                                             |High Proper Motion Star           |20 46 24.5716068480 +56 50 06.430886880|093.9223179062677 +08.4866346235429|  63.778 43.617   |7.56     |F5                |    ~     ~    |    1|  116.162   pc  |  -2.6177     +2.6177  |paral   |2020yCat.1350....0G
1984|HD 239504                                                             |Star                              |20 48 21.3433029672 +56 47 52.677820104|094.0588687052136 +08.2541608072641|    3.135 0.125   |9.75     |A5                |    ~     ~    |    1|  823.791   pc  |  -7.3971     +7.3971  |paral   |2020yCat.1350....0G
1985|HD 239507                                                             |Star                              |20 49 02.4689419320 +56 44 46.110751368|094.0767036534124 +08.1483729266154|  -0.353 -9.630   |9.90     |G0                |    ~     ~    |    1|  309.416   pc  |  -1.9339     +1.9339  |paral   |2020yCat.1350....0G
1986|HD 198680                                                             |Star                              |20 49 27.2277550176 +57 00 38.247916644|094.3213614060477 +08.2687527360671|   2.193 -2.186   |8.64     |A0                |    ~     ~    |    1|  485.013   pc  |  -3.5050     +3.5050  |paral   |2020yCat.1350....0G
1987|HD 198793                                                             |Star                              |20 50 18.2503151208 +56 47 54.388602060|094.2269494497932 +08.0456767960970|    5.124 3.486   |7.106    |B8                |    ~     ~    |    1|  377.430   pc  |  -9.4731     +9.4731  |paral   |2020yCat.1350....0G
1988|HD 239509                                                             |Star                              |20 50 30.0092459136 +57 00 33.869055096|094.4101706564826 +08.1566696228744|-28.012 -41.266   |9.31     |K0                |    ~     ~    |    1|  241.179   pc  |  -0.6631     +0.6631  |paral   |2020yCat.1350....0G
1989|HD 239510                                                             |Be Star                           |20 51 24.1170069408 +57 03 43.181583228|094.5291958137696 +08.0939845193795|  -3.566 -3.814   |9.34     |B5                |    ~     ~    |    1| 1137.139   pc  | -14.7412    +14.7412  |paral   |2020yCat.1350....0G
1990|HD 239511                                                             |Star                              |20 51 50.9800159320 +56 50 04.657366572|094.3893086174961 +07.9036343926487|  -2.021 -5.236   |8.60     |B8                |    ~     ~    |    1|  913.409   pc  | -32.2880    +32.2880  |paral   |2020yCat.1350....0G
1991|HD 239514                                                             |Star                              |20 52 28.0729322952 +56 49 52.551110136|094.4404400203347 +07.8358463970128|  -0.894 -2.215   |8.67     |K7                |    ~     ~    |    1|  409.149   pc  |  -2.4943     +2.4943  |paral   |2020yCat.1350....0G
1992|HD 199136                                                             |Star                              |20 52 43.2491465952 +56 35 05.858820636|094.2697678682347 +07.6534453861524|    4.840 3.545   |7.471    |B8                |    ~     ~    |    1|  325.627   pc  |  -3.0643     +3.0643  |paral   |2020yCat.1350....0G
1993|HD 239517                                                             |Star                              |20 52 51.8542443672 +56 36 58.472428860|094.3068143849628 +07.6579170204107| -6.320 -34.338   |9.75     |F5                |    ~     ~    |    1|  232.412   pc  |  -0.5888     +0.5888  |paral   |2020yCat.1350....0G
1994|HD 199166                                                             |Star                              |20 52 54.3940290408 +56 59 08.089372212|094.5994185970689 +07.8868120437608|  5.541 -24.099   |8.66     |F8                |    ~     ~    |    1|  163.351   pc  |  -0.3762     +0.3762  |paral   |2020yCat.1350....0G
1995|HD 199233                                                             |Star                              |20 53 24.9217824816 +56 52 46.163511660|094.5607749531058 +07.7659553770059|  4.246 -10.343   |8.55     |A0                |    ~     ~    |    1|  227.469   pc  |  -0.8434     +0.8434  |paral   |2020yCat.1350....0G
1996|HD 239502                                                             |Star                              |20 47 57.8186204736 +56 28 47.144050428|093.7727732830187 +08.0993568440020|   9.644 27.711   |9.72     |G5                |    ~     ~    |    1|  337.861   pc  |  -1.3241     +1.3241  |paral   |2020yCat.1350....0G
1997|HD 239508                                                             |Star                              |20 49 15.1521392808 +56 21 34.466435352|093.7894100662804 +07.8850272174986|  9.484 -22.632   |9.06     |K5                |    ~     ~    |    1|  378.716   pc  |  -1.6207     +1.6207  |paral   |2020yCat.1350....0G
1998|HD 198959                                                             |High Proper Motion Star           |20 51 30.8746017168 +56 21 56.684958804|093.9921335172968 +07.6445693426611| 51.109 -17.138   |8.09     |G0                |    ~     ~    |    1|  164.371   pc  |  -0.4944     +0.4944  |paral   |2020yCat.1350....0G
1999|BD+55 2481                                                            |Star                              |20 52 12.2528906856 +56 29 24.900613512|094.1502951387515 +07.6489055588990|    8.509 9.334   |10.73    |A0                |    ~     ~    |    1|  527.983   pc  |  -3.0943     +3.0943  |paral   |2020yCat.1350....0G
2000|HD 239520                                                             |Star                              |20 53 27.5531736936 +56 21 26.846660664|094.1571905633598 +07.4305121506588|    6.669 2.790   |9.32     |A0                |    ~     ~    |    1|  335.830   pc  |  -1.9511     +1.9511  |paral   |2020yCat.1350....0G
2001|HD 199308                                                             |Star                              |20 53 52.1814927480 +56 21 46.851042240|094.1978998856316 +07.3901041830615|  -5.206 -4.679   |7.51     |B2IV-V            |    ~     ~    |    1|  824.131   pc  | -13.7876    +13.7876  |paral   |2020yCat.1350....0G
2002|HD 239537                                                             |Star                              |20 58 27.4134251208 +56 14 53.573014932|094.5202694901401 +06.8283285392350|   5.848 45.384   |9.06     |K5                |    ~     ~    |    1|  411.828   pc  |  -2.0861     +2.0861  |paral   |2020yCat.1350....0G
