C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:32:59

dec >=0&rah >=2.75&rah< 3.0&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4298

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |     spec. type      |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1834|TYC 4060-196-1                                                                                           |High Proper Motion Star             |02 57 31.7780446416 +66 53 46.024544904|134.8608916040179 +06.9911725381834| 126.480 36.399  |10.99    |~                    |    ~     ~    |    1|  116.294   pc  |  -0.1677     +0.1677  |paral   |2020yCat.1350....0G
1835|TYC 4060-249-1                                                                                           |Star                                |02 52 25.7168118048 +66 17 14.699622012|134.6898254270564 +06.2176944540531|    3.965 6.422  |9.93     |~                    |    ~     ~    |    1|  171.069   pc  |  -0.4126     +0.4126  |paral   |2020yCat.1350....0G
1836|TYC 4060-276-1                                                                                           |Star                                |02 54 07.8970036848 +66 51 31.026009996|134.5805444737831 +06.8034682882358|  -2.559 -3.987  |10.36    |~                    |    ~     ~    |    1|  629.445   pc  |  -8.9145     +8.9145  |paral   |2020yCat.1350....0G
1837|TYC 4060-1140-1                                                                                          |Star                                |02 57 21.3428851968 +66 44 39.237413532|134.9173323566539 +06.8489658694355| -26.764 -7.786  |10.36    |~                    |    ~     ~    |    1|  210.164   pc  |  -0.6669     +0.6669  |paral   |2020yCat.1350....0G
1838|TYC 4312-1232-1                                                                                          |Star                                |02 47 29.8596812232 +67 32 44.025379512|133.6924099096455 +07.1314690855881| 19.916 -16.305  |10.11    |~                    |    ~     ~    |    1|  285.812   pc  |  -1.0293     +1.0293  |paral   |2020yCat.1350....0G
1839|TYC 4313-142-1                                                                                           |Star                                |02 49 08.0561414040 +67 38 28.784672052|133.7914648293417 +07.2858609348945| 42.920 -27.447  |10.91    |~                    |    ~     ~    |    1|  197.390   pc  |  -2.1741     +2.1741  |paral   |2020yCat.1350....0G
1840|HD 17075                                                                                                 |Star                                |02 47 35.0618180904 +64 41 07.132741116|134.9486435377685 +04.5586087461627| -1.326 -15.050  |8.59     |G5                   |    ~     ~    |    1|  105.706   pc  |  -0.1911     +0.1911  |paral   |2020yCat.1350....0G
1841|BD+64 347                                                                                                |Pulsating Variable                  |02 47 49.5322192416 +64 46 14.863781568|134.9347110327432 +04.6467941360597|  13.416 -5.346  |10.22    |B8                   |    ~     ~    |    1|  485.460   pc  |  -4.8548     +4.8548  |paral   |2020yCat.1350....0G
1842|LS I +64 93                                                                                              |Emission-line Star                  |02 49 01.4289732912 +64 17 09.073140576|135.2631419841453 +04.2665964287463|   -0.219 0.166  |10.77    |B                    |    ~     ~    |    1| 2062.706   pc  | -89.3499    +89.3499  |paral   |2020yCat.1350....0G
1843|BD+64 349                                                                                                |Star                                |02 49 25.2470692008 +64 41 11.436014076|135.1253073949858 +04.6453694985699|  -8.253 -6.989  |9.58     |F8                   |    ~     ~    |    1|  173.705   pc  |  -0.4164     +0.4164  |paral   |2020yCat.1350....0G
1844|HD 17327B                                                                                                |Star                                |02 49 58.2843151248 +64 37 45.683172480|135.2036362219025 +04.6200192021637|   2.944 -5.373  |10.29    |~                    |    ~     ~    |    1|  356.366   pc  |  -1.7907     +1.7907  |paral   |2020yCat.1350....0G
1845|BD+63 358                                                                                                |Star                                |02 50 26.7578868624 +64 29 06.622775556|135.3134643318339 +04.5132441563223|  6.515 -34.869  |10.33    |F8                   |    ~     ~    |    1|  150.512   pc  |  -0.3466     +0.3466  |paral   |2020yCat.1350....0G
1846|BD+63 361                                                                                                |Star                                |02 51 56.7564655104 +64 18 40.719325032|135.5366734945564 +04.4297868213052| 36.656 -11.126  |9.70     |M0                   |    ~     ~    |    1|  384.320   pc  |  -2.3337     +2.3337  |paral   |2020yCat.1350....0G
1847|BD+64 348                                                                                                |Variable Star                       |02 47 52.5350029608 +64 45 17.027085924|134.9465323147249 +04.6346394002093|   -3.269 0.116  |10.7     |M3II                 |    ~     ~    |    1| 1426.941   pc  | -47.6461    +47.6461  |paral   |2020yCat.1350....0G
1848|BD+63 362                                                                                                |High Proper Motion Star             |02 52 54.9724523736 +63 54 38.658997980|135.8121334777309 +04.1195959883374|108.833 -58.085  |9.11     |F8                   |    ~     ~    |    1|  123.655   pc  |  -0.2141     +0.2141  |paral   |2020yCat.1350....0G
1849|BD+63 365                                                                                                |Star                                |02 54 06.1427162640 +63 50 08.302971156|135.9629612360397 +04.1118184292223|   -0.986 0.329  |9.22     |A1Ia                 |    ~     ~    |    1| 6134.969   pc  |-538.2212   +538.2212  |paral   |2020yCat.1350....0G
1850|HD 17857                                                                                                 |Star                                |02 55 20.9553615096 +64 09 26.791092756|135.9372736204381 +04.4604978387058|    0.013 0.117  |7.75     |B8Ib                 |    ~     ~    |    1| 2471.577   pc  |-109.9565   +109.9565  |paral   |2020yCat.1350....0G
1851|BD+63 372                                                                                                |Star                                |02 58 04.4030907312 +63 53 04.870907268|136.3292488627805 +04.3572959707996| 14.931 -14.158  |8.91     |K0                   |    ~     ~    |    1|  361.402   pc  |  -2.1290     +2.1290  |paral   |2020yCat.1350....0G
1852|HD 17540                                                                                                 |Star                                |02 52 06.6283224960 +65 38 06.789559776|134.9559285398478 +05.6207408421789|   -6.387 2.694  |7.28     |A2                   |    ~     ~    |    1|  300.924   pc  |  -1.9832     +1.9832  |paral   |2020yCat.1350....0G
1853|HD 17916                                                                                                 |Star                                |02 56 02.5878239616 +65 48 26.075273940|135.2386416686436 +05.9582245696878| 23.916 -18.755  |7.64     |A0                   |    ~     ~    |    1|  201.455   pc  |  -1.5016     +1.5016  |paral   |2020yCat.1350....0G
