C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST03:43:58

Vmag< 11&dec >=0&rah >=0.75&rah< 1.0
------------------------------------

Number of objects : 4837

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------
1279|NAME Castula                       * ups02 Cas                        |Chemically Peculiar Star       |00 56 39.9051464088 +59 10 51.805287084|123.6027740479951 -03.6838817109023|-92.611 -45.397   |4.622    |G8.5IIIbFe-0.5      |    ~     ~    
1280|HD 5410                                                               |Star                           |00 56 45.9904301904 +59 44 20.074154028|123.6042051177124 -03.1258823234629|  27.305 27.750   |8.50     |F1                  |    ~     ~    
1281|HD 236583                                                             |Horizontal Branch Star         |00 57 14.9819570880 +59 31 57.216756684|123.6698279775045 -03.3308602794703|   1.354 -6.265   |9.91     |G2                  |    ~     ~    
1282|TYC 3680-605-1                                                        |Star                           |00 57 12.1058725056 +59 31 27.074179236|123.6639309522296 -03.3393679003150| -12.388 -7.080   |10.36    |A8                  |    ~     ~    
1283|BD+58 142                                                             |Star                           |00 58 23.1005110656 +59 39 14.892826536|123.8106509641859 -03.2057571775489|  -2.233 -2.985   |9.7      |B0                  |    ~     ~    
1284|V* XY Cas                                                             |Classical Cepheid Variable     |00 49 53.2641351240 +60 07 38.579819124|122.7386794771390 -02.7437826492931|  -1.515 -0.967   |9.97     |G0Ib                |    ~     ~    
1285|V* V451 Cas                                                           |Long-Period Variable           |00 52 20.1160976784 +59 43 31.834933464|123.0451948133116 -03.1460405251051|   2.879 -4.198   |8.36     |M3/5                |    ~     ~    
1286|TYC 3667-1221-1                                                       |Star                           |00 49 03.8443573152 +59 27 29.197826280|122.6298162995195 -03.4122445986489|   5.245 -0.315   |10.75    |M3                  |    ~     ~    
1287|DO 23865                                                              |Long-Period Variable           |00 53 28.4298221952 +60 13 50.426462280|123.1849044292916 -02.6400735251039|    0.001 2.302   |10.59    |M6.5                |    ~     ~    
1288|TYC 3680-9-1                                                          |Star                           |00 57 35.1389536176 +59 48 28.379354220|123.7058816147903 -03.0546255775743|  -1.510 -2.349   |10.75    |M1                  |    ~     ~    
1289|TYC 4016-521-1                                                        |Star                           |00 50 05.8899109200 +60 59 49.899709284|122.7694442189402 -01.8741305548634| -10.437 -0.536   |10.80    |A1V                 |    ~     ~    
1290|* gam Cas                                                             |Be Star                        |00 56 42.5310945 +60 43 00.264089      |123.5768760058 -02.1484067521      |    25.17 -3.92   |2.39     |B0.5IVpe            |    ~     ~    
1291|BD+59 115                                                             |Star                           |00 46 58.0 +60 20 54                   |122.3784 -02.5186                  |            ~ ~   |9.5      |B8e                 |    ~     ~    
1292|BD+59 155                                                             |Eclipsing Binary               |00 57 46.0532156784 +60 06 36.419105844|123.7213303346771 -02.7519290548955|  -1.170 -1.775   |10.57    |A0III:k             |    ~     ~    
1293|BD+58 108                                                             |Star                           |00 48 01.0650991056 +59 46 42.536004132|122.5009307141825 -03.0904031988371|   -0.042 0.318   |10.26    |B9                  |    ~     ~    
1294|BD+58 109                                                             |Star                           |00 48 11.1858769488 +59 44 11.261691024|122.5216537089448 -03.1326958343512|   3.664 -2.970   |10.22    |~                   |    ~     ~    
1295|TYC 3667-1-1                                                          |Double or Multiple Star        |00 50 05.209992 +59 50 25.64700        |122.761989619 -03.030844288        |      -2.2 -9.0   |9.797    |~                   |    ~     ~    
1296|TYC 3667-20-1                                                         |Star                           |00 49 04.4098333008 +58 44 56.901596748|122.6244779199815 -04.1211967940937|  4.330 -10.182   |9.91     |~                   |    ~     ~    
1297|TYC 3667-150-1                                                        |Star                           |00 48 41.7150694632 +58 48 21.776244588|122.5759052009204 -04.0638027037732|    9.724 4.283   |10.52    |~                   |    ~     ~    
1298|TYC 3667-350-1                                                        |Star                           |00 49 30.5818139544 +58 54 56.447550684|122.6824494281116 -03.9551336881316|   2.491 -0.092   |10.08    |~                   |    ~     ~    
1299|TYC 3667-372-1                                                        |Star                           |00 52 13.4085132240 +58 48 23.939746956|123.0338979364233 -04.0649421168936|  -1.179 -4.209   |10.44    |~                   |    ~     ~    
1300|TYC 3667-395-1                                                        |Star                           |00 49 35.5028079000 +59 25 52.791677724|122.6967729896800 -03.4395736160239|   3.471 -3.134   |10.34    |~                   |    ~     ~    
1301|TYC 3667-437-1                                                        |Star                           |00 47 51.7018898760 +59 43 27.549703092|122.4805123825446 -03.1442936821760|   3.094 -9.816   |10.87    |~                   |    ~     ~    
1302|TYC 3667-493-1                                                        |Star                           |00 53 01.4468769096 +59 45 18.457081416|123.1319611139760 -03.1160045347962|   6.914 -0.444   |10.72    |F8                  |    ~     ~    
1303|TYC 3667-537-1                                                        |Spectroscopic Binary           |00 51 28.5606895680 +59 42 43.223759316|122.9367364609384 -03.1597406290565|  22.473 -6.935   |10.38    |~                   |    ~     ~    
1304|TYC 3667-538-1                                                        |Star                           |00 48 54.1618534272 +58 38 50.639361324|122.6012624471249 -04.2227200634945|    0.613 3.487   |10.76    |~                   |    ~     ~    
1305|TYC 3667-550-1                                                        |Star                           |00 49 59.7540852648 +58 51 35.664339960|122.7450407977217 -04.0113175681005| 17.391 -12.707   |10.16    |~                   |    ~     ~    
1306|TYC 3667-563-1                                                        |Star                           |00 49 09.3518781192 +59 18 41.147131140|122.6401933069116 -03.5590251725690|    2.817 8.869   |9.84     |~                   |    ~     ~    
