C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:33:15

dec< 0&rah >=20.75&rah< 21.0&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 4200

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-----------------------|--------|-------------------
2634|TYC 8799-642-1                                                                                           |Star                              |20 51 33.1640877144 -58 06 36.407325168|338.6918319720374 -38.4951995839998| -5.237 -18.652   |10.53    |~               |    ~     ~    |    1|  353.904   pc  |  -7.0460     +7.0460  |ST-L    |2020AJ....160...83S
2635|TYC 8799-1138-1                                                                                          |Star                              |20 47 53.2592878800 -58 03 03.901139352|338.8694421953329 -38.0275142864132|  4.441 -15.791   |10.84    |~               |    ~     ~    |    1|  867.334   pc  | -36.8900    +36.8900  |ST-L    |2020AJ....160...83S
2636|TYC 8800-69-1                                                                                            |Star                              |20 55 22.0579110120 -56 48 04.058210016|340.2325785030752 -39.2282295236569|  9.133 -10.099   |10.66    |~               |    ~     ~    |    1| 1323.710   pc  |-134.4000   +134.4000  |ST-L    |2020AJ....160...83S
2637|TYC 8800-122-1                                                                                           |Star                              |20 56 10.4726830656 -57 06 16.026114528|339.8219449046530 -39.2830482812984|  7.747 -18.598   |10.89    |~               |    ~     ~    |    1|  267.967   pc  |  -1.1561     +1.1561  |paral   |2020yCat.1350....0G
2638|TYC 8800-283-1                                                                                           |Spectroscopic Binary              |20 53 57.9155352024 -57 00 44.250933744|340.0066977985921 -39.0034636129284|-28.656 -15.456   |10.90    |~               |    ~     ~    |    1|  204.375   pc  |  -4.4280     +4.4280  |ST-L    |2020AJ....160...83S
2639|TYC 8800-357-1                                                                                           |Star                              |20 53 33.9836599440 -56 59 16.645223292|340.0493602637220 -38.9540494745746|    18.70 -6.00   |10.871   |~               |    ~     ~    |    1|  289.061   pc  | +36.894      +9       |ST-L    |2017AJ....153...75K
2640|TYC 8800-461-1                                                                                           |Star                              |20 56 29.9183317032 -56 56 04.156804464|340.0278502295756 -39.3569328047243|   8.671 -7.027   |10.901   |~               |    ~     ~    |    1|  406.335   pc  | -10.9200    +10.9200  |ST-L    |2020AJ....160...83S
2641|TYC 8800-553-1                                                                                           |Star                              |20 55 42.4621574472 -57 47 29.339564568|338.9655069999321 -39.0950698502796| -11.464 -3.628   |10.949   |~               |    ~     ~    |    1|  955.320   pc  | -51.1000    +51.1000  |ST-L    |2020AJ....160...83S
2642|TYC 8800-762-1                                                                                           |Star                              |20 54 57.8175528648 -57 59 02.476874760|338.7459002686465 -38.9618582116186| -0.585 -31.747   |10.81    |~               |    ~     ~    |    1|  163.840   pc  |  -0.4832     +0.4832  |paral   |2020yCat.1350....0G
2643|TYC 8800-1200-1                                                                                          |High Proper Motion Star           |20 55 51.0904976976 -57 47 03.487059924|338.9699589911853 -39.1152415530672| 65.103 -54.820   |10.867   |~               |    ~     ~    |    1|  291.703   pc  |  -4.7780     +4.7780  |ST-L    |2020AJ....160...83S
2644|TYC 8803-565-1                                                                                           |Star                              |20 47 29.3765436144 -58 08 14.374890456|338.7720859915736 -37.9618067213356|   2.922 13.254   |10.71    |~               |    ~     ~    |    1|  240.127   pc  |  -3.5020     +3.5020  |ST-L    |2020AJ....160...83S
2645|TYC 8804-5-1                                                                                             |Star                              |20 59 23.1011404320 -58 54 42.649629192|337.4232770707881 -39.3404887216313| 12.757 -13.773   |10.11    |~               |    ~     ~    |    1|  622.898   pc  |  -5.4708     +5.4708  |paral   |2020yCat.1350....0G
2646|TYC 8804-128-1                                                                                           |Star                              |20 58 02.8804453512 -58 21 12.633303312|338.1761496390412 -39.2882836944009| -6.366 -21.289   |10.71    |~               |    ~     ~    |    1|  306.410   pc  |  -1.7557     +1.7557  |paral   |2020yCat.1350....0G
2647|TYC 8804-463-1                                                                                           |Star                              |20 54 52.9751192352 -58 24 50.646353904|338.2058519284719 -38.8697173337185|-13.970 -39.379   |10.95    |~               |    ~     ~    |    1|  176.857   pc  |  -0.4848     +0.4848  |paral   |2020yCat.1350....0G
2648|TYC 8804-1079-1                                                                                          |Star                              |20 58 02.1459779784 -58 33 18.163691784|337.9218424582500 -39.2452125778649| 16.994 -16.009   |10.74    |~               |    ~     ~    |    1|  674.082   pc  |  -8.0426     +8.0426  |paral   |2020yCat.1350....0G
2649|HD 199065B                                                                                               |Double or Multiple Star           |20 57 21.8408909786 -59 04 34.388258474|337.2882071659461 -39.0510069615435| 24.363 -49.715   |8.95     |G:              |    ~     ~    |    1|   80.8577  pc  |  -4.1719     +4.1719  |paral   |2018yCat.1345....0G
2650|HD 197904                                                                                                |Star                              |20 49 01.7398816752 -55 12 33.957901548|342.4251086461048 -38.5898547740379|  -7.876 -6.531   |10.41    |A9/F0V          |    ~     ~    |    1|  284.023   pc  |  -5.2520     +5.2520  |ST-L    |2020AJ....160...83S
2651|HD 198118                                                                                                |Star                              |20 50 33.0915602760 -55 16 55.372094760|342.2968433496095 -38.7956013173681|   6.140 -9.998   |10.44    |F3/5V           |    ~     ~    |    1|  467.071   pc  | -10.3842    +10.3842  |paral   |2020yCat.1350....0G
2652|HD 198131                                                                                                |Star                              |20 50 39.4452686328 -55 22 15.795064776|342.1810817002846 -38.7986211327598| 19.584 -13.935   |9.810    |K1III           |    ~     ~    |    1|  587.222   pc  | -15.0400    +15.0400  |ST-L    |2020AJ....160...83S
2653|HD 198473                                                                                                |Star                              |20 52 59.0393307624 -55 26 41.091270432|342.0279826932413 -39.1153212628814| 13.444 -40.400   |10.102   |F5V             |    ~     ~    |    1|  255.662   pc  |  -3.8510     +3.8510  |ST-L    |2020AJ....160...83S
2654|HD 197358                                                                                                |Star                              |20 45 35.2044932664 -55 34 26.121413172|342.0400455209294 -38.0602453637778| -21.419 11.159   |10.095   |G2/3IV/V        |    ~     ~    |    1|  251.093   pc  |  -3.3960     +3.3960  |ST-L    |2020AJ....160...83S
2655|HD 198608                                                                                                |Double or Multiple Star           |20 53 51.8232316680 -55 35 14.487051300|341.8224069063110 -39.2174928965516|  18.057 -2.281   |8.20     |F0/2III/IV      |    ~     ~    |    1|  225.139   pc  |  -3.9739     +3.9739  |paral   |2020yCat.1350....0G
