C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:42:07

dec >=0&rah >=21.75&rah< 22.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 6448

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-----------------------|--------|-------------------
4950|HD 208596                                                                                                |Double or Multiple Star           |21 56 36.008688 +34 20 53.42928        |086.548374252 -15.894927876        |       6.0 -0.1   |9.318    |A0              |    ~     ~    |    0|                |                       |        |                   
4951|BD+33 4390                                                                                               |Star                              |21 57 00.8380395696 +33 58 21.597009564|086.3670207845101 -16.2383889145552|    0.781 0.513   |10.29    |A2              |    ~     ~    |    1|  627.825   pc  | -11.4702    +11.4702  |paral   |2020yCat.1350....0G
4952|HD 208798                                                                                                |Star                              |21 58 02.7384030024 +34 07 51.687664392|086.6436535166386 -16.2527270558408|   18.099 1.419   |8.54     |K2              |    ~     ~    |    1|  353.682   pc  |  -4.2406     +4.2406  |paral   |2020yCat.1350....0G
4953|HD 208597                                                                                                |Star                              |21 56 29.9721163368 +33 20 14.580745368|085.8568873934171 -16.6575215193360| -1.564 -22.987   |8.28     |K0              |    ~     ~    |    1|  278.094   pc  |  -1.6782     +1.6782  |paral   |2020yCat.1350....0G
4954|BD+32 4302                                                                                               |Star                              |21 56 45.3074663952 +33 14 20.493543372|085.8337112370850 -16.7672231378105| 21.130 -15.182   |9.07     |G0              |    ~     ~    |    1|  122.429   pc  |  -2.3877     +2.3877  |paral   |2020yCat.1350....0G
4955|HD 208749                                                                                                |Pulsating Variable                |21 57 39.6968465736 +33 03 16.793754804|085.8624298432159 -17.0303521075877| -9.565 -10.955   |8.96     |A3              |    ~     ~    |    1|  463.156   pc  |  -8.5591     +8.5591  |paral   |2020yCat.1350....0G
4956|HD 208763                                                                                                |Spectroscopic Binary              |21 57 43.8572839080 +33 23 04.808880744|086.0946707942258 -16.7859352679043| 10.579 -36.088   |8.01     |F5              |    ~     ~    |    1|  126.970   pc  |  -0.3708     +0.3708  |paral   |2020yCat.1350....0G
4957|TYC 2723-1450-1                                                                                          |Star                              |21 58 15.9800834712 +32 51 00.221259708|085.8275373398230 -17.2687720213127| 21.163 -16.921   |10.39    |G0              |    ~     ~    |    1|  142.363   pc  |  -0.3000     +0.3000  |paral   |2020yCat.1350....0G
4958|BD+32 4308                                                                                               |Star                              |21 58 11.8671667992 +32 51 04.015158912|085.8166485288464 -17.2587594122951|   0.671 -8.666   |9.71     |M2              |    ~     ~    |    1| 1327.669   pc  | -47.0642    +47.0642  |paral   |2020yCat.1350....0G
4959|BD+32 4309                                                                                               |Star                              |21 58 18.1541860776 +33 14 59.731110708|086.1008087119756 -16.9658842609317|   1.550 -0.505   |9.48     |K5              |    ~     ~    |    1|  648.929   pc  |  -5.9376     +5.9376  |paral   |2020yCat.1350....0G
4960|HD 208687                                                                                                |Double or Multiple Star           |21 57 17.6952138024 +32 40 32.369166156|085.5463209038381 -17.2718894503864|   -6.781 4.955   |8.73     |A3              |0.0017  0.0    |    1|  461.1483  pc  | -44.1903    +44.1903  |paral   |2018yCat.1345....0G
4961|StKM 1-1955                                                                                              |Star                              |21 56 17.7197853408 +33 48 49.285767312|086.1416684900055 -16.2649790243129| -13.063 -9.981   |10.77    |K4              |    ~     ~    |    1| 1173.021   pc  | -23.9420    +23.9420  |paral   |2020yCat.1350....0G
4962|BD+34 4577                                                                                               |Star                              |21 58 20.9413469424 +35 15 26.099009820|087.4366409253356 -15.4218898774718|   0.515 -3.061   |9.832    |~               |    ~     ~    |    1|  971.062   pc  | -14.1444    +14.1444  |paral   |2020yCat.1350....0G
4963|HD 208972                                                                                                |Double or Multiple Star           |21 59 15.4308968797 +35 15 34.642858014|087.5873257523419 -15.5371585538513|   8.813 -2.083   |9.12     |A3              |    ~     ~    |    0|                |                       |        |                   
4964|HD 208896                                                                                                |High Proper Motion Star           |21 58 31.5140022624 +34 39 31.655983392|087.0720147753202 -15.9078890944408|-114.760 -34.652  |9.09     |K2              |    ~     ~    |    1|   29.924   pc  |  -0.0132     +0.0132  |paral   |2020yCat.1350....0G
4965|BD+33 4398                                                                                               |Star                              |21 59 18.4178889624 +34 17 55.683133944|086.9645016277062 -16.2885175429652|   7.574 -8.196   |10.44    |K2              |    ~     ~    |    1|  638.814   pc  |  -5.9580     +5.9580  |paral   |2020yCat.1350....0G
4966|BD+33 4400                                                                                               |Star                              |21 59 39.4407514536 +34 26 03.410376612|087.1120702914649 -16.2292447063002|   5.823 -0.405   |9.37     |K2              |    ~     ~    |    1|  904.895   pc  | -28.5774    +28.5774  |paral   |2020yCat.1350....0G
4967|BD+33 4396                                                                                               |Double or Multiple Star           |21 59 02.283048 +34 22 35.33700        |086.970954492 -16.193240662        |    -36.5 -23.3   |10.13    |~               |    ~     ~    |    0|                |                       |        |                   
4968|BD+33 4394                                                                                               |Star                              |21 58 26.1045345552 +34 10 22.706820876|086.7362163795147 -16.2715741849874|   -5.699 2.164   |9.29     |G5              |    ~     ~    |    1|  452.899   pc  |  -2.7691     +2.7691  |paral   |2020yCat.1350....0G
4969|HD 209006                                                                                                |High Proper Motion Star           |21 59 22.5005498832 +34 10 50.420506440|086.8979512781354 -16.3888851692698|  70.070 -9.080   |7.87     |A2              |    ~     ~    |    1|   98.926   pc  |  -0.6302     +0.6302  |paral   |2020yCat.1350....0G
4970|HD 208973                                                                                                |Star                              |21 59 11.5125073944 +33 37 50.688255108|086.5036047996222 -16.7901711559854|  -3.979 -6.467   |8.20     |B2V             |    ~     ~    |    1|  667.289   pc  | -14.4714    +14.4714  |paral   |2020yCat.1350....0G
4971|BD+32 4312                                                                                               |Star                              |21 59 40.6597178928 +33 03 58.142593728|086.2106922675493 -17.2908021928317| 23.271 -18.039   |9.40     |K0              |    ~     ~    |    1|  407.083   pc  |  -2.5520     +2.5520  |paral   |2020yCat.1350....0G
4972|TYC 2723-372-1                                                                                           |High Proper Motion Star           |21 59 46.2763993296 +32 44 31.558890552|086.0108268980450 -17.5535379559483|   49.922 4.208   |10.46    |~               |    ~     ~    |    1|  329.728   pc  |  -1.9135     +1.9135  |paral   |2020yCat.1350....0G
4973|TYC 2723-413-1                                                                                           |Star                              |21 59 25.1850701208 +33 40 49.773493920|086.5748552588835 -16.7817985206914|   6.957 -0.462   |10.90    |~               |    ~     ~    |    1|  463.886   pc  |  -3.4431     +3.4431  |paral   |2020yCat.1350....0G
4974|TYC 2723-495-1                                                                                           |Star                              |21 56 51.5103324312 +33 44 22.073151120|086.1857076960913 -16.3969611052718|   1.304 -1.507   |9.89     |~               |    ~     ~    |    1|  995.322   pc  | -13.5721    +13.5721  |paral   |2020yCat.1350....0G
4975|TYC 2723-500-1                                                                                           |Star                              |21 57 20.688576 +32 32 17.02104        |085.462206881 -17.384120056        |        7.6 5.2   |10.637   |~               |    ~     ~    |    0|                |                       |        |                   
4976|TYC 2723-702-1                                                                                           |Star                              |21 59 42.6041829888 +32 46 21.463801356|086.0207612587675 -17.5217909371751|  -8.178 28.027   |10.44    |~               |    ~     ~    |    1|  196.827   pc  |  -0.6741     +0.6741  |paral   |2020yCat.1350....0G
4977|TYC 2723-751-1                                                                                           |Star                              |21 57 26.4200841144 +33 17 51.344171232|085.9877608440042 -16.8140601921854| -13.897 -7.217   |10.47    |~               |    ~     ~    |    1|  881.990   pc  | -11.3574    +11.3574  |paral   |2020yCat.1350....0G
4978|GSC 02723-00801                                                                                          |Double or Multiple Star           |21 57 27.2662491912 +33 33 40.207356432|086.1661462418501 -16.6133364971898|   1.204 -0.914   |10.174   |~               |    ~     ~    |    1|  778.695   pc  | -27.8928    +27.8928  |paral   |2020yCat.1350....0G
4979|TYC 2723-916-1                                                                                           |Star                              |21 56 58.2165587064 +32 42 11.971264752|085.5101154687910 -17.2068088973904|  10.781 -9.732   |10.83    |~               |    ~     ~    |    1|  188.398   pc  |  -3.7411     +3.7411  |paral   |2020yCat.1350....0G
4980|TYC 2723-1120-1                                                                                          |Star                              |21 56 49.1662186512 +32 46 12.466623540|085.5296289636115 -17.1352450418046|   5.951 -6.804   |9.32     |~               |    ~     ~    |    1|  493.754   pc  |  -3.3887     +3.3887  |paral   |2020yCat.1350....0G
4981|TYC 2723-1216-1                                                                                          |Star                              |21 57 51.6190452888 +32 44 46.096374408|085.6892311456372 -17.2940617044572| -2.728 -12.670   |10.41    |~               |    ~     ~    |    1|  517.224   pc  |  -4.2803     +4.2803  |paral   |2020yCat.1350....0G
4982|TYC 2723-1337-1                                                                                          |Star                              |21 58 53.7933240000 +32 38 38.251132008|085.7964791923886 -17.5120002592322|  -3.685 -2.942   |9.56     |~               |    ~     ~    |    1|  489.428   pc  |  -3.6410     +3.6410  |paral   |2020yCat.1350....0G
4983|TYC 2723-1518-1                                                                                          |Star                              |21 59 26.4422421072 +33 00 56.019109500|086.1368639589329 -17.2983177466664|  -0.778 -2.106   |10.75    |~               |    ~     ~    |    1| 1228.803   pc  | -23.4043    +23.4043  |paral   |2020yCat.1350....0G
4984|TYC 2723-1557-1                                                                                          |Spectroscopic Binary              |21 56 32.3421182088 +32 57 36.166034124|085.6101885701873 -16.9519340732007|  12.304 -1.453   |10.77    |~               |    ~     ~    |    1|  367.148   pc  | -11.5252    +11.5252  |paral   |2020yCat.1350....0G
4985|TYC 2723-1657-1                                                                                          |Star                              |21 58 32.3589380640 +33 06 56.179273536|086.0511054317236 -17.1009291294045|   11.066 1.260   |10.82    |~               |    ~     ~    |    1|  493.583   pc  |  -3.7518     +3.7518  |paral   |2020yCat.1350....0G
4986|GSC 02723-01746                                                                                          |Double or Multiple Star           |21 57 08.9229527520 +33 00 02.604729600|085.7399699596882 -17.0028786900211|  -1.769 -0.571   |10.861   |~               |    ~     ~    |    1|  922.424   pc  | -11.6569    +11.6569  |paral   |2020yCat.1350....0G
4987|TYC 2723-1759-1                                                                                          |Star                              |21 59 33.5385005256 +32 53 51.788878116|086.0784413728206 -17.4050538075016|   4.024 -1.789   |10.43    |~               |    ~     ~    |    1|  703.087   pc  |  -8.4531     +8.4531  |paral   |2020yCat.1350....0G
4988|TYC 2723-1776-1                                                                                          |Star                              |21 57 23.5171582320 +33 05 15.011866716|085.8390447646092 -16.9689535942975|  -41.746 8.570   |10.98    |~               |    ~     ~    |    1|  322.945   pc  |  -1.9190     +1.9190  |paral   |2020yCat.1350....0G
4989|TYC 2723-1800-1                                                                                          |Star                              |21 58 46.3253230776 +33 09 07.530097644|086.1147237889215 -17.1038740518246|  15.352 -2.240   |10.42    |~               |    ~     ~    |    1|  200.888   pc  |  -1.4609     +1.4609  |paral   |2020yCat.1350....0G
4990|TYC 2723-1891-1                                                                                          |Star                              |21 59 16.1093632920 +32 56 53.325322584|086.0627601128262 -17.3273697395328|-19.004 -18.107   |10.02    |~               |    ~     ~    |    1|  555.001   pc  |  -4.5896     +4.5896  |paral   |2020yCat.1350....0G
4991|TYC 2723-1986-1                                                                                          |Star                              |21 56 37.8940222680 +32 37 04.212116112|085.3954028480320 -17.2264088784747|  -1.652 -0.558   |10.60    |~               |    ~     ~    |    1|  357.807   pc  |  -1.8820     +1.8820  |paral   |2020yCat.1350....0G
4992|TYC 2727-113-1                                                                                           |Star                              |21 59 32.4898270848 +34 14 32.941579596|086.9664902980774 -16.3627854687269|  -8.057 -8.792   |10.64    |~               |    ~     ~    |    1|  931.272   pc  | -13.1825    +13.1825  |paral   |2020yCat.1350....0G
4993|TYC 2727-243-1                                                                                           |Star                              |21 57 46.7564249064 +33 49 05.367120744|086.3915670201883 -16.4587051369780|   2.749 -5.974   |10.55    |~               |    ~     ~    |    1|  794.660   pc  | -10.1669    +10.1669  |paral   |2020yCat.1350....0G
4994|TYC 2727-297-1                                                                                           |Star                              |21 56 18.3981835632 +34 09 22.549817520|086.3721604665218 -16.0035634264221| -4.712 -15.773   |10.36    |~               |    ~     ~    |    1|  467.159   pc  |  -3.4045     +3.4045  |paral   |2020yCat.1350....0G
4995|TYC 2727-325-1                                                                                           |Star                              |21 57 57.7972993728 +34 06 37.148817528|086.6162331036831 -16.2578490024550|    5.078 3.488   |10.64    |~               |    ~     ~    |    1|  875.810   pc  | -10.2784    +10.2784  |paral   |2020yCat.1350....0G
4996|TYC 2727-336-1                                                                                           |Star                              |21 58 03.3985817712 +35 10 39.560375676|087.3364043351153 -15.4456690268781|   3.324 -7.899   |10.93    |~               |    ~     ~    |    1|  882.924   pc  | -11.4595    +11.4595  |paral   |2020yCat.1350....0G
4997|TYC 2727-480-1                                                                                           |High Proper Motion Star           |21 56 42.4096336248 +34 45 23.320729800|086.8369265382972 -15.5948234270208| 25.399 -43.184   |10.46    |~               |    ~     ~    |    1|  309.119   pc  |  -1.1753     +1.1753  |paral   |2020yCat.1350....0G
4998|TYC 2727-927-1                                                                                           |Star                              |21 57 37.9980240984 +33 51 26.194847508|086.3932478125997 -16.4092430163173|-15.851 -39.052   |10.90    |~               |    ~     ~    |    1|  341.018   pc  |  -1.6979     +1.6979  |paral   |2020yCat.1350....0G
4999|TYC 2727-1005-1                                                                                          |Star                              |21 59 48.5049703968 +34 05 22.576708968|086.9103358843671 -16.5161469559159|   8.261 -0.246   |10.97    |~               |    ~     ~    |    1|  261.199   pc  |  -1.2076     +1.2076  |paral   |2020yCat.1350....0G
5000|TYC 2727-1033-1                                                                                          |Spectroscopic Binary              |21 58 28.1808936984 +34 09 26.051607360|086.7315612941196 -16.2882758978271|  16.649 -4.609   |10.78    |~               |    ~     ~    |    1|  346.717   pc  |  -5.2773     +5.2773  |paral   |2020yCat.1350....0G
5001|TYC 2727-1051-1                                                                                          |Star                              |21 56 16.5931134336 +34 07 17.770237572|086.3440835063992 -16.0261869097744|   4.348 -6.672   |10.52    |~               |    ~     ~    |    1|  755.287   pc  |  -8.8992     +8.8992  |paral   |2020yCat.1350....0G
5002|TYC 2727-1063-1                                                                                          |Star                              |21 57 39.2641255872 +33 58 08.918681160|086.4711362211633 -16.3258841291478| 10.319 -12.815   |9.29     |~               |    ~     ~    |    1|  537.086   pc  |  -4.5865     +4.5865  |paral   |2020yCat.1350....0G
5003|TYC 2727-1200-1                                                                                          |Star                              |21 59 54.2792138904 +34 41 26.455352208|087.3215970742576 -16.0624290254359|  3.132 -17.554   |10.50    |~               |    ~     ~    |    1|  289.696   pc  |  -1.3008     +1.3008  |paral   |2020yCat.1350....0G
5004|TYC 2727-1468-1                                                                                          |Star                              |21 58 10.9216462104 +35 11 25.847926224|087.3654199995151 -15.4519538906198|    5.256 2.565   |10.78    |~               |    ~     ~    |    1| 1065.644   pc  | -72.7917    +72.7917  |paral   |2020yCat.1350....0G
5005|TYC 2727-1696-1                                                                                          |Spectroscopic Binary              |21 59 58.6467619272 +34 28 02.423327304|087.1871163471553 -16.2452433433094|    5.007 7.597   |10.88    |~               |    ~     ~    |    0|                |                       |        |                   
5006|TYC 2727-1779-1                                                                                          |High Proper Motion Star           |21 57 33.3651003192 +35 03 52.095624444|087.1798101057158 -15.4681991951514|  28.613 45.638   |10.39    |~               |    ~     ~    |    1|  100.769   pc  |  -0.1483     +0.1483  |paral   |2020yCat.1350....0G
5007|TYC 2727-1828-1                                                                                          |Star                              |21 57 05.8783009656 +34 36 33.534901296|086.8037511784492 -15.7594518856039| -2.092 -14.659   |10.21    |~               |    ~     ~    |    0|                |                       |        |                   
5008|TYC 2727-1910-1                                                                                          |Star                              |21 58 35.9953844544 +34 41 21.987387384|087.1045607086737 -15.8939119558423|  -4.311 -7.241   |10.49    |~               |    ~     ~    |    1|  808.342   pc  |  -9.2132     +9.2132  |paral   |2020yCat.1350....0G
5009|TYC 2727-1976-1                                                                                          |Star                              |21 58 20.9780517072 +34 22 23.968608348|086.8545189434414 -16.1056095249368| -5.381 -12.695   |10.37    |~               |    ~     ~    |    1|  626.841   pc  |  -6.3655     +6.3655  |paral   |2020yCat.1350....0G
5010|BD+33 4396A                                                                                              |Star                              |21 59 02.2535392440 +34 22 35.160042000|086.9708402940673 -16.1932144468232|-38.540 -21.591   |10.76    |~               |    ~     ~    |    1|  175.963   pc  |  -0.5759     +0.5759  |paral   |2020yCat.1350....0G
5011|TYC 2727-2121-1                                                                                          |Star                              |21 58 17.5198985856 +34 46 21.198473328|087.1084580890606 -15.7895257291894| -23.208 24.347   |10.87    |~               |    ~     ~    |    1|  247.268   pc  |  -0.8560     +0.8560  |paral   |2020yCat.1350....0G
5012|TYC 2727-2135-1                                                                                          |Star                              |21 58 12.8309592336 +34 46 00.558778368|087.0917850502733 -15.7837792386413|  -4.202 -9.301   |10.87    |~               |    ~     ~    |    1|  874.049   pc  | -10.4663    +10.4663  |paral   |2020yCat.1350....0G
5013|TYC 2727-2149-1                                                                                          |Spectroscopic Binary              |21 58 55.7871892440 +34 52 57.568173888|087.2861842918298 -15.7871854299262|  -5.805 -2.424   |10.73    |~               |    ~     ~    |    1|  672.088   pc  |  -9.2599     +9.2599  |paral   |2020yCat.1350....0G
5014|TYC 2727-2219-1                                                                                          |Spectroscopic Binary              |21 58 05.6564602536 +35 12 46.908159480|087.3658290269676 -15.4231753907081|   7.168 -4.905   |9.70     |~               |    ~     ~    |    1|  728.226   pc  | -23.6520    +23.6520  |paral   |2020yCat.1350....0G
5015|TYC 2727-1978-1                                                                                          |High Proper Motion Star           |21 56 38.2248274800 +34 22 37.497941004|086.5736842260555 -15.8775734850219|-63.194 -28.316   |9.913    |~               |    ~     ~    |    1|  182.966   pc  |  -0.5021     +0.5021  |paral   |2020yCat.1350....0G
5016|BD+34 4564                                                                                               |Star                              |21 55 02.0805740184 +35 06 37.855994004|086.7987182968745 -15.1034608261299| -8.539 -13.944   |9.40     |F2              |    ~     ~    |    1|  258.284   pc  |  -0.9873     +0.9873  |paral   |2020yCat.1350....0G
5017|BD+36 4677                                                                                               |Star                              |21 46 34.8429826248 +36 55 51.315260736|086.6792877463154 -12.6091211212903|  -1.544 -6.444   |9.36     |A2              |    ~     ~    |    1|  393.887   pc  |  -2.8237     +2.8237  |paral   |2020yCat.1350....0G
5018|BD+36 4678                                                                                               |Star                              |21 46 46.1263641000 +36 59 56.992423272|086.7542872032445 -12.5824592710505|  0.880 -38.375   |10.89    |F8              |    ~     ~    |    1|  211.995   pc  |  -0.5618     +0.5618  |paral   |2020yCat.1350....0G
5019|HD 207133                                                                                                |Double or Multiple Star           |21 45 59.7482813232 +36 25 53.377576320|086.2511593738148 -12.9071566828888|-44.481 -31.683   |8.90     |F8              |0.0083  0.0    |    1|  180.963   pc  |  -6.4316     +6.4316  |paral   |2020yCat.1350....0G
5020|HD 207221                                                                                                |High Proper Motion Star           |21 46 32.3185674840 +36 28 21.131015196|086.3630869883275 -12.9483797512264|  52.426 34.701   |9.19     |F8              |    ~     ~    |    1|  118.608   pc  |  -0.1773     +0.1773  |paral   |2020yCat.1350....0G
5021|HD 207088                                                                                                |High Proper Motion Star           |21 45 44.5126545576 +35 51 26.311603068|085.8216196283540 -13.3037656555188|  91.399 10.257   |6.430    |K0III           |    ~     ~    |    1|  145.235   pc  |  -0.4071     +0.4071  |paral   |2020yCat.1350....0G
5022|BD+35 4636                                                                                               |Star                              |21 46 51.0018393888 +35 57 35.009099856|086.0642291722318 -13.3752705052408|   7.173 -0.257   |9.50     |A2              |    ~     ~    |    1|  271.555   pc  |  -1.0840     +1.0840  |paral   |2020yCat.1350....0G
5023|BD+35 4637                                                                                               |High Proper Motion Star           |21 46 53.2117667208 +36 08 48.406821396|086.1967359203987 -13.2395606151551|-35.908 -111.510  |9.83     |G0              |    ~     ~    |    1|   93.941   pc  |  -0.1068     +0.1068  |paral   |2020yCat.1350....0G
5024|BD+34 4516                                                                                               |Star                              |21 45 45.9110437608 +34 46 57.494827020|085.0911717609715 -14.1108324044446|   6.022 -5.572   |9.84     |F5              |    ~     ~    |    1|  181.212   pc  |  -0.4696     +0.4696  |paral   |2020yCat.1350....0G
5025|BD+34 4517                                                                                               |Star                              |21 45 59.0921919120 +34 59 43.528023384|085.2715881951106 -13.9817002336313|   6.564 -3.503   |9.63     |F8              |    ~     ~    |    1|  214.841   pc  |  -0.6139     +0.6139  |paral   |2020yCat.1350....0G
5026|BD+34 4522                                                                                               |Star                              |21 46 59.0203956120 +34 42 08.872436772|085.2295273222959 -14.3368820750700| -6.057 -12.647   |10.32    |M0              |    ~     ~    |    1| 1119.946   pc  | -20.3193    +20.3193  |paral   |2020yCat.1350....0G
5027|BD+33 4343                                                                                               |Spectroscopic Binary              |21 46 57.5482800072 +34 36 42.540072372|085.1636611372967 -14.4014679136262|   0.755 -4.287   |9.72     |M0              |    ~     ~    |    1| 1580.278   pc  | -47.6980    +47.6980  |paral   |2020yCat.1350....0G
5028|BD+36 4684                                                                                               |Star                              |21 49 20.5667654184 +37 17 45.448212336|087.3508077981914 -12.6936894978127|  -6.500 -9.736   |9.44     |G5              |    ~     ~    |    1|  491.860   pc  |  -3.0967     +3.0967  |paral   |2020yCat.1350....0G
5029|HD 207637                                                                                                |Star                              |21 49 28.0401095304 +37 04 52.240881648|087.2267388599300 -12.8728717239533| -8.298 -17.769   |8.28     |K2              |    ~     ~    |    1|  492.927   pc  |  -4.5194     +4.5194  |paral   |2020yCat.1350....0G
5030|BD+36 4695                                                                                               |Star                              |21 51 35.9228317656 +36 56 50.826190596|087.4701507271565 -13.2506053078006| -5.028 -14.236   |9.45     |A2              |    ~     ~    |    1|  341.006   pc  |  -4.4537     +4.4537  |paral   |2020yCat.1350....0G
5031|BD+36 4699                                                                                               |High Proper Motion Star           |21 52 32.3325119784 +37 19 57.381488004|087.8722118609614 -13.0768813245360| 100.349 46.172   |9.44     |G0              |    ~     ~    |    1|   85.901   pc  |  -0.1092     +0.1092  |paral   |2020yCat.1350....0G
5032|HD 208223                                                                                                |Star                              |21 53 56.1334522680 +37 23 25.792409940|088.1290363978986 -13.2103923286499|   5.062 -2.465   |9.27     |A2              |    ~     ~    |    1|  538.387   pc  |  -6.3769     +6.3769  |paral   |2020yCat.1350....0G
5033|BD+36 4709                                                                                               |Star                              |21 55 20.9014053072 +36 55 50.395568520|088.0502245062230 -13.7440610800059|    6.663 1.110   |9.07     |K0              |    ~     ~    |    1|  456.850   pc  |  -2.9220     +2.9220  |paral   |2020yCat.1350....0G
5034|BD+36 4710B                                                                                              |Star                              |21 55 48.3327629760 +37 15 54.078534612|088.3413883867797 -13.5439461119816|-10.394 -15.312   |10.33    |F2              |    ~     ~    |    1|  402.075   pc  |  -3.9931     +3.9931  |paral   |2020yCat.1350....0G
5035|BD+36 4710A                                                                                              |Star                              |21 55 48.0612990936 +37 16 00.961162716|088.3419214918713 -13.5418974977939|-10.378 -15.460   |10.71    |~               |    ~     ~    |    1|  396.904   pc  |  -3.1664     +3.1664  |paral   |2020yCat.1350....0G
5036|** HO 174C                                                                                               |Star                              |21 55 43.8 +37 15 16                   |088.3225 -13.5426                  |            ~ ~   |10.8     |~               |    ~     ~    |    0|                |                       |        |                   
5037|ADS 15457 D                                                                                              |Star                              |21 55 44.4 +37 15 16                   |088.3241 -13.5438                  |            ~ ~   |10.8     |~               |    ~     ~    |    0|                |                       |        |                   
5038|BD+35 4642                                                                                               |Star                              |21 48 07.1998288440 +36 26 32.823389580|086.5887172873901 -13.1801170822667|   4.775 -1.743   |9.37     |A0              |    ~     ~    |    1|  383.480   pc  |  -2.6029     +2.6029  |paral   |2020yCat.1350....0G
5039|HD 207446                                                                                                |Star                              |21 48 08.3942224248 +36 34 49.398272472|086.6846597243986 -13.0785653959308| -23.646 -5.941   |6.260    |K5              |    ~     ~    |    1|  190.494   pc  |  -1.0233     +1.0233  |paral   |2020yCat.1350....0G
5040|BD+35 4666                                                                                               |High Proper Motion Star           |21 53 34.6164419016 +36 25 30.879390036|087.4361715736925 -13.9055046765822|  95.503 50.296   |9.98     |G5              |    ~     ~    |    1|  155.376   pc  |  -0.2945     +0.2945  |paral   |2020yCat.1350....0G
5041|HD 208236                                                                                                |Star                              |21 54 00.5892087744 +36 34 12.785550240|087.6007150278223 -13.8501085540038|-13.022 -35.837   |7.84     |K5              |    ~     ~    |    1|  404.220   pc  |  -2.7123     +2.7123  |paral   |2020yCat.1350....0G
5042|BD+35 4674                                                                                               |Star                              |21 55 13.9263117384 +36 22 43.845670056|087.6692669838598 -14.1543705989309|  17.530 10.914   |9.29     |K0              |    ~     ~    |    1|  378.315   pc  |  -2.1611     +2.1611  |paral   |2020yCat.1350....0G
5043|HD 207649                                                                                                |Double or Multiple Star           |21 49 36.0154470144 +36 06 04.583477556|086.5912497356433 -13.6333390871138|   -3.512 3.153   |8.30     |F8              |    ~     ~    |    1|  169.299   pc  |  -0.6420     +0.6420  |paral   |2020yCat.1350....0G
5044|BD+35 4655                                                                                               |Star                              |21 50 35.5715625648 +35 48 10.557508572|086.5478646761326 -13.9905288818447|  -2.873 -5.085   |9.91     |A2              |    ~     ~    |    1|  535.561   pc  |  -4.4171     +4.4171  |paral   |2020yCat.1350....0G
5045|BD+35 4658                                                                                               |High Proper Motion Star           |21 51 14.1366601176 +36 07 24.717305640|086.8643340618468 -13.8313570343894| 64.679 -30.763   |9.46     |F8              |    ~     ~    |    1|  108.532   pc  |  -0.1732     +0.1732  |paral   |2020yCat.1350....0G
5046|HD 208135                                                                                                |Star                              |21 53 21.5435548368 +36 07 35.857169292|087.2036619585701 -14.1060201777802|  4.794 -30.505   |7.21     |K5              |    ~     ~    |    1|  348.238   pc  |  -1.8190     +1.8190  |paral   |2020yCat.1350....0G
5047|BD+35 4665                                                                                               |Star                              |21 53 24.6488463048 +35 53 58.745378976|087.0612406945253 -14.2864739812550| -21.914 -8.424   |9.24     |K0              |    ~     ~    |    1|  226.152   pc  |  -0.6444     +0.6444  |paral   |2020yCat.1350....0G
5048|BD+35 4668                                                                                               |Star                              |21 53 35.6741044776 +36 07 03.190834488|087.2351978291476 -14.1435554775411|  22.138 -0.296   |10.62    |F8              |    ~     ~    |    1|  196.386   pc  |  -0.4667     +0.4667  |paral   |2020yCat.1350....0G
5049|HD 208254                                                                                                |Star                              |21 54 08.4019893720 +36 10 49.381389660|087.3638632502031 -14.1660931571448|   1.627 -1.407   |9.31     |F0              |    ~     ~    |    1|  393.468   pc  |  -1.8733     +1.8733  |paral   |2020yCat.1350....0G
5050|HD 208442                                                                                                |Star                              |21 55 21.2402041896 +36 08 46.385287512|087.5355848786614 -14.3491312654290|-24.831 -21.518   |6.720    |K0              |    ~     ~    |    1|  155.473   pc  |  -0.3916     +0.3916  |paral   |2020yCat.1350....0G
5051|BD+35 4677                                                                                               |Star                              |21 55 52.8278345064 +35 58 00.695960616|087.5020475783353 -14.5551315421095| 22.437 -27.554   |9.63     |F8              |    ~     ~    |    1|  217.817   pc  |  -0.5741     +0.5741  |paral   |2020yCat.1350....0G
5052|BD+34 4524                                                                                               |Double or Multiple Star           |21 47 19.5127588451 +34 51 03.893786528|085.3852598151558 -14.2718158782594| 23.579 -31.985   |10.15    |G5              |    ~     ~    |    1|  220.6823  pc  |  -3.7987     +3.7987  |paral   |2018yCat.1345....0G
5053|BD+34 4526                                                                                               |High Proper Motion Star           |21 47 25.6661740920 +35 30 54.007072920|085.8531886820424 -13.7869025569300|-88.754 -32.763   |9.68     |G0              |    ~     ~    |    1|  146.649   pc  |  -0.6022     +0.6022  |paral   |2020yCat.1350....0G
