C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:27:08

dec >=0&rah >=15.25&rah< 15.5&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 3071

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1378|HD 137884                                                                                                |Spectroscopic Binary                |15 28 32.9781817128 +00 36 25.388533296|004.4456199020464 +43.9251497354899|  -43.702 6.256   |7.10     |A2mF0-F2          |    ~     ~    |    1|  110.199   pc  |  -0.3157     +0.3157  |paral   |2020yCat.1350....0G
1379|HD 137988                                                                                                |Star                                |15 29 10.7423396544 +01 27 17.145774036|005.5096005829168 +44.3252391444349|   0.710 -0.044   |8.81     |G8III             |    ~     ~    |    1|  377.145   pc  |  -2.5176     +2.5176  |paral   |2020yCat.1350....0G
1380|HD 138086                                                                                                |High Proper Motion Star             |15 29 43.7558420568 +01 10 56.183998044|005.3272647639534 +44.0494355896139|-52.941 -13.984   |8.94     |G6V               |    ~     ~    |    1|  167.098   pc  |  -0.5501     +0.5501  |paral   |2020yCat.1350....0G
1381|HD 137427                                                                                                |High Proper Motion Star             |15 26 00.3624096432 +00 17 46.955650092|003.5537189207184 +44.2256325573106| -130.477 1.712   |8.95     |G3V               |    ~     ~    |    1|   75.277   pc  |  -0.1037     +0.1037  |paral   |2020yCat.1350....0G
1382|HD 137493                                                                                                |Star                                |15 26 20.8412702640 +00 28 18.608371536|003.8189800005060 +44.2699175802218|-21.917 -10.559   |9.87     |G2/3V             |    ~     ~    |    1|  116.825   pc  |  -0.2034     +0.2034  |paral   |2020yCat.1350....0G
1383|HD 137724                                                                                                |Star                                |15 27 38.1922609800 +00 04 29.333528148|003.6721217519559 +43.7695727087594|  -8.739 30.432   |9.86     |G5/6V             |    ~     ~    |    1|   92.521   pc  |  -0.1361     +0.1361  |paral   |2020yCat.1350....0G
1384|V* V380 Ser                                                                                              |Mira Variable                       |15 26 10.6782131736 +00 31 56.552547756|003.8475721396799 +44.3409069091272| -6.948 -10.027   |10.8     |Me                |    ~     ~    |    0|                |                       |        |                   
1385|TYC 337-82-1                                                                                             |Star                                |15 26 44.0512468128 +01 29 15.678161952|005.0184576596505 +44.8272628474080|  -12.389 0.409   |10.82    |~                 |    ~     ~    |    1|  485.390   pc  |  -3.6754     +3.6754  |paral   |2020yCat.1350....0G
1386|TYC 337-185-1                                                                                            |Star                                |15 23 05.1162498384 +00 04 17.332840740|002.6606572334774 +44.6465062295950|   16.187 9.775   |10.93    |~                 |    ~     ~    |    1|  171.975   pc  |  -0.3726     +0.3726  |paral   |2020yCat.1350....0G
1387|TYC 337-276-1                                                                                            |Star                                |15 26 18.5693080224 +01 13 05.809983132|004.6277929098954 +44.7437955172726|  -3.657 -9.116   |10.79    |~                 |    ~     ~    |    1|  468.955   pc  |  -5.1681     +5.1681  |paral   |2020yCat.1350....0G
1388|TYC 337-487-1                                                                                            |Star                                |15 25 13.9596297960 +01 45 01.077968340|004.9829251635999 +45.2845737429735| -7.420 -31.296   |10.98    |~                 |    ~     ~    |    1|  422.672   pc  |  -3.0907     +3.0907  |paral   |2020yCat.1350....0G
1389|TYC 337-515-1                                                                                            |Star                                |15 27 03.6815234376 +00 47 33.951593292|004.3247505680134 +44.3318154913831|-11.659 -32.744   |10.33    |~                 |    ~     ~    |    1|  200.606   pc  |  -0.9618     +0.9618  |paral   |2020yCat.1350....0G
1390|TYC 337-541-1                                                                                            |Star                                |15 25 31.8497573400 +00 48 30.486043152|004.0064844330605 +44.6401509460673|  -10.002 7.083   |10.42    |~                 |    ~     ~    |    1|  839.137   pc  | -11.5481    +11.5481  |paral   |2020yCat.1350....0G
1391|TYC 337-601-1                                                                                            |Star                                |15 23 44.7899878536 +01 36 31.621898772|004.4970466081590 +45.4882994792921| -25.483 -6.434   |10.40    |~                 |    ~     ~    |    1|  294.438   pc  |  -1.5431     +1.5431  |paral   |2020yCat.1350....0G
