C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:15:54

dec >=0&rah >=0.25&rah< 0.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4911

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
98  |TYC 3247-2477-1                                                                                          |Star                              |00 17 25.1335 +45 15 02.832            |116.6745493 -17.2072376            |      6.10 1.50  |10.17    |~                 |    ~     ~    |    0|                |                       |        |                   
99  |TYC 3247-2502-1                                                                                          |Star                              |00 17 32.4294270096 +45 11 45.167360856|116.6888463147169 -17.2645679441648|  -3.876 -6.522  |10.31    |~                 |    ~     ~    |    1| 1158.212   pc  | -24.2803    +24.2803  |paral   |2020yCat.1350....0G
100 |TYC 3247-2520-1                                                                                          |Star                              |00 19 03.0101669016 +45 32 07.305443700|117.0114586174543 -16.9637421608802|  -7.726 -7.206  |10.00    |~                 |    ~     ~    |    1|  202.827   pc  |  -0.7199     +0.7199  |paral   |2020yCat.1350....0G
101 |TYC 3247-2545-1                                                                                          |Star                              |00 19 09.7956343152 +45 11 46.226260212|116.9855875022141 -17.3026112956680|   13.057 6.908  |9.95     |~                 |    ~     ~    |    1|  759.590   pc  |  -9.8086     +9.8086  |paral   |2020yCat.1350....0G
102 |TYC 3247-2548-1                                                                                          |Star                              |00 16 58.7079290472 +45 18 34.426814688|116.6027714200505 -17.1382870961206|   0.147 -3.297  |10.65    |~                 |    ~     ~    |    1|  855.945   pc  | -14.2132    +14.2132  |paral   |2020yCat.1350....0G
103 |TYC 3248-1335-1                                                                                          |Star                              |00 22 49.4374458552 +45 31 04.751462496|117.6951259958512 -17.0626116899985|  -5.938 -4.231  |10.21    |~                 |    ~     ~    |    1|  466.962   pc  |  -4.4483     +4.4483  |paral   |2020yCat.1350....0G
104 |TYC 3248-1790-1                                                                                          |High Proper Motion Star           |00 23 25.6866782976 +46 10 44.345780940|117.8833145366445 -16.4180105778546|  66.543 -4.429  |9.65     |~                 |    ~     ~    |    1|  256.259   pc  |  -1.7205     +1.7205  |paral   |2020yCat.1350....0G
105 |TYC 3251-21-1                                                                                            |Star                              |00 17 16.7135776152 +46 53 51.992425176|116.8854545075938 -15.5725421737975|   7.655 -7.254  |10.59    |~                 |    ~     ~    |    1|  467.355   pc  | -13.8916    +13.8916  |paral   |2020yCat.1350....0G
106 |TYC 3251-35-1                                                                                            |Star                              |00 18 07.3008915696 +47 18 43.954302960|117.0910736549468 -15.1813488631546|  -3.842 -8.681  |10.24    |~                 |    ~     ~    |    1|  511.876   pc  |  -6.3670     +6.3670  |paral   |2020yCat.1350....0G
107 |TYC 3251-77-1                                                                                            |High Proper Motion Star           |00 15 46.8551982408 +47 06 53.785605420|116.6547456153157 -15.3217511834002| 57.605 -84.367  |10.34    |~                 |    ~     ~    |    1|   94.367   pc  |  -0.1567     +0.1567  |paral   |2020yCat.1350....0G
108 |TYC 3251-357-1                                                                                           |Star                              |00 19 12.4915832016 +47 04 21.697718664|117.2481309077467 -15.4430569397699|   13.604 3.082  |10.69    |~                 |    ~     ~    |    1|  328.073   pc  |  -1.5930     +1.5930  |paral   |2020yCat.1350....0G
109 |TYC 3251-393-1                                                                                           |Star                              |00 21 27.7961235624 +47 10 12.773969544|117.6555860433298 -15.3942153937524|   -2.573 2.567  |10.18    |~                 |    ~     ~    |    1| 1104.728   pc  | -20.2590    +20.2590  |paral   |2020yCat.1350....0G
110 |TYC 3251-511-1                                                                                           |Star                              |00 16 09.1787345088 +47 12 22.143152376|116.7330899414178 -15.2404629203071|   0.135 -2.534  |10.99    |~                 |    ~     ~    |    1|  656.297   pc  |  -9.8206     +9.8206  |paral   |2020yCat.1350....0G
111 |TYC 3251-619-1                                                                                           |Pulsating Variable                |00 19 52.3344645912 +47 08 13.146892116|117.3729234439583 -15.3937676180527|  -4.951 -5.042  |10.83    |~                 |    ~     ~    |    1|  504.032   pc  |  -6.8593     +6.8593  |paral   |2020yCat.1350....0G
112 |TYC 3251-635-1                                                                                           |Star                              |00 15 08.4795312144 +47 22 02.956598868|116.5811621340471 -15.0561913911283| -33.279 -3.256  |10.90    |~                 |    ~     ~    |    1|  273.187   pc  |  -1.0523     +1.0523  |paral   |2020yCat.1350....0G
113 |TYC 3251-733-1                                                                                           |Star                              |00 19 57.8258401608 +47 13 58.618537716|117.4015105796909 -15.3005421103166|    1.306 4.636  |10.70    |~                 |    ~     ~    |    1| 1508.068   pc  | -28.6558    +28.6558  |paral   |2020yCat.1350....0G
114 |TYC 3251-855-1                                                                                           |Star                              |00 17 06.4063305648 +47 18 38.267796456|116.9142560870757 -15.1595871011988|   -0.562 0.203  |10.75    |~                 |    ~     ~    |    1|  898.715   pc  | -11.7923    +11.7923  |paral   |2020yCat.1350....0G
115 |TYC 3251-901-1                                                                                           |Star                              |00 21 31.5197166264 +47 00 53.305986780|117.6470663781753 -15.5497651614482|  -4.719 -8.024  |10.64    |~                 |    ~     ~    |    1| 1180.498   pc  | -34.9788    +34.9788  |paral   |2020yCat.1350....0G
116 |TYC 3251-1259-1                                                                                          |Star                              |00 15 09.4357658304 +47 37 23.408610060|116.6223498263830 -14.8036121767183|  25.682 -6.557  |10.49    |~                 |    ~     ~    |    1|  374.364   pc  |  -6.6290     +6.6290  |paral   |2020yCat.1350....0G
117 |TYC 3251-1362-1                                                                                          |Star                              |00 18 33.6740391336 +47 42 50.589633168|117.2223857760866 -14.7928944240537|  27.004 -7.761  |10.05    |~                 |    ~     ~    |    1|  313.903   pc  |  -2.1382     +2.1382  |paral   |2020yCat.1350....0G
118 |TYC 3251-1579-1                                                                                          |Star                              |00 21 04.7616437088 +47 35 49.054564752|117.6422632035504 -14.9627428422979|  -3.857 -4.415  |10.73    |~                 |    ~     ~    |    1| 1003.512   pc  | -14.9041    +14.9041  |paral   |2020yCat.1350....0G
119 |TYC 3251-1599-1                                                                                          |Star                              |00 18 58.8452892960 +47 32 47.093030952|117.2721998481953 -14.9683377174948| -6.836 -13.859  |10.81    |~                 |    ~     ~    |    1|  491.135   pc  | -14.9552    +14.9552  |paral   |2020yCat.1350....0G
120 |TYC 3251-1702-1                                                                                          |Star                              |00 20 09.9811539648 +47 32 36.834398916|117.4772417044528 -14.9967095511388| -24.089 -6.731  |10.51    |~                 |    ~     ~    |    1|  717.566   pc  |  -7.4661     +7.4661  |paral   |2020yCat.1350....0G
121 |TYC 3251-1736-1                                                                                          |Star                              |00 15 06.2028539904 +47 39 53.900046828|116.6193411904985 -14.7609342209218|   0.347 -1.038  |10.95    |~                 |    ~     ~    |    1| 1366.307   pc  | -24.2683    +24.2683  |paral   |2020yCat.1350....0G
122 |TYC 3251-1761-1                                                                                          |Star                              |00 20 25.3307543112 +47 31 50.753577504|117.5199401389242 -15.0147993445774|   5.436 -1.864  |10.98    |~                 |    ~     ~    |    1|  487.900   pc  |  -7.4747     +7.4747  |paral   |2020yCat.1350....0G
123 |TYC 3251-1814-1                                                                                          |Star                              |00 20 55.8706000536 +47 27 33.650259804|117.5991720116240 -15.0962751793912|  17.817 -3.642  |10.74    |~                 |    ~     ~    |    1|  757.978   pc  |  -9.4797     +9.4797  |paral   |2020yCat.1350....0G
124 |TYC 3251-2001-1                                                                                          |Star                              |00 19 03.6093593880 +47 27 02.121917508|117.2730792248444 -15.0650932055128| -1.821 -20.476  |10.44    |~                 |    ~     ~    |    1|  704.622   pc  |  -8.0928     +8.0928  |paral   |2020yCat.1350....0G
