C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:52:37

dec >=0&rah >=10.75&rah< 11.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2387

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1490|TYC 255-299-1                                                                                            |Star                              |10 51 54.1203875856 +00 26 50.903939904|250.8698712027339 +50.8222089500489| -43.726 -7.784   |10.976   |~               |    ~     ~    |    1|  281.187   pc  |  -5.2990     +5.2990  |ST-L    |2020AJ....160...83S
1491|TYC 255-480-1                                                                                            |Star                              |10 52 08.5800533304 +00 57 24.825455424|250.3673929459608 +51.2262546428496|     -11.8 -2.1   |9.90     |~               |    ~     ~    |    0|                |                       |        |                   
1492|TYC 257-44-1                                                                                             |High Proper Motion Star           |10 49 19.8365126904 +02 34 30.441861552|247.7109999801045 +51.8448699655871|-68.150 -20.965   |10.61    |G8              |    ~     ~    |    1|  168.853   pc  |  -0.5617     +0.5617  |paral   |2020yCat.1350....0G
1493|TYC 254-932-1                                                                                            |Star                              |10 46 31.4197153728 +00 07 43.069159632|249.7364420837220 +49.6457725067963| 11.868 -17.626   |10.64    |~               |    ~     ~    |    1| 1655.355   pc  | -53.7079    +53.7079  |paral   |2020yCat.1350....0G
1494|HD 94217                                                                                                 |High Proper Motion Star           |10 53 11.8639298016 +43 45 12.555329868|170.2185884526852 +60.9884243741285|-96.767 -36.902   |9.08     |G5V             |    ~     ~    |    1|   86.441   pc  |  -0.1300     +0.1300  |paral   |2020yCat.1350....0G
1495|HD 94424                                                                                                 |Spectroscopic Binary              |10 54 37.9754680392 +43 34 58.762261776|170.3090534542731 +61.2958690655515|  1.512 -11.367   |8.60     |K0              |    ~     ~    |    1|  677.920   pc  | -14.6605    +14.6605  |paral   |2020yCat.1350....0G
1496|BD+44 2028B                                                                                              |Red Giant Branch star             |10 54 36.9093926760 +43 34 44.170008924|170.3195463633728 +61.2946919569653| 14.099 -13.476   |10.9     |~               |    ~     ~    |    1| 1303.101   pc  | -42.4518    +42.4518  |paral   |2020yCat.1350....0G
1497|BD+44 2035                                                                                               |High Proper Motion Star           |10 59 16.2787233552 +43 49 03.820967616|169.0862393415026 +61.9440495166865|-53.491 -16.987   |9.93     |F8              |    ~     ~    |    1|  182.312   pc  |  -0.7080     +0.7080  |paral   |2020yCat.1350....0G
1498|HD 95088                                                                                                 |High Proper Motion Star           |10 59 17.9412883992 +43 52 24.199174740|168.9761902566703 +61.9230222480265|-46.985 -23.275   |8.41     |G5              |    ~     ~    |    1|  107.133   pc  |  -0.2846     +0.2846  |paral   |2020yCat.1350....0G
1499|HD 95127                                                                                                 |Star                              |10 59 35.0873858664 +43 48 52.066307160|169.0373588374570 +61.9958256298894|-13.784 -12.408   |8.15     |K0              |    ~     ~    |    1|  558.254   pc  |  -7.7289     +7.7289  |paral   |2020yCat.1350....0G
1500|BD+44 2026                                                                                               |Red Giant Branch star             |10 53 59.5306132368 +43 14 43.130859756|171.0491804987897 +61.3326466828655| -39.694 -3.103   |10.25    |~               |    ~     ~    |    1|  339.432   pc  |  -1.8319     +1.8319  |paral   |2020yCat.1350....0G
1501|BD+44 2027                                                                                               |Star                              |10 54 04.8771419568 +43 22 43.415053716|170.7825302895050 +61.2916942763723| -34.452 -5.272   |8.99     |K0              |    ~     ~    |    1|  445.991   pc  |  -3.6400     +3.6400  |paral   |2020yCat.1350....0G
1502|BD+43 2057                                                                                               |Star                              |10 53 30.0620407560 +43 01 27.562216008|171.5459727586839 +61.3418581416428|   -6.223 4.794   |10.18    |G0              |    ~     ~    |    1|  353.344   pc  |  -2.1475     +2.1475  |paral   |2020yCat.1350....0G
1503|* ome UMa                                                                                                |Spectroscopic Binary              |10 53 58.7409163680 +43 11 23.847024876|171.1562947906929 +61.3534171484197| 44.033 -23.714   |4.664    |A1VsSi:         |    ~     ~    |    1|   75.239   pc  |  -0.8763     +0.8763  |paral   |2020yCat.1350....0G
1504|BD+43 2059                                                                                               |Star                              |10 54 27.9348161400 +42 32 41.933391756|172.3163504686859 +61.6970170968746|-47.376 -10.528   |9.31     |F8              |    ~     ~    |    1|  131.420   pc  |  -0.2850     +0.2850  |paral   |2020yCat.1350....0G
1505|BD+43 2061                                                                                               |Star                              |10 54 50.5214408040 +42 51 33.150180996|171.6518728693547 +61.6332969205916|  0.926 -15.978   |8.70     |K0              |    ~     ~    |    1|  572.213   pc  |  -7.4654     +7.4654  |paral   |2020yCat.1350....0G
1506|BD+42 2155                                                                                               |Star                              |10 52 51.2834032680 +41 57 21.580900056|173.7040633295169 +61.6500464830233| -2.936 -11.796   |10.89    |K0              |    ~     ~    |    1|  727.643   pc  |  -8.2067     +8.2067  |paral   |2020yCat.1350....0G
1507|V* CC UMa                                                                                                |Long-Period Variable              |10 53 40.5869579664 +42 28 12.727859340|172.5821909308770 +61.5930818790186| -8.174 -18.727   |10.61    |M               |    ~     ~    |    1| 3070.310   pc  |-188.5361   +188.5361  |paral   |2020yCat.1350....0G
1508|BD+42 2156                                                                                               |Star                              |10 54 05.7695871768 +41 32 35.585230992|174.3332290524324 +62.0185629134666| 20.024 -12.118   |10.18    |F5              |    ~     ~    |    1|  225.622   pc  |  -0.7890     +0.7890  |paral   |2020yCat.1350....0G
1509|BD+42 2157                                                                                               |Star                              |10 54 21.9102973464 +41 27 04.517707572|174.4760490991137 +62.0992860440980|-25.387 -21.438   |9.26     |K2              |    ~     ~    |    1|  405.499   pc  |  -2.7460     +2.7460  |paral   |2020yCat.1350....0G
