C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:05:06

dec >=0&rah >=6.5&rah< 6.75&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 8634

 #  |                                                                 identifier                                                                 |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|-------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2434|NGC 2244 203                       HD 46223                                                                                                 |Young Stellar Object              |06 32 09.3068103600 +04 49 24.705695568|206.4381810067294 -02.0737266451769|   -1.605 0.111  |7.28     |O4V((f))           |    ~     ~    |    1| 1435.132   pc  | -54.3735    +54.3735  |paral   |2020yCat.1350....0G
2435|NGC 2244 84                        HD 46056                                                                                                 |Young Stellar Object              |06 31 20.8608343776 +04 50 03.842554740|206.3357109139816 -02.2471941900238|   -1.861 0.095  |8.16     |O8Vn               |    ~     ~    |    1| 1482.800   pc  | -58.2654    +58.2654  |paral   |2020yCat.1350....0G
2436|HD 258983                                                                                                                                   |Emission-line Star                |06 31 31.8156814389 +05 30 51.696549757|205.7530574329381 -01.8931174280316|   -1.132 0.865  |10.37    |B8e                |    ~     ~    |    1| 1479.73    pc  | -50.7986    +50.7986  |paral   |2020yCat.1350....0G
2437|NGC 2244 74                        EM* GGA 395                                                                                              |Orion Variable                    |06 31 29.7614837531 +04 54 49.143176800|206.2824008479168 -02.1778522259166|   -2.091 0.037  |11.41    |B7Ve               |    ~     ~    |    1| 1509.21    pc  | -40.3153    +40.3153  |paral   |2020yCat.1350....0G
2438|NGC 2244 124                       NGC 2244 124                                                                                             |Star                              |06 31 51.2755303512 +04 56 16.559604636|206.3020590447052 -02.0874081007284|  -1.036 -2.689  |13.018   |A0IV               |    ~     ~    |    1| 1476.887   pc  | -47.5500    +47.5500  |paral   |2020yCat.1350....0G
2439|NGC 2244 276                       NGC 2244 276                                                                                             |Star                              |06 32 26.3459334504 +04 45 36.941633172|206.5269927955252 -02.0401000558107|   -1.201 0.722  |12.46    |A2IV               |    ~     ~    |    1| 1482.580   pc  |-127.2667   +127.2667  |paral   |2020yCat.1350....0G
2440|NGC 2244 334                       NGC 2244 334                                                                                             |Young Stellar Object              |06 32 51.7919732079 +04 47 16.160568228|206.5512271906778 -01.9336271967651|  -2.042 -0.268  |12.95    |~                  |    ~     ~    |    1| 1502.86    pc  | -52.1731    +52.1731  |paral   |2020yCat.1350....0G
2441|NGC 2244 44                        NGC 2244 44                                                                                              |Star                              |06 31 03.1544829864 +04 47 36.666842820|206.3380693538551 -02.3312800365154|   -0.627 1.624  |12.94    |~                  |    ~     ~    |    1|  570.874   pc  |  -4.9210     +4.9210  |paral   |2020yCat.1350....0G
2442|NGC 2244 47                        NGC 2244 47                                                                                              |Star                              |06 31 12.0775504008 +04 47 27.614869476|206.3574086720094 -02.2995690422653|  -3.633 -8.509  |13.05    |~                  |    ~     ~    |    1|  533.276   pc  |  -3.8392     +3.8392  |paral   |2020yCat.1350....0G
2443|NGC 2244 69                        NGC 2244 69                                                                                              |delta Sct Variable                |06 31 30.8765659518 +04 58 12.379346701|206.2344122699507 -02.1477040481587|  -1.277 -0.947  |11.72    |A2                 |    ~     ~    |    1| 1114.83    pc  | -38.9009    +38.9009  |paral   |2020yCat.1350....0G
2444|NGC 2244 70                        NGC 2244 70                                                                                              |Star                              |06 31 30.7780983312 +04 57 21.087237492|206.2468739055888 -02.1546389992400|  -3.204 -3.222  |12.412   |~                  |    ~     ~    |    1| 1459.428   pc  | -33.2269    +33.2269  |paral   |2020yCat.1350....0G
2445|NGC 2244 81                        NGC 2244 81                                                                                              |Young Stellar Object              |06 31 19.1839660800 +04 50 36.885165648|206.3243470207364 -02.2491372995694|   -1.834 0.315  |12.54    |~                  |    ~     ~    |    1| 1485.443   pc  | -38.8351    +38.8351  |paral   |2020yCat.1350....0G
2446|NGC 2244 83                        NGC 2244 83                                                                                              |Young Stellar Object              |06 31 20.5823668840 +04 50 13.424351837|206.3328138517892 -02.2469922281588|   -1.723 0.287  |10.94    |~                  |    ~     ~    |    1| 1272.43    pc  | -45.9816    +45.9816  |paral   |2020yCat.1350....0G
2447|NGC 2244 88                        HD 258985                                                                                                |Star                              |06 31 27.5032224480 +04 43 44.842187244|206.4419252813622 -02.2712803658093|   1.287 -3.846  |9.68     |B9.5III            |    ~     ~    |    1|  801.860   pc  | -19.0322    +19.0322  |paral   |2020yCat.1350....0G
2448|NGC 2244 107                       NGC 2244 107                                                                                             |Star                              |06 31 43.4865785160 +05 05 47.826571308|206.1462466353255 -02.0429082279263|  3.060 -15.040  |12.355   |~                  |    ~     ~    |    1| 1354.096   pc  | -29.7039    +29.7039  |paral   |2020yCat.1350....0G
2449|NGC 2244 110                       NGC 2244 110                                                                                             |Star                              |06 31 51.8957351712 +05 04 51.959122968|206.1761319385915 -02.0190999381303|  -0.864 -1.659  |10.43    |K6                 |    ~     ~    |    1| 1198.610   pc  | -23.7050    +23.7050  |paral   |2020yCat.1350....0G
2450|NGC 2244 111                       NGC 2244 111                                                                                             |Star                              |06 31 50.0329581552 +05 04 41.138800068|206.1752326290374 -02.0273458998054|   7.573 -1.561  |12.067   |K2                 |    ~     ~    |    1|  445.295   pc  |  -3.1726     +3.1726  |paral   |2020yCat.1350....0G
