C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:21:03

dec >=0&rah >=1.0&rah< 1.25&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4690

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
92  |IRAS 00575+4541                                                                                          |Star                                |01 00 22.8757704192 +45 57 01.735294284|124.5563685105222 -16.8930553811704|   1.376 -4.064    |10.42    |~                   |    ~     ~    |    1| 1668.057   pc  | -71.5080    +71.5080  |paral   |2020yCat.1350....0G
93  |TYC 3263-16-1                                                                                            |Star                                |01 00 17.4316861464 +45 55 24.779652816|124.5409076186821 -16.9205395184774|   4.192 -5.648    |10.51    |~                   |    ~     ~    |    1|  837.030   pc  | -11.2099    +11.2099  |paral   |2020yCat.1350....0G
94  |TYC 3263-730-1                                                                                           |Star                                |01 02 08.6056251576 +45 40 39.407455164|124.8886179907192 -17.1534578666859| -9.023 -13.082    |10.28    |~                   |    ~     ~    |    1|  457.519   pc  |  -3.2236     +3.2236  |paral   |2020yCat.1350....0G
95  |TYC 3263-737-1                                                                                           |Star                                |01 06 55.9531849584 +45 01 17.761139220|125.8060770180730 -17.7636601765591|   5.242 -1.488    |10.78    |~                   |    ~     ~    |    1|  678.058   pc  | -10.8964    +10.8964  |paral   |2020yCat.1350....0G
96  |TYC 3263-838-1                                                                                           |Star                                |01 02 58.7105500800 +45 39 42.778449900|125.0418884835002 -17.1625796415914|   8.069 -3.463    |10.15    |~                   |    ~     ~    |    1|  614.439   pc  |  -5.0212     +5.0212  |paral   |2020yCat.1350....0G
97  |IRAS 00580+4448                                                                                          |Star                                |01 00 57.8464905216 +45 05 10.811653116|124.6972394397346 -17.7527562478906|   6.432 -8.369    |9.37     |~                   |    ~     ~    |    1|  653.296   pc  |  -8.1091     +8.1091  |paral   |2020yCat.1350....0G
98  |TYC 3263-916-1                                                                                           |Star                                |01 02 03.2787555864 +45 36 09.901044792|124.8757842139612 -17.2289227348925|  -7.949 -9.187    |9.82     |~                   |    ~     ~    |    1|  301.060   pc  |  -1.5771     +1.5771  |paral   |2020yCat.1350....0G
99  |TYC 3263-945-1                                                                                           |Star                                |01 05 58.6929307368 +45 08 30.165501264|125.6218510259135 -17.6540787408188|   3.801 -4.161    |10.59    |~                   |    ~     ~    |    1|  525.679   pc  |  -7.1848     +7.1848  |paral   |2020yCat.1350....0G
100 |TYC 3263-949-1                                                                                           |Star                                |01 05 06.5252378904 +45 11 05.528326704|125.4586941720631 -17.6197973412416|    8.349 2.355    |10.30    |~                   |    ~     ~    |    1| 1036.484   pc  | -23.7420    +23.7420  |paral   |2020yCat.1350....0G
101 |TYC 3263-1080-1                                                                                          |High Proper Motion Star             |01 06 45.0312318408 +45 34 21.948131424|125.7363639104750 -17.2155867254954|  41.738 25.833    |9.46     |~                   |    ~     ~    |    1|  219.409   pc  |  -9.5318     +9.5318  |paral   |2020yCat.1350....0G
102 |TYC 3263-1105-1                                                                                          |Star                                |01 05 15.7358449560 +45 51 53.795358900|125.4470122041021 -16.9392833087507|  -7.616 -4.634    |10.67    |~                   |    ~     ~    |    1|  388.531   pc  |  -3.5928     +3.5928  |paral   |2020yCat.1350....0G
103 |TYC 3263-1223-1                                                                                          |Star                                |01 04 18.8951829216 +45 29 25.518962976|125.2953577960742 -17.3222251998186| -37.030 -5.545    |10.47    |~                   |    ~     ~    |    1|  255.083   pc  |  -1.8804     +1.8804  |paral   |2020yCat.1350....0G
104 |TYC 3263-1362-1                                                                                          |Star                                |01 01 57.0424194456 +45 24 40.090766256|124.8653487574716 -17.4211421374212| -4.287 -10.071    |10.44    |~                   |    ~     ~    |    1|  868.357   pc  | -12.4417    +12.4417  |paral   |2020yCat.1350....0G
105 |TYC 3263-1423-1                                                                                          |Star                                |01 02 01.4306564184 +45 52 29.845370928|124.8579051067140 -16.9571997942277|    7.585 2.110    |10.55    |~                   |    ~     ~    |    1|  186.168   pc  |  -0.4956     +0.4956  |paral   |2020yCat.1350....0G
106 |TYC 3263-1440-1                                                                                          |Star                                |01 02 42.8701574184 +45 30 01.958040288|125.0014051588141 -17.3258870728381|    9.163 4.104    |9.84     |~                   |    ~     ~    |    1|  228.311   pc  |  -1.3240     +1.3240  |paral   |2020yCat.1350....0G
107 |TYC 3263-1637-1                                                                                          |High Proper Motion Star             |01 07 04.5494511864 +45 16 33.967831764|125.8156045630856 -17.5080689526658| 54.046 -20.445    |10.23    |~                   |    ~     ~    |    1|  166.121   pc  |  -0.4360     +0.4360  |paral   |2020yCat.1350....0G
108 |TYC 3263-1870-1                                                                                          |Star                                |01 03 08.5730252904 +46 01 45.944111568|125.0536575110955 -16.7940924809118|  -7.779 -4.983    |10.21    |~                   |    ~     ~    |    1|  786.535   pc  | -34.6436    +34.6436  |paral   |2020yCat.1350....0G
109 |TYC 3263-1876-1                                                                                          |Star                                |01 02 06.4266350808 +46 15 19.331451972|124.8558571079506 -16.5765179571366| 16.457 -12.732    |10.57    |~                   |    ~     ~    |    1|  300.300   pc  |  -1.5872     +1.5872  |paral   |2020yCat.1350....0G
110 |TYC 3263-1890-1                                                                                          |Star                                |01 00 39.6291026640 +46 01 02.109755244|124.6044467652516 -16.8245428162723| -22.073 -4.268    |10.79    |~                   |    ~     ~    |    1|  381.359   pc  |  -2.1233     +2.1233  |paral   |2020yCat.1350....0G
111 |TYC 3263-1921-1                                                                                          |Star                                |01 01 36.9447872328 +46 32 40.983422496|124.7548871348644 -16.2910017648138|  -2.230 -7.685    |10.43    |~                   |    ~     ~    |    1|  473.126   pc  |  -3.4697     +3.4697  |paral   |2020yCat.1350....0G
112 |TYC 3263-1994-1                                                                                          |Star                                |01 01 26.6725045944 +45 59 29.046064992|124.7476402479132 -16.8450646539178| -3.094 -17.836    |10.67    |~                   |    ~     ~    |    1|  264.250   pc  |  -1.0823     +1.0823  |paral   |2020yCat.1350....0G
113 |TYC 3263-2006-1                                                                                          |Star                                |01 03 47.3819458704 +46 22 54.396620832|125.1523909054599 -16.4367107072589|   4.728 -3.437    |10.56    |~                   |    ~     ~    |    1|  817.261   pc  | -25.5811    +25.5811  |paral   |2020yCat.1350....0G
114 |TYC 3263-2112-1                                                                                          |Star                                |01 04 15.0244321992 +46 16 23.414531088|125.2409968432481 -16.5411251661505|  11.439 -0.967    |10.37    |~                   |    ~     ~    |    1|  798.913   pc  | -10.4037    +10.4037  |paral   |2020yCat.1350....0G
115 |TYC 3263-2175-1                                                                                          |Spectroscopic Binary                |01 01 19.6477032528 +46 01 40.676060244|124.7248778268356 -16.8093507564386|   1.870 -7.381    |9.72     |~                   |    ~     ~    |    1|  317.480   pc  |  -6.9447     +6.9447  |paral   |2020yCat.1350....0G
116 |TYC 3264-180-1                                                                                           |Star                                |01 10 47.4798198936 +45 56 18.680229708|126.4447188880953 -16.8011810519398|   2.823 -2.867    |10.85    |~                   |    ~     ~    |    1|  962.279   pc  | -17.0380    +17.0380  |paral   |2020yCat.1350....0G
117 |TYC 3264-268-1                                                                                           |Star                                |01 09 02.5657304712 +45 30 01.720958364|126.1607637669430 -17.2608707648890|   17.399 9.011    |10.56    |~                   |    ~     ~    |    1|  230.760   pc  |  -1.6827     +1.6827  |paral   |2020yCat.1350....0G
118 |TYC 3264-675-1                                                                                           |Star                                |01 08 10.4928516672 +45 35 34.357990164|125.9953232025274 -17.1792943265064|  25.090 -6.057    |10.73    |~                   |    ~     ~    |    1|  320.297   pc  |  -1.6517     +1.6517  |paral   |2020yCat.1350....0G
119 |TYC 3264-681-1                                                                                           |Star                                |01 12 13.3836020280 +45 50 25.931644044|126.7124808855032 -16.8785813253844|  0.716 -16.937    |9.63     |~                   |    ~     ~    |    1|  518.861   pc  |  -6.0035     +6.0035  |paral   |2020yCat.1350....0G
120 |TYC 3264-701-1                                                                                           |High Proper Motion Star             |01 10 37.9131564528 +45 50 03.472652868|126.4243221416921 -16.9072542859137| -44.339 37.812    |10.56    |~                   |    ~     ~    |    1|  135.564   pc  |  -0.4080     +0.4080  |paral   |2020yCat.1350....0G
121 |TYC 3264-877-1                                                                                           |Star                                |01 11 33.9107599704 +45 44 45.200949648|126.6012258486959 -16.9824123973273|   -6.105 5.915    |9.89     |~                   |    ~     ~    |    1|  632.311   pc  | -12.6342    +12.6342  |paral   |2020yCat.1350....0G
122 |TYC 3264-1022-1                                                                                          |Star                                |01 09 54.2124623016 +45 00 06.238971648|126.3575548679726 -17.7471570224913|   -6.968 6.466    |10.83    |~                   |    ~     ~    |    1| 1018.123   pc  | -15.2376    +15.2376  |paral   |2020yCat.1350....0G
