C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:10:47

dec< 0&rah >=13.0&rah< 13.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5348

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
99  |BD-02 3624                                                                                               |High Proper Motion Star             |13 04 31.9993004664 -03 38 49.720446960|309.2967750976911 +59.0626723444378|-65.010 -22.756   |10.44    |~                |    ~     ~    |    1|  371.457   pc  |  -2.8148     +2.8148  |paral   |2020yCat.1350....0G
100 |BD-04 3412                                                                                               |Star                                |13 04 54.7983747888 -04 54 01.963315116|309.2409906810960 +57.8060359987139|-24.957 -39.928   |10.50    |~                |    ~     ~    |    1|  174.025   pc  |  -0.5482     +0.5482  |paral   |2020yCat.1350....0G
101 |BD-03 3403                                                                                               |Star                                |13 05 07.9464450840 -04 34 28.537358772|309.4044937359680 +58.1249464246361|  -15.055 2.403   |10.54    |~                |    ~     ~    |    1| 1291.990   pc  | -28.8778    +28.8778  |paral   |2020yCat.1350....0G
102 |BD-03 3404                                                                                               |Star                                |13 05 16.8245815080 -04 40 30.584371440|309.4546441308506 +58.0211668933974|-22.003 -33.040   |9.88     |~                |    ~     ~    |    1|  641.601   pc  |  -7.6156     +7.6156  |paral   |2020yCat.1350....0G
103 |TYC 4963-90-1                                                                                            |Star                                |13 05 50.8859571816 -05 04 26.785553196|309.6416353640168 +57.6097869035148|-16.348 -25.205   |10.39    |~                |    ~     ~    |    1|  202.729   pc  |  -0.6781     +0.6781  |paral   |2020yCat.1350....0G
104 |TYC 4960-504-1                                                                                           |High Proper Motion Star             |13 07 05.1575631696 -03 18 08.571322620|310.6067400044419 +59.3359862306372|-117.352 -0.666   |9.59     |~                |    ~     ~    |    1|  107.349   pc  |  -0.1752     +0.1752  |paral   |2020yCat.1350....0G
105 |TYC 4960-382-1                                                                                           |High Proper Motion Star             |13 04 12.6073349808 -03 58 30.425998728|309.0796927110979 +58.7440877969948|  -83.584 9.016   |10.80    |~                |    ~     ~    |    1|   91.822   pc  |  -0.5385     +0.5385  |ST-L    |2020AJ....160...83S
106 |TYC 4960-543-1                                                                                           |Star                                |13 07 18.0502830408 -04 03 35.711840196|310.5358015199176 +58.5774341936962|   4.650 20.283   |10.90    |~                |    ~     ~    |    1|  335.042   pc  | -10.9784    +10.9784  |paral   |2020yCat.1350....0G
107 |2MASS J13014011-0317113                                                                                  |Red Giant Branch star               |13 01 40.1214258336 -03 17 11.410584360|307.9656488743182 +59.4852154349786|  6.624 -31.163   |10.16    |~                |    ~     ~    |    1|  488.974   pc  |  -4.2081     +4.2081  |paral   |2020yCat.1350....0G
108 |TYC 4960-680-1                                                                                           |Star                                |13 05 12.2639657256 -02 56 11.821364916|309.7672024369581 +59.7523030723830|-25.923 -42.564   |10.68    |~                |    ~     ~    |    1|  419.657   pc  |  -8.9113     +8.9113  |paral   |2020yCat.1350....0G
109 |TYC 4960-1028-1                                                                                          |High Proper Motion Star             |13 00 00.5173179000 -04 07 14.036149272|307.0461466741713 +58.6826993815134|-34.588 -37.392   |10.538   |~                |    ~     ~    |    1|  143.594   pc  |  -1.3400     +1.3400  |ST-L    |2020AJ....160...83S
110 |TYC 4960-1074-1                                                                                          |Star                                |13 04 07.5218282448 -03 08 51.101269512|309.1942177642742 +59.5698637017575| 27.328 -20.635   |10.83    |~                |    ~     ~    |    1|  350.521   pc  |  -2.8505     +2.8505  |paral   |2020yCat.1350....0G
111 |TYC 4963-441-1                                                                                           |High Proper Motion Star             |13 06 09.4100711280 -05 12 51.143960988|309.7565707018358 +57.4623717018590|-88.450 -59.677   |10.96    |~                |    ~     ~    |    1|   93.950   pc  |  -0.1571     +0.1571  |paral   |2020yCat.1350....0G
112 |TYC 4963-455-1                                                                                           |Star                                |13 02 12.5186460096 -05 01 08.047486344|307.9629763703568 +57.7475935662429| -39.617 19.230   |10.69    |~                |    ~     ~    |    1|  254.446   pc  |  -1.3402     +1.3402  |paral   |2020yCat.1350....0G
113 |BD-04 3411                                                                                               |Star                                |13 04 41.8019337768 -05 35 02.294399724|309.0185569880561 +57.1310016899558|  -1.738 -7.243   |10.43    |~                |    ~     ~    |    1| 1106.807   pc  | -28.2980    +28.2980  |paral   |2020yCat.1350....0G
114 |BD-04 3420                                                                                               |High Proper Motion Star             |13 06 28.5591862344 -05 32 47.817966120|309.8370078669321 +57.1233774364902| -59.443 17.568   |10.50    |~                |    ~     ~    |    1|  264.438   pc  |  -1.0979     +1.0979  |paral   |2020yCat.1350....0G
115 |BD-04 3421                                                                                               |Red Giant Branch star Candidate     |13 06 35.2534759992 -05 24 47.878059348|309.9145394536961 +57.2529118306236| -22.576 -4.231   |9.80     |~                |    ~     ~    |    1|  618.901   pc  | -39.1500    +39.1500  |ST-L    |2020AJ....160...83S
116 |NGC 4941                           NGC 4941                                                              |Seyfert 2 Galaxy                    |13 04 13.1036380320 -05 33 05.752803672|308.8056549115658 +57.1743210781309|            ~ ~   |12.23    |~                | 3.89  2.69    |    1|   20.4174  Mpc |                       |redshift|2019A&A...631A..38L
117 |HD 113328                                                                                                |Star                                |13 02 58.8476944968 -05 46 03.876435048|308.2067123105731 +56.9857382006329|  -2.681 -5.905   |9.27     |A2/3III          |    ~     ~    |    1|  437.841   pc  | -20.2100    +20.2100  |ST-L    |2020AJ....160...83S
118 |HD 113352                                                                                                |High Proper Motion Star             |13 03 11.5370312640 -06 07 19.150364784|308.2490006811603 +56.6283624254130|-127.718 32.810   |9.78     |G1V              |    ~     ~    |    1|  116.746   pc  |  -1.0590     +1.0590  |paral   |2020yCat.1350....0G
119 |HD 113665                                                                                                |Star                                |13 05 26.0561674728 -06 13 24.729125160|309.2391655838577 +56.4767108169343| -1.963 -16.114   |8.20     |K2III            |    ~     ~    |    1|  437.082   pc  |  -5.3873     +5.3873  |paral   |2020yCat.1350....0G
120 |HD 113939                                                                                                |Spectroscopic Binary                |13 07 11.2731664248 -06 04 55.303808592|310.0519097647024 +56.5718289002374|-45.323 -10.225   |8.12     |A7V              |    ~     ~    |    1|  136.786   pc  |  -1.5361     +1.5361  |paral   |2020yCat.1350....0G
121 |HD 113985                                                                                                |Star                                |13 07 27.8688593976 -05 55 57.320605452|310.2066577948521 +56.7126161290283| -9.468 -32.136   |10.012   |G5V              |    ~     ~    |    1|  151.715   pc  |  -1.4270     +1.4270  |ST-L    |2020AJ....160...83S
122 |HD 113287                                                                                                |Star                                |13 02 48.1612212360 -06 31 18.344376732|308.0158085885879 +56.2377617167962| 13.879 -11.030   |9.377    |F3VpSrBa         |    ~     ~    |    1|  344.562   pc  |  -8.7520     +8.7520  |ST-L    |2020AJ....160...83S
123 |HD 113383                                                                                                |Double or Multiple Star             |13 03 22.611 -06 25 58.24              |308.284896 +56.314765              |     -40.2 -5.0   |8.3      |F3V              |    ~     ~    |    0|                |                       |        |                   
