C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:54:59

dec >=0&rah >=18.0&rah< 18.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 5965

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
4461|BD+36 3024                                                                                               |Star                              |18 07 38.5302801096 +36 30 22.808134476|063.1616709091037 +24.0254356916384|-13.141 -17.912   |8.72     |M0             |    ~     ~    |    1|  916.926   pc  | -14.4610    +14.4610  |paral   |2020yCat.1350....0G
4462|BD+36 3025                                                                                               |Star                              |18 07 51.1734652224 +36 28 48.287011548|063.1476912290493 +23.9772706880337|  -5.497 -5.207   |9.51     |K0             |    ~     ~    |    1|  387.747   pc  |  -1.7290     +1.7290  |paral   |2020yCat.1350....0G
4463|BD+36 3035                                                                                               |Star                              |18 09 22.0329017736 +36 05 12.224563296|062.8352409456209 +23.5697230485183|  -5.213 -0.825   |9.49     |F5             |    ~     ~    |    1|  308.537   pc  |  -1.4089     +1.4089  |paral   |2020yCat.1350....0G
4464|HD 166517                                                                                                |Star                              |18 09 26.8267177128 +36 31 08.067227988|063.2909936215652 +23.6823646527736|  -7.101 17.417   |8.37     |A2             |    ~     ~    |    1|  223.249   pc  |  -0.9918     +0.9918  |paral   |2020yCat.1350....0G
4465|HD 166640                                                                                                |Star                              |18 09 59.0018322792 +36 27 58.543211952|063.2708627660476 +23.5638428425347|   3.605 12.124   |5.568    |G8III          |    ~     ~    |    1|  117.994   pc  |  -1.7208     +1.7208  |paral   |2020yCat.1350....0G
4466|BD+35 3133                                                                                               |High Proper Motion Star           |18 02 21.9552907920 +35 27 29.370988800|061.7207571230812 +24.7434888345376|-64.373 103.498   |9.04     |G5             |    ~     ~    |    1|   91.769   pc  |  -1.7938     +1.7938  |paral   |2020yCat.1350....0G
4467|BD+35 3137                                                                                               |Star                              |18 03 18.5282448312 +35 35 48.554523456|061.9277803632037 +24.5998295957468|    3.669 9.370   |9.27     |K2             |    ~     ~    |    1|  543.331   pc  |  -3.3654     +3.3654  |paral   |2020yCat.1350....0G
4468|BD+35 3140                                                                                               |Star                              |18 03 37.7694842688 +35 34 12.967964472|061.9205848723744 +24.5297341942613|  -0.417 -8.959   |8.97     |K0             |    ~     ~    |    1|  439.367   pc  |  -2.7219     +2.7219  |paral   |2020yCat.1350....0G
4469|HD 165312                                                                                                |Star                              |18 03 54.5140875720 +35 08 13.540901676|061.4837016861952 +24.3489515063334|-10.077 -23.513   |8.30     |K0             |    ~     ~    |    1|  429.258   pc  |  -2.9851     +2.9851  |paral   |2020yCat.1350....0G
4470|HD 165339                                                                                                |High Proper Motion Star           |18 03 53.9418594624 +35 58 13.333711188|062.3591174590867 +24.5928772536773|  44.424 28.932   |7.47     |G5             |    ~     ~    |    1|  224.110   pc  |  -0.7182     +0.7182  |paral   |2020yCat.1350....0G
4471|BD+35 3143                                                                                               |Spectroscopic Binary              |18 04 01.3200737208 +35 40 04.654807500|062.0487493075471 +24.4817090189291|    7.186 1.625   |10.35    |F8             |    ~     ~    |    1|  278.110   pc  |  -7.1312     +7.1312  |paral   |2020yCat.1350....0G
4472|BD+35 3146                                                                                               |Star                              |18 04 32.4880573320 +35 59 27.632989896|062.4219920216486 +24.4743621029282|    2.917 5.036   |8.86     |F0             |    ~     ~    |    1|  211.775   pc  |  -0.8656     +0.8656  |paral   |2020yCat.1350....0G
4473|BD+35 3148                                                                                               |Star                              |18 05 25.8985709208 +35 07 33.139117020|061.5726799043517 +24.0480988968575| 10.138 -11.296   |9.25     |A2             |    ~     ~    |    1|  302.847   pc  |  -1.4124     +1.4124  |paral   |2020yCat.1350....0G
4474|BD+35 3150                                                                                               |Star                              |18 05 33.2784339744 +35 09 26.466577920|061.6137648794162 +24.0334220844402|  -10.234 0.813   |9.91     |F2             |    ~     ~    |    1|  313.637   pc  |  -1.2296     +1.2296  |paral   |2020yCat.1350....0G
4475|BD+35 3151                                                                                               |Star                              |18 06 02.7124832376 +35 26 49.103096172|061.9490932581736 +24.0235611448164|  -2.299 18.833   |9.51     |K0             |    ~     ~    |    1|  918.105   pc  |  -9.4407     +9.4407  |paral   |2020yCat.1350....0G
4476|BD+35 3157                                                                                               |Star                              |18 06 49.2836732256 +35 45 55.055570580|062.3329718303460 +23.9667713008996|   1.182 -0.958   |9.83     |G0             |    ~     ~    |    1|  663.834   pc  |  -4.3627     +4.3627  |paral   |2020yCat.1350....0G
4477|BD+35 3161                                                                                               |Star                              |18 09 02.8259893056 +35 10 30.256090536|061.8660184366259 +23.3578429110446|   -9.825 5.554   |9.65     |F2             |    ~     ~    |    1|  334.638   pc  |  -1.3886     +1.3886  |paral   |2020yCat.1350....0G
4478|BD+35 3162                                                                                               |Star                              |18 09 05.4040660872 +35 28 36.655741740|062.1823417148590 +23.4407131309220|   -6.999 7.288   |9.99     |A2             |    ~     ~    |    1|  639.795   pc  |  -6.1401     +6.1401  |paral   |2020yCat.1350....0G
4479|BD+35 3164                                                                                               |Spectroscopic Binary              |18 09 30.9590315616 +36 00 27.978932628|062.7628057314614 +23.5174849917583|   -8.539 5.415   |8.77     |K2             |    ~     ~    |    1|  871.156   pc  | -16.3166    +16.3166  |paral   |2020yCat.1350....0G
4480|HD 166537                                                                                                |Variable Star                     |18 09 36.4913730816 +35 31 02.420748408|062.2590669765934 +23.3523840741773|   -8.367 3.231   |8.48     |~              |    ~     ~    |    1|  745.212   pc  |  -9.0521     +9.0521  |paral   |2020yCat.1350....0G
4481|BD+35 3167                                                                                               |Star                              |18 10 18.6613250928 +35 19 41.085032196|062.1100593886301 +23.1585308721674|   0.007 17.137   |10.07    |F2             |    ~     ~    |    1|  284.244   pc  |  -1.0261     +1.0261  |paral   |2020yCat.1350....0G
4482|HD 166729                                                                                                |Star                              |18 10 27.3192205824 +35 10 17.952169188|061.9578795991364 +23.0827084654307| -6.151 -28.474   |7.04     |F8             |    ~     ~    |    1|   93.643   pc  |  -0.5112     +0.5112  |paral   |2020yCat.1350....0G
4483|BD+35 3171                                                                                               |Star                              |18 11 03.2216959056 +35 37 16.116582252|062.4636728917590 +23.1037297655561| -0.115 -15.440   |9.39     |K0             |    ~     ~    |    1|  601.214   pc  |  -3.5062     +3.5062  |paral   |2020yCat.1350....0G
