C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:57:10

dec< 0&rah >=5.75&rah< 6.0&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 5111

 #  |                              identifier                              |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|----------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
2657|TYC 6498-394-1                                                        |Star                                  |05 49 05.1786716376 -28 06 03.443785452|233.0429361681736 -25.1977114344197|    6.783 8.544  |10.536   |~                |    ~     ~    |    1|  221.110   pc  |  -3.1930     +3.1930  |ST-L    |2020AJ....160...83S
2658|TYC 6502-73-1                                                         |Star                                  |05 49 57.9399893928 -28 55 36.646795560|233.9765284863647 -25.2768544265222|   12.591 2.219  |10.92    |~                |    ~     ~    |    1|  281.928   pc  |  -0.8028     +0.8028  |paral   |2020yCat.1350....0G
2659|TYC 6502-74-1                                                         |Star                                  |05 49 28.4917232088 -29 58 03.770497992|235.0356829279262 -25.7020374039061|  -3.117 -0.332  |10.70    |~                |    ~     ~    |    1|  765.580   pc  |  -6.7989     +6.7989  |paral   |2020yCat.1350....0G
2660|TYC 6502-520-1                                                        |Star                                  |05 49 08.2668575592 -29 53 59.484144084|234.9391314364758 -25.7507418886178|  -4.250 -4.439  |10.89    |~                |    ~     ~    |    1|  323.081   pc  |  -1.2108     +1.2108  |paral   |2020yCat.1350....0G
2661|TYC 6502-590-1                                                        |Star                                  |05 50 27.1668224304 -29 14 55.421245932|234.3514424083625 -25.2770135241606|    0.575 4.564  |10.93    |~                |    ~     ~    |    1|  727.431   pc  |  -5.2386     +5.2386  |paral   |2020yCat.1350....0G
2662|TYC 6502-743-1                                                        |Star                                  |05 51 31.3481178384 -28 08 56.422178664|233.2836196602597 -24.7045666593819|  1.086 -10.940  |10.75    |~                |    ~     ~    |    1|  286.377   pc  |  -0.9349     +0.9349  |paral   |2020yCat.1350....0G
2663|TYC 6502-1153-1                                                       |Star                                  |05 50 54.7564642248 -28 40 01.708505292|233.7770401107471 -24.9978003956884|  -0.754 -3.135  |10.98    |~                |    ~     ~    |    1| 1209.336   pc  | -18.4274    +18.4274  |paral   |2020yCat.1350....0G
2664|TYC 6502-1407-1                                                       |Star                                  |05 49 14.6978316408 -29 02 43.202961384|234.0462130618623 -25.4637090519214|  14.538 -4.861  |10.97    |~                |    ~     ~    |    1|  650.745   pc  |  -4.0230     +4.0230  |paral   |2020yCat.1350....0G
2665|TYC 6503-7-1                                                          |Star                                  |05 57 39.0414705432 -28 09 28.096953624|233.7770828137376 -23.4311049440237|  -8.784 11.217  |10.04    |~                |    ~     ~    |    1|  396.479   pc  |  -2.3894     +2.3894  |paral   |2020yCat.1350....0G
2666|TYC 6503-59-1                                                         |Star                                  |05 58 35.5479183096 -28 11 16.363517676|233.8830847489288 -23.2453404209308|   0.059 -2.540  |10.79    |~                |    ~     ~    |    1|  792.519   pc  | -16.2674    +16.2674  |paral   |2020yCat.1350....0G
2667|GSC 06503-00094                                                       |Double or Multiple Star               |05 57 19.9920179928 -28 27 21.153793104|234.0586964995046 -23.5955646734944|   6.711 -3.122  |10.718   |~                |    ~     ~    |    1|  727.339   pc  | -25.6200    +25.6200  |ST-L    |2020AJ....160...83S
2668|TYC 6503-369-1                                                        |Star                                  |05 57 18.8573 -28 57 20.432            |234.5728608 -23.7631760            |  -3.364 17.186  |10.067   |~                |    ~     ~    |    1|  535.641   pc  | -14.7300    +14.7300  |ST-L    |2020AJ....160...83S
2669|TYC 6503-397-1                                                        |Star                                  |05 57 29.0349194208 -28 41 01.124239704|234.3053524324682 -23.6391494097651| -1.965 -24.703  |10.68    |~                |    ~     ~    |    1|  384.408   pc  |  -1.9949     +1.9949  |paral   |2020yCat.1350....0G
2670|TYC 6503-459-1                                                        |Star                                  |05 56 52.9853575176 -28 46 54.581375568|234.3596304506349 -23.7957327533385|   -2.093 0.718  |10.55    |~                |    ~     ~    |    1|  287.538   pc  |  -0.9591     +0.9591  |paral   |2020yCat.1350....0G
2671|TYC 6503-697-1                                                        |Star                                  |05 58 19.9125941784 -29 15 55.066828320|234.9716193369984 -23.6537949876108|-38.490 -13.904  |10.98    |~                |    ~     ~    |    1|  172.563   pc  |  -0.3365     +0.3365  |paral   |2020yCat.1350....0G
2672|TYC 6503-704-1                                                        |Star                                  |05 58 15.1617043872 -29 15 35.283938832|234.9598153012976 -23.6683391158739| -46.658 -3.152  |10.51    |~                |    ~     ~    |    1|  208.047   pc  |  -0.8960     +0.8960  |paral   |2020yCat.1350....0G
2673|TYC 6503-794-1                                                        |Star                                  |05 58 24.7608428976 -29 46 29.367423948|235.5044799915566 -23.8019959956921|   -5.226 0.160  |10.845   |~                |    ~     ~    |    1| 1102.420   pc  | -46.3300    +46.3300  |ST-L    |2020AJ....160...83S
2674|TYC 6503-1002-1                                                       |Star                                  |05 52 23.5831145112 -29 10 46.545167064|234.4263392514961 -24.8534374491580|  13.473 14.674  |10.53    |~                |    ~     ~    |    1|  345.638   pc  |  -1.5292     +1.5292  |paral   |2020yCat.1350....0G
2675|TYC 6503-1055-1                                                       |Star                                  |05 54 26.2377418536 -29 53 12.657930504|235.3199522476381 -24.6549604131410|   1.904 -0.186  |10.953   |~                |    ~     ~    |    1| 1068.230   pc  | -41.2000    +41.2000  |ST-L    |2020AJ....160...83S
2676|TYC 6503-1091-1                                                       |Star                                  |05 53 06.3830109768 -29 10 58.969358688|234.4843795218872 -24.7068863115801|    0.320 1.138  |10.60    |~                |    ~     ~    |    1| 1292.157   pc  | -17.8655    +17.8655  |paral   |2020yCat.1350....0G
2677|TYC 6503-1501-1                                                       |Star                                  |05 54 59.7226466424 -29 32 10.934586888|234.9966529174405 -24.4290628250467|    8.621 0.203  |10.770   |~                |    ~     ~    |    1| 2041.870   pc  |-204.4000   +204.4000  |ST-L    |2020AJ....160...83S
2678|TYC 6503-1518-1                                                       |Spectroscopic Binary                  |05 51 58.3216073088 -29 28 49.074031920|234.7091100758119 -25.0353856941652|   -4.544 1.728  |10.8     |~                |    ~     ~    |    1|  988.924   pc  | -11.9312    +11.9312  |paral   |2020yCat.1350....0G
2679|TYC 6503-1520-1                                                       |Star                                  |05 52 19.1413027248 -28 19 42.319270704|233.5327952661797 -24.5964894343383|    1.336 2.422  |10.97    |~                |    ~     ~    |    1|  173.629   pc  |  -0.3738     +0.3738  |paral   |2020yCat.1350....0G
2680|TYC 6503-1606-1                                                       |Star                                  |05 55 05.8392760824 -29 50 47.267892060|235.3274610370802 -24.5064358630279|    2.729 8.146  |10.934   |~                |    ~     ~    |    1| 1141.690   pc  | -39.7500    +39.7500  |ST-L    |2020AJ....160...83S
2681|TYC 6503-1627-1                                                       |Star                                  |05 52 12.3984073176 -28 23 59.501929776|233.5984038483969 -24.6429370161794|    3.455 1.782  |10.91    |~                |    ~     ~    |    1| 1085.069   pc  | -13.1866    +13.1866  |paral   |2020yCat.1350....0G
2682|TYC 6503-1697-1                                                       |Star                                  |05 52 02.1951912408 -29 01 39.127492704|234.2401736730639 -24.8790475816209|   -5.589 4.470  |10.88    |~                |    ~     ~    |    1|  117.650   pc  |  -0.1301     +0.1301  |paral   |2020yCat.1350....0G
2683|TYC 6503-1703-1                                                       |Star                                  |05 52 27.6943021272 -29 52 53.530327236|235.1664816699833 -25.0599780016439|    0.331 3.159  |10.86    |~                |    ~     ~    |    1|  626.841   pc  |  -5.8547     +5.8547  |paral   |2020yCat.1350....0G
2684|TYC 6503-1705-1                                                       |High Proper Motion Star               |05 51 54.6751383168 -29 52 56.878173264|235.1264253534550 -25.1736235947165|  76.845 -5.100  |10.93    |~                |    ~     ~    |    1|  102.794   pc  |  -0.1004     +0.1004  |paral   |2020yCat.1350....0G
2685|TYC 7057-187-1                                                        |Star                                  |05 49 07.4313020568 -30 13 01.767286632|235.2737053273581 -25.8505145538147|  -4.788 16.699  |10.25    |~                |    ~     ~    |    1|  824.946   pc  |  -6.8734     +6.8734  |paral   |2020yCat.1350....0G
2686|TYC 7057-483-1                                                        |Star                                  |05 50 14.6334862248 -30 19 27.301098792|235.4687498469032 -25.6528033916085| -0.658 -10.459  |10.25    |~                |    ~     ~    |    1|  343.643   pc  |  -1.5116     +1.5116  |paral   |2020yCat.1350....0G
2687|TYC 7058-1-1                                                          |Star                                  |05 55 46.5268947768 -30 07 25.586728896|235.6675196590709 -24.4546611176255|  12.153 10.704  |10.53    |~                |    ~     ~    |    1|  213.602   pc  |  -2.6007     +2.6007  |paral   |2020yCat.1350....0G
2688|TYC 7058-27-1                                                         |Star                                  |05 59 29.2576851792 -30 20 06.356379048|236.1659221099273 -23.7613698779391| -12.043 -0.427  |10.88    |~                |    ~     ~    |    1|  305.371   pc  | -18.5851    +18.5851  |paral   |2020yCat.1350....0G
