C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:21:12

dec >=0&rah >=14.5&rah< 14.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2365

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
97  |TYC 4559-1230-1                                                                                          |Star                              |14 43 11.2875927336 +77 19 34.853164644|115.4238990455860 +38.1250046922875|   -3.087 3.415   |9.95     |~                 |    ~     ~    |    1|  847.458   pc  |  -8.6900     +8.6900  |paral   |2020yCat.1350....0G
98  |TYC 4559-1334-1                                                                                          |Star                              |14 40 23.4987078864 +77 04 59.454663708|115.4291585009091 +38.4132466470943|  -8.121 11.648   |10.82    |~                 |    ~     ~    |    1|  902.690   pc  |  -8.3115     +8.3115  |paral   |2020yCat.1350....0G
99  |TYC 4562-74-1                                                                                            |High Proper Motion Star           |14 32 33.7013262816 +78 43 50.727761652|116.9186191886790 +37.1897166470422| -101.161 4.812   |10.28    |~                 |    ~     ~    |    1|  152.272   pc  |  -0.7721     +0.7721  |paral   |2020yCat.1350....0G
100 |TYC 4562-193-1                                                                                           |Star                              |14 42 09.2300233824 +78 40 37.147112220|116.3742716457541 +37.0026674173059| -12.020 -3.374   |10.9     |~                 |    ~     ~    |    1|  322.373   pc  |  -1.2367     +1.2367  |paral   |2020yCat.1350....0G
101 |TYC 4562-341-1                                                                                           |Star                              |14 33 31.4768761248 +79 15 14.095944864|117.1808048329369 +36.7081534645748|  24.909 -6.382   |10.47    |~                 |    ~     ~    |    1|  311.497   pc  |  -1.3390     +1.3390  |paral   |2020yCat.1350....0G
102 |GSC 04562-00537                                                                                          |Double or Multiple Star           |14 39 16.2123020952 +79 02 55.353776100|116.7612369783790 +36.7541710131931| -7.911 -16.032   |10.745   |~                 |    ~     ~    |    1|  350.902   pc  |  -1.2067     +1.2067  |paral   |2020yCat.1350....0G
103 |TYC 4562-601-1                                                                                           |Star                              |14 31 19.9256689416 +79 11 50.164902852|117.2599341588307 +36.8065888626898|  -1.898 -1.222   |10.99    |~                 |    ~     ~    |    1| 3166.561   pc  |-113.3063   +113.3063  |paral   |2020yCat.1350....0G
104 |TYC 4562-1065-1                                                                                          |Star                              |14 41 58.5426554064 +77 32 33.273455964|115.6397429832156 +37.9759653668995|   9.480 -3.550   |10.56    |~                 |    ~     ~    |    1|  220.337   pc  |  -3.2091     +3.2091  |paral   |2020yCat.1350....0G
105 |TYC 4562-1370-1                                                                                          |Star                              |14 35 26.3053832136 +77 54 11.898268416|116.2515523465713 +37.8423393031905|  13.532 14.827   |9.98     |~                 |    ~     ~    |    1|  177.993   pc  |  -0.3612     +0.3612  |paral   |2020yCat.1350....0G
106 |TYC 4562-1400-1                                                                                          |Star                              |14 33 57.4944506712 +78 05 58.612031160|116.4581542966060 +37.7089694222106|   6.538 -3.030   |10.94    |~                 |    ~     ~    |    1| 1138.434   pc  | -13.7379    +13.7379  |paral   |2020yCat.1350....0G
107 |TYC 4562-1488-1                                                                                          |Star                              |14 38 31.0463030688 +78 11 56.722896852|116.2638742105722 +37.5065009883857|   0.291 -1.781   |10.74    |~                 |    ~     ~    |    1|  929.973   pc  |  -8.9080     +8.9080  |paral   |2020yCat.1350....0G
108 |GSC 04562-01518                                                                                          |Double or Multiple Star           |14 43 35.7637066752 +78 16 27.513418872|116.0335200373472 +37.3085775610418|  -8.719 -6.191   |10.282   |~                 |    ~     ~    |    1|  372.398   pc  |  -1.9138     +1.9138  |paral   |2020yCat.1350....0G
109 |TYC 4562-1530-1                                                                                          |Star                              |14 43 53.1968309040 +77 56 33.288725040|115.7970626192146 +37.5824852739597|   -8.376 3.393   |10.94    |~                 |    ~     ~    |    1| 1460.280   pc  | -32.6260    +32.6260  |paral   |2020yCat.1350....0G
110 |TYC 4562-1602-1                                                                                          |Star                              |14 42 38.9284553256 +78 19 14.451713112|116.1154948767287 +37.2942437246162|  -18.458 7.085   |10.41    |~                 |    ~     ~    |    1|  431.611   pc  |  -3.5767     +3.5767  |paral   |2020yCat.1350....0G
111 |BD+73 638                                                                                                |Star                              |14 39 16.7522838888 +72 32 13.206104916|112.3321124493888 +42.3004747411765|-35.519 -19.673   |10.02    |F8                |    ~     ~    |    1|  202.470   pc  |  -0.5206     +0.5206  |paral   |2020yCat.1350....0G
112 |BD+73 640                                                                                                |Star                              |14 42 35.3532883032 +72 51 35.572209588|112.2954110777899 +41.8954205300171|  -1.974 -8.045   |9.13     |K2                |    ~     ~    |    1|  703.730   pc  |  -5.6457     +5.6457  |paral   |2020yCat.1350....0G
113 |BD+73 642                                                                                                |High Proper Motion Star           |14 44 18.4254846648 +72 46 16.669864992|112.0875341625554 +41.8974985895856| -34.434 65.474   |9.77     |F5                |    ~     ~    |    1|  165.300   pc  |  -0.2732     +0.2732  |paral   |2020yCat.1350....0G
114 |HD 129599                                                                                                |Star                              |14 38 57.8065507104 +72 17 24.454723272|112.1766973200281 +42.5203593878100|  4.908 -28.648   |8.04     |F5                |    ~     ~    |    1|  121.868   pc  |  -0.2302     +0.2302  |paral   |2020yCat.1350....0G
115 |TYC 4413-19-1                                                                                            |Star                              |14 38 57.5782369080 +72 09 35.745689196|112.0804142960178 +42.6295574873852|    3.461 1.778   |10.34    |~                 |    ~     ~    |    1|  787.898   pc  |  -7.0148     +7.0148  |paral   |2020yCat.1350....0G
116 |TYC 4413-932-1                                                                                           |Star                              |14 38 49.7288685216 +72 27 35.690789124|112.3137034611488 +42.3835647911789|    2.972 5.057   |10.32    |~                 |    ~     ~    |    1|  373.343   pc  |  -2.0211     +2.0211  |paral   |2020yCat.1350....0G
117 |TYC 4416-824-1                                                                                           |Star                              |14 43 06.0376174896 +72 55 32.036656008|112.3027492219849 +41.8199286718455|  -23.486 8.038   |9.80     |~                 |    ~     ~    |    1|  296.665   pc  |  -0.8801     +0.8801  |paral   |2020yCat.1350....0G
118 |BD+76 530                                                                                                |Star                              |14 35 10.6996265880 +75 25 01.313756220|114.6669369736488 +40.0016143373110|  18.817 -4.488   |9.35     |K2                |    ~     ~    |    1|  545.792   pc  |  -3.3364     +3.3364  |paral   |2020yCat.1350....0G
119 |HD 128251                                                                                                |Spectroscopic Binary              |14 30 56.7166623480 +74 23 14.719625376|114.3003173819205 +41.0303571418262|   -9.688 5.123   |8.88     |K0                |    ~     ~    |    1|  358.115   pc  |  -2.9753     +2.9753  |paral   |2020yCat.1350....0G
120 |BD+75 538                                                                                                |Star                              |14 31 26.2693653288 +75 12 23.887563876|114.7976525787881 +40.3024483440909| -4.503 -12.537   |9.16     |K5                |    ~     ~    |    1|  561.861   pc  |  -4.7353     +4.7353  |paral   |2020yCat.1350....0G
121 |HD 128525                                                                                                |Star                              |14 32 01.9871269536 +75 16 36.273390852|114.7998734563473 +40.2227649929402| 11.946 -47.924   |7.82     |M0                |    ~     ~    |    1|  355.278   pc  |  -2.1584     +2.1584  |paral   |2020yCat.1350....0G
122 |AG+75 605                                                                                                |Spectroscopic Binary              |14 31 46.9315460016 +75 17 31.903773540|114.8280220915195 +40.2172198108883|  1.715 -10.777   |10.21    |K2                |    ~     ~    |    1|  901.957   pc  | -12.1216    +12.1216  |paral   |2020yCat.1350....0G
123 |HD 128940                                                                                                |Star                              |14 34 31.2498860496 +75 16 52.042615104|114.6236925677914 +40.1398332628462|  8.844 -13.504   |9.15     |K                 |    ~     ~    |    1|  371.609   pc  |  -1.6571     +1.6571  |paral   |2020yCat.1350....0G
