C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:54:39

dec >=0&rah >=11.0&rah< 11.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2287

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1384|NGC 3554                           NGC 3554                                                                                                 |Radio Galaxy                        |11 10 47.8264466568 +28 39 36.890184240|203.0933985089049 +67.7511980401220|            ~ ~    |     ~   |~                 |0.490 0.412    |    1|  125.57    Mpc |                       |redshift|2007ApJ...655..790C
1385|NGC 3536                           NGC 3536                                                                                                 |LINER-type Active Galaxy Nucleus    |11 08 51.1948940880 +28 28 32.486111112|203.5291510045005 +67.3170402252026|            ~ ~    |     ~   |~                 |0.587 0.505    |    0|                |                       |        |                   
1386|NGC 3527                           NGC 3527                                                                                                 |LINER-type Active Galaxy Nucleus    |11 07 18.1811248152 +28 31 39.979210332|203.3534261497080 +66.9793203885929|            ~ ~    |     ~   |~                 |0.707 0.283    |    1|  131.22    Mpc |                       |        |2016AJ....152...50T
1387|NGC 3574                           NGC 3574                                                                                                 |Active Galaxy Nucleus               |11 12 12.1210255320 +27 37 29.362964448|205.8856512964620 +68.0009755662775|            ~ ~    |     ~   |~                 |0.453 0.345    |    0|                |                       |        |                   
1388|TYC 1980-390-1                                                                                                                              |Star                                |11 09 10.2525525864 +29 12 01.757047860|201.6526716562424 +67.4097617706703|   -8.341 4.685    |9.57     |~                 |    ~     ~    |    1|  840.831   pc  | -10.3221    +10.3221  |paral   |2020yCat.1350....0G
1389|TYC 1983-2229-1                                                                                                                             |Star                                |11 11 17.5885571928 +29 04 30.987057144|202.0026171695401 +67.8709763459208| -3.000 -14.894    |10.16    |~                 |    ~     ~    |    1|  861.846   pc  | -15.4498    +15.4498  |paral   |2020yCat.1350....0G
1390|TYC 1983-1091-1                                                                                                                             |High Proper Motion Star             |11 13 17.0818728480 +29 15 49.378396392|201.5111646428941 +68.3078820492014|-10.321 -55.167    |10.84    |~                 |    ~     ~    |    1|  362.687   pc  |  -2.4861     +2.4861  |paral   |2020yCat.1350....0G
1391|NGC 3558                           NGC 3558                                                                                                 |LINER-type Active Galaxy Nucleus    |11 10 55.8743899368 +28 32 37.688897904|203.4038867790997 +67.7761086050497|            ~ ~    |     ~   |~                 |0.637 0.598    |    0|                |                       |        |                   
1392|NGC 3552                           NGC 3552                                                                                                 |Galaxy towards a Group of Galaxies  |11 10 42.8452308696 +28 41 35.272786776|203.0049177634278 +67.7341751043861|            ~ ~    |     ~   |~                 |0.513 0.462    |    0|                |                       |        |                   
1393|TYC 1983-1413-1                                                                                                                             |Spectroscopic Binary                |11 10 30.4892684904 +27 42 49.091903784|205.5739188807459 +67.6339734442335|-19.204 -16.782    |10.50    |~                 |    ~     ~    |    1|  650.153   pc  | -16.1471    +16.1471  |paral   |2020yCat.1350....0G
1394|TYC 1983-2421-1                                                                                                                             |High Proper Motion Star             |11 13 22.2686445120 +28 03 33.551374788|204.7686241147412 +68.2885177378610|-58.570 -17.836    |10.76    |~                 |    ~     ~    |    1|  307.276   pc  |  -1.9073     +1.9073  |paral   |2020yCat.1350....0G
1395|NGC 3553                           NGC 3553                                                                                                 |Galaxy towards a Group of Galaxies  |11 10 40.3057459488 +28 41 08.336674068|203.0237841309815 +67.7246346305096|  -0.169 -0.292    |     ~   |~                 |0.333 0.293    |    0|                |                       |        |                   
