C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:35:13

dec< 0&rah >=3.0&rah< 3.25&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2700

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-------------------------|--------|-------------------
97  |BD-03 504                                                                                                |Star                                  |03 10 28.0848889248 -02 53 10.171042080|182.8864227000940 -48.8701886957712|-13.061 -20.358   |10.43    |~               |    ~     ~    |    1|  272.926   pc  |  -1.4451     +1.4451    |paral   |2020yCat.1350....0G
98  |NGC 1239                           NGC 1239                                                              |Galaxy towards a Group of Galaxies    |03 10 53.7170143056 -02 33 11.252408904|182.6007780431823 -48.5756003255928|            ~ ~   |     ~   |~               |0.817 0.604    |    1|  114.17    Mpc |                         |redshift|2007ApJ...655..790C
99  |BD-04 515                                                                                                |Star                                  |03 02 06.3833205168 -03 52 24.024054936|181.9880805317363 -51.1052980696738| -9.022 -21.604   |9.67     |M1              |    ~     ~    |    1| 1009.693   pc  | -20.3896    +20.3896    |paral   |2020yCat.1350....0G
100 |BD-04 516                                                                                                |Star                                  |03 02 10.8937337712 -03 57 33.347611116|182.1121134835942 -51.1462192897794| -12.118 -2.601   |10.08    |~               |    ~     ~    |    1|  224.891   pc  |  -0.9508     +0.9508    |paral   |2020yCat.1350....0G
101 |* 7 Eri                                                                                                  |Long-Period Variable Candidate        |03 00 50.8801290264 -02 52 43.038202440|180.4672173395181 -50.6952436724686|    8.317 8.246   |6.13     |M0/1III         |    ~     ~    |    1|  329.528   pc  | -12.8500    +12.8500    |ST-L    |2020AJ....160...83S
102 |HD 18873                                                                                                 |Star                                  |03 02 00.6145205232 -02 56 24.943229412|180.8410435655271 -50.5171397690643|   8.246 -4.821   |8.88     |F0/2IV/V        |    ~     ~    |    1|  387.297   pc  |  -2.8500     +2.8500    |paral   |2020yCat.1350....0G
103 |HD 18689                                                                                                 |Star                                  |03 00 07.1119835712 -03 40 22.387292148|181.2312977732583 -51.3533040866202|  -31.990 1.698   |7.75     |F3V             |    ~     ~    |    1|   87.154   pc  |  -1.0710     +1.0710    |paral   |2020yCat.1350....0G
104 |BD-04 513                                                                                                |Star                                  |03 00 33.8331515472 -03 46 21.921510936|181.4684181427515 -51.3338248863075|    6.447 6.650   |9.875    |~               |    ~     ~    |    1|  437.294   pc  | -10.8800    +10.8800    |ST-L    |2020AJ....160...83S
105 |BD-03 477                                                                                                |Star                                  |03 00 37.1941030944 -03 03 34.669761192|180.6233316130677 -50.8572989995565| -7.480 -13.606   |10.227   |~               |    ~     ~    |    1|  739.075   pc  | -36.1100    +36.1100    |ST-L    |2020AJ....160...83S
106 |BD-03 481                                                                                                |High Proper Motion Star               |03 01 44.5273715928 -02 51 35.632072728|180.6765907395536 -50.5148725294291| 230.282 22.295   |10.52    |~               |    ~     ~    |    1|   85.299   pc  |  -0.1201     +0.1201    |paral   |2020yCat.1350....0G
107 |BD-04 517                                                                                                |Star                                  |03 02 14.8739855856 -03 58 21.121288644|182.1452665221403 -51.1420680233411|    5.422 3.044   |10.28    |~               |    ~     ~    |    1|  358.706   pc  |  -3.7443     +3.7443    |paral   |2020yCat.1350....0G
108 |BD-04 535                                                                                                |Star                                  |03 09 56.4204930240 -04 02 50.357274468|184.1418824151265 -49.7039288244550|   3.605 -2.840   |9.87     |~               |    ~     ~    |    1| 1151.676   pc  | -31.3020    +31.3020    |paral   |2020yCat.1350....0G
109 |TYC 4707-608-1                                                                                           |Star                                  |03 03 45.8497971168 -02 25 27.161023368|180.6824200274695 -49.8479355400534| 24.665 -11.678   |10.45    |~               |    ~     ~    |    1|  185.846   pc  |  -2.5090     +2.5090    |ST-L    |2020AJ....160...83S
110 |TYC 4710-407-1                                                                                           |Star                                  |03 06 26.8616510976 -03 12 53.497119096|182.2897737331617 -49.8522364166335|   3.415 24.032   |10.83    |~               |    ~     ~    |    1|  372.550   pc  |  -1.7488     +1.7488    |paral   |2020yCat.1350....0G
111 |TYC 4710-548-1                                                                                           |High Proper Motion Star               |03 04 38.9136134304 -03 35 32.202693492|182.2920524962275 -50.4387803402229|-27.329 -80.136   |10.858   |~               |    ~     ~    |    1|  199.539   pc  |  -2.3080     +2.3080    |ST-L    |2020AJ....160...83S
112 |BD-06 597                                                                                                |High Proper Motion Star               |03 04 48.8606806464 -06 02 54.762569016|185.3925928837056 -51.9423336329912| 47.235 -63.615   |9.65     |K2              |    ~     ~    |    1|   45.650   pc  |  -0.0338     +0.0338    |paral   |2020yCat.1350....0G
113 |HD 19349                                                                                                 |Star                                  |03 06 33.4943946528 -06 05 18.779128836|185.8688314936840 -51.6217939445857|  7.421 -10.543   |5.256    |M2/3II          |    ~     ~    |    1|  178.336   pc  |  -4.9296     +4.9296    |paral   |2020yCat.1350....0G
114 |HD 19714                                                                                                 |Star                                  |03 10 14.9082779352 -06 03 48.857743944|186.7162488035344 -50.8728944305515|-12.193 -16.194   |8.87     |K0/1III         |    ~     ~    |    1|  578.168   pc  |  -6.3847     +6.3847    |paral   |2020yCat.1350....0G
115 |StKM 1-336                                                                                               |High Proper Motion Star               |03 02 56.5093200144 -05 53 48.780053088|184.7339188367261 -52.2178682930034|124.514 -27.704   |10.98    |K3              |    ~     ~    |    1|  138.976   pc  |  -3.7721     +3.7721    |paral   |2020yCat.1350....0G
116 |BD-06 600                                                                                                |Star                                  |03 05 10.1982533136 -05 59 17.421308880|185.4021400363331 -51.8354336355904|   10.630 0.512   |9.76     |~               |    ~     ~    |    1|  690.799   pc  |  -9.4009     +9.4009    |paral   |2020yCat.1350....0G
117 |BD-06 604                                                                                                |Star                                  |03 05 41.0379093120 -05 56 56.184285804|185.4774268638490 -51.7101249082864|  18.242 18.350   |10.16    |~               |    ~     ~    |    1|  271.732   pc  |  -1.6392     +1.6392    |paral   |2020yCat.1350....0G
118 |BD-06 613                                                                                                |High Proper Motion Star               |03 08 32.4892154736 -05 59 36.568663872|186.2232389195968 -51.1709637373859| 48.083 -11.558   |10.51    |~               |    ~     ~    |    1|  322.113   pc  |  -1.8676     +1.8676    |paral   |2020yCat.1350....0G
119 |BD-06 608                                                                                                |Star                                  |03 07 07.5752256288 -05 58 39.520822044|185.8638798030144 -51.4422593483399|   9.040 -8.287   |10.59    |~               |    ~     ~    |    1| 1121.705   pc  | -30.9523    +30.9523    |paral   |2020yCat.1350....0G
120 |HD 19095                                                                                                 |Star                                  |03 04 11.6440697784 -04 19 37.234301592|183.0722540384698 -50.9943562700287|-31.260 -30.513   |8.01     |K5III           |    ~     ~    |    1|  709.824   pc  | -11.6893    +11.6893    |paral   |2020yCat.1350....0G
121 |BD-05 566                                                                                                |High Proper Motion Star               |03 03 05.3809137576 -05 02 50.408028528|183.6904530353690 -51.6617247699578|-24.536 -94.356   |9.17     |F5              |    ~     ~    |    1|  157.978   pc  |  -0.3968     +0.3968    |paral   |2020yCat.1350....0G
122 |HD 19082                                                                                                 |Star                                  |03 04 06.1882490280 -05 14 35.963873628|184.1907446940017 -51.5867388249136|   -8.355 1.068   |7.18     |K5III           |    ~     ~    |    1|  437.273   pc  |  -3.7094     +3.7094    |paral   |2020yCat.1350....0G
