C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:25:48

dec >=0&rah >=1.75&rah< 2.0&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 5595

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |  spec. type   |       ang. size       |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------|-----------------------|-----|----------------|-----------------------|--------|-------------------
97  |BD+40 395                                                                                                |Star                                |01 53 28.5673899432 +41 40 08.673754908|135.1828565154166 -19.7221539844375|  6.280 -12.308  |9.65     |K0             |    ~     ~            |    1|  529.886   pc  |  -4.0994     +4.0994  |paral   |2020yCat.1350....0G
98  |BD+41 368                                                                                                |Star                                |01 54 08.3343341568 +42 07 50.913747804|135.1851127620827 -19.2442387562011|   8.625 -7.137  |10.46    |~              |    ~     ~            |    1|  604.376   pc  | -18.4096    +18.4096  |paral   |2020yCat.1350....0G
99  |TYC 2823-15-1                                                                                            |Star                                |01 45 42.1361284080 +42 51 50.274121140|133.4024954393850 -18.9018292868916|   4.004 -0.315  |10.36    |~              |    ~     ~            |    1| 1025.431   pc  | -20.0838    +20.0838  |paral   |2020yCat.1350....0G
100 |TYC 2823-64-1                                                                                            |Star                                |01 45 05.6898038664 +41 54 18.358349616|133.5102193372754 -19.8618698375892|   1.605 -1.916  |10.57    |~              |    ~     ~            |    1| 1640.958   pc  | -57.6247    +57.6247  |paral   |2020yCat.1350....0G
101 |TYC 2823-247-1                                                                                           |Star                                |01 45 51.7376672112 +42 50 19.764212604|133.4386049372133 -18.9198677309052|  16.198 -4.108  |10.81    |~              |    ~     ~            |    1|  484.660   pc  |  -4.1811     +4.1811  |paral   |2020yCat.1350....0G
102 |TYC 2823-383-1                                                                                           |Spectroscopic Binary                |01 45 40.3204108824 +42 27 44.378965116|133.4906269532610 -19.2947771706611|   28.415 5.590  |10.99    |~              |    ~     ~            |    1|  162.920   pc  |  -0.8918     +0.8918  |paral   |2020yCat.1350....0G
103 |TYC 2823-401-1                                                                                           |Star                                |01 46 35.4045071448 +42 33 48.533428512|133.6414304385835 -19.1584709259954|  -2.053 -5.649  |10.92    |~              |    ~     ~            |    1| 1113.586   pc  | -17.9811    +17.9811  |paral   |2020yCat.1350....0G
104 |TYC 2823-898-1                                                                                           |Star                                |01 48 02.3234636760 +41 43 27.534168984|134.1218582126041 -19.9143202578306|  2.912 -18.864  |10.91    |~              |    ~     ~            |    1|  263.359   pc  |  -1.3941     +1.3941  |paral   |2020yCat.1350....0G
105 |TYC 2823-1067-1                                                                                          |Star                                |01 49 27.3887434272 +42 51 42.915186792|134.1106543708336 -18.7469441485422|    0.680 0.587  |10.98    |~              |    ~     ~            |    1| 1230.769   pc  | -27.5692    +27.5692  |paral   |2020yCat.1350....0G
106 |TYC 2823-1077-1                                                                                          |Star                                |01 47 53.8542406536 +43 05 39.216456924|133.7609835169111 -18.5871917295384|   7.003 -6.556  |10.97    |~              |    ~     ~            |    1| 1246.261   pc  | -34.0144    +34.0144  |paral   |2020yCat.1350....0G
107 |TYC 2823-1365-1                                                                                          |Star                                |01 45 10.6115145888 +42 29 18.400764300|133.3901756926474 -19.2893930190606|   7.063 -1.940  |10.28    |~              |    ~     ~            |    1|  334.504   pc  |  -2.4616     +2.4616  |paral   |2020yCat.1350....0G
108 |TYC 2823-1444-1                                                                                          |Star                                |01 49 55.1491159056 +41 45 40.566460500|134.4751058050683 -19.7959434736459| -2.644 -13.075  |10.51    |~              |    ~     ~            |    1|  534.502   pc  |  -6.6566     +6.6566  |paral   |2020yCat.1350....0G
109 |TYC 2823-1568-1                                                                                          |Star                                |01 48 47.4902678760 +41 46 17.808860424|134.2553443009421 -19.8356267737138| 13.836 -41.219  |10.51    |~              |    ~     ~            |    1|  210.088   pc  |  -1.2403     +1.2403  |paral   |2020yCat.1350....0G
110 |TYC 2823-1579-1                                                                                          |Star                                |01 48 43.7501529456 +42 12 35.864646228|134.1345490948370 -19.4121433072631|  12.463 -3.202  |10.72    |~              |    ~     ~            |    1|  381.898   pc  |  -2.6398     +2.6398  |paral   |2020yCat.1350....0G
111 |TYC 2823-2148-1                                                                                          |Star                                |01 45 07.0917847800 +42 30 41.091953688|133.3736707268458 -19.2693479230107|  -6.911 -6.470  |10.45    |~              |    ~     ~            |    1|  488.305   pc  |  -5.6749     +5.6749  |paral   |2020yCat.1350....0G
112 |TYC 2823-2378-1                                                                                          |Star                                |01 48 28.5568931976 +42 02 43.108178388|134.1268224300453 -19.5832059317619|-26.983 -15.492  |10.51    |~              |    ~     ~            |    1|  149.889   pc  |  -0.4381     +0.4381  |paral   |2020yCat.1350....0G
113 |TYC 2823-2380-1                                                                                          |Star                                |01 48 01.0781890392 +42 02 37.960294092|134.0393793047151 -19.6043040329919|  -1.635 -1.186  |10.13    |~              |    ~     ~            |    1|  816.460   pc  | -12.9322    +12.9322  |paral   |2020yCat.1350....0G
114 |TYC 2824-104-1                                                                                           |Star                                |01 51 51.5595814848 +42 29 51.347619960|134.6562094472552 -18.9944494328060| 18.852 -11.531  |10.66    |~              |    ~     ~            |    1|  298.231   pc  |  -2.1168     +2.1168  |paral   |2020yCat.1350....0G
115 |TYC 2824-130-1                                                                                           |Star                                |01 54 59.7291463152 +42 27 26.305576884|135.2586472639789 -18.8880620963702|  6.050 -15.415  |10.34    |~              |    ~     ~            |    1|  364.087   pc  |  -2.4523     +2.4523  |paral   |2020yCat.1350....0G
116 |TYC 2824-145-1                                                                                           |Star                                |01 53 18.1692972240 +42 27 51.243493716|134.9376049535439 -18.9607332096344|   8.123 -1.640  |10.48    |~              |    ~     ~            |    1|  791.077   pc  | -13.2044    +13.2044  |paral   |2020yCat.1350....0G
117 |TYC 2824-242-1                                                                                           |High Proper Motion Star             |01 54 06.0382346760 +42 38 55.442596956|135.0386280204491 -18.7451280756758| 51.028 -23.949  |10.26    |~              |    ~     ~            |    1|  180.476   pc  |  -0.6026     +0.6026  |paral   |2020yCat.1350....0G
118 |TYC 2824-345-1                                                                                           |Star                                |01 53 03.5026412784 +42 55 02.003386152|134.7720149518586 -18.5333821986826|  40.601 -4.031  |10.87    |~              |    ~     ~            |    1|  376.506   pc  |  -5.8546     +5.8546  |paral   |2020yCat.1350....0G
119 |TYC 2824-350-1                                                                                           |Star                                |01 52 20.7752769864 +42 55 47.851783608|134.6354743108924 -18.5533693935734|   -2.101 0.179  |10.67    |~              |    ~     ~            |    1|  977.899   pc  | -15.8744    +15.8744  |paral   |2020yCat.1350....0G
120 |TYC 2824-387-1                                                                                           |Star                                |01 52 10.5570175176 +43 06 20.127599172|134.5580903694651 -18.3908007299921|  11.969 -2.386  |10.26    |~              |    ~     ~            |    1|  955.932   pc  | -15.4433    +15.4433  |paral   |2020yCat.1350....0G
121 |TYC 2824-921-1                                                                                           |Star                                |01 52 38.7323713968 +42 02 12.208369416|134.9260641851037 -19.4050753187598|   3.532 -1.025  |10.38    |~              |    ~     ~            |    1| 1163.603   pc  | -25.4547    +25.4547  |paral   |2020yCat.1350....0G
