C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:09:02

dec< 0&rah >=12.75&rah< 13.0&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5307

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-------------------------|--------|-------------------
2285|HD 110738                                                                                                |Star                                |12 45 17.2691211720 -70 53 20.149029060|302.4236176900777 -08.0232528163302|  -6.633 -2.096   |10.21    |A3IV/V           |    ~     ~    |    1|  811.162   pc  |  -8.5538     +8.5538    |paral   |2020yCat.1350....0G
2286|HD 110867                                                                                                |Star                                |12 46 22.1781973584 -71 19 27.669109944|302.5217668398596 -08.4566413539190|  -3.484 -1.276   |10.30    |B8IV             |    ~     ~    |    1| 1128.159   pc  | -31.4367    +31.4367    |paral   |2020yCat.1350....0G
2287|HD 111079                                                                                                |Star                                |12 47 55.4225703360 -71 35 46.120745472|302.6513170664161 -08.7263117824258|  -7.979 -2.462   |8.48     |B6V              |    ~     ~    |    1|  795.862   pc  | -18.6218    +18.6218    |paral   |2020yCat.1350....0G
2288|V* LM Mus                                                                                                |Long-Period Variable                |12 45 25.9530416880 -71 42 40.743673488|302.4551760963227 -08.8451293646831| -57.295 -8.861   |7.18     |M5III            |    ~     ~    |    1|  269.876   pc  |  -1.6970     +1.6970    |paral   |2020yCat.1350....0G
2289|HD 111039                                                                                                |Star                                |12 47 36.3670717296 -71 41 00.437865468|302.6272892283523 -08.8139739089729| -19.057 -4.958   |8.68     |B9V              |    ~     ~    |    1|  293.350   pc  |  -1.5404     +1.5404    |paral   |2020yCat.1350....0G
2290|HD 111642                                                                                                |Star                                |12 52 02.2983686616 -70 24 48.851054028|302.9826816227055 -07.5418813220972|-11.233 -15.889   |9.390    |G8III            |    ~     ~    |    1|  368.059   pc  |  -7.5600     +7.5600    |ST-L    |2020AJ....160...83S
2291|CD-69 1042                                                                                               |Star                                |12 52 43.3277565672 -70 31 32.387367684|303.0399216079985 -07.6541848627934|  -6.471 -2.574   |10.03    |~                |    ~     ~    |    1|  652.742   pc  | -12.6543    +12.6543    |paral   |2020yCat.1350....0G
2292|HD 111954                                                                                                |Star                                |12 54 19.2930728208 -70 24 56.926659060|303.1756731249622 -07.5454301386697|   8.271 -3.411   |9.25     |F0V              |    ~     ~    |    1|  274.733   pc  |  -1.6681     +1.6681    |paral   |2020yCat.1350....0G
2293|HD 112442                                                                                                |Star                                |12 58 06.8162336256 -70 32 49.249355604|303.4926959224378 -07.6825351009251|  -3.768 -1.496   |9.29     |B5/6V            |    ~     ~    |    1| 1304.631   pc  | -32.5094    +32.5094    |paral   |2020yCat.1350....0G
2294|HD 111177                                                                                                |Star                                |12 48 27.4108658520 -71 04 34.868583048|302.6877355281395 -08.2060182292624|  -9.762 -0.193   |9.32     |B9.5V            |    ~     ~    |    1|  693.866   pc  |  -7.7995     +7.7995    |paral   |2020yCat.1350....0G
2295|HD 111211                                                                                                |High Proper Motion Star             |12 48 41.2769931936 -71 12 29.420499204|302.7081026300410 -08.3376198799328|-53.609 -19.122   |9.81     |G5V              |    ~     ~    |    1|   90.405   pc  |  -0.1038     +0.1038    |paral   |2020yCat.1350....0G
2296|HD 111442                                                                                                |Star                                |12 50 32.0569936848 -71 37 22.528426440|302.8598649158089 -08.7513034104317| -14.512 -9.774   |8.23     |B9.5V            |    ~     ~    |    1|  413.104   pc  |  -4.3517     +4.3517    |paral   |2020yCat.1350....0G
2297|HD 111509                                                                                                |Star                                |12 51 02.9232665544 -71 31 34.849266672|302.9007396150907 -08.6546229998784|   4.373 -5.737   |10.01    |B9IV/V           |    ~     ~    |    1|  531.237   pc  |  -9.2001     +9.2001    |paral   |2020yCat.1350....0G
2298|HD 111730                                                                                                |Star                                |12 52 44.2973408040 -71 39 08.079629508|303.0354727703642 -08.7807582024109|  -6.794 -6.118   |8.65     |A0IV             |    ~     ~    |    1|  585.617   pc  |  -6.4131     +6.4131    |paral   |2020yCat.1350....0G
2299|HD 111761                                                                                                |High Proper Motion Star             |12 52 49.1764728624 -71 22 34.929038964|303.0434624521708 -08.5049208224467| -74.936 -0.453   |8.82     |K1III            |    ~     ~    |    1|  301.255   pc  |  -4.3180     +4.3180    |ST-L    |2020AJ....160...83S
2300|HD 111876                                                                                                |Star                                |12 53 39.7504881936 -71 16 24.620866860|303.1124123335242 -08.4025378104250| -40.083 -9.758   |7.10     |B9.5/A0V         |    ~     ~    |    1|  122.692   pc  |  -3.5014     +3.5014    |paral   |2020yCat.1350....0G
2301|HD 111974                                                                                                |Star                                |12 54 29.5771847712 -71 22 02.556487776|303.1786475640105 -08.4970927464658|  -15.575 1.047   |8.86     |A2V              |    ~     ~    |    1|  298.704   pc  |  -1.6328     +1.6328    |paral   |2020yCat.1350....0G
2302|CD-70 985                                                                                                |Star                                |12 55 53.3130781080 -71 01 47.336808396|303.2973044679562 -08.1612257205538| -10.015 -1.220   |9.23     |~                |    ~     ~    |    1|  990.491   pc  | -17.3650    +17.3650    |paral   |2020yCat.1350....0G
2303|HD 112204                                                                                                |Star                                |12 56 21.9770958696 -71 34 16.121717760|303.3259329048016 -08.7031677673601| -12.567 19.653   |9.77     |G3IV/V           |    ~     ~    |    1|  146.587   pc  |  -0.2621     +0.2621    |paral   |2020yCat.1350....0G
2304|HD 112585                                                                                                |Star                                |12 59 19.8829259928 -71 21 35.271943740|303.5695498908610 -08.4978232940116|   7.513 -7.993   |8.74     |G6III            |    ~     ~    |    1|  426.749   pc  |  -3.1688     +3.1688    |paral   |2020yCat.1350....0G
2305|HD 112622                                                                                                |Star                                |12 59 35.8879979736 -70 50 05.020822428|303.6080747316503 -07.9736942911331|-11.285 -13.231   |8.78     |A5IV/V           |    ~     ~    |    1|  166.631   pc  |  -0.4581     +0.4581    |paral   |2020yCat.1350....0G
