C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:34:47

dec >=0&rah >=21.0&rah< 21.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 7139

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------------|-----|----------------|-----------------------|--------|-------------------
780 |BD+40 4404                                                                                               |Double or Multiple Star           |21 05 00.9315 +41 24 49.549            |084.0664914 -03.7689668            | -1.831 -11.474   |9.89     |A2                |    ~     ~          |    0|                |                       |        |                   
781 |V* YZ Cyg                                                                                                |Variable Star                     |21 02 39.8020775592 +41 17 09.093370128|083.6767067573471 -03.5242090499073|  -4.566 -9.789   |8.58     |A0                |    ~     ~          |    1|  492.417   pc  |  -5.4314     +5.4314  |paral   |2020yCat.1350....0G
782 |BD+40 4406                                                                                               |Star                              |21 05 17.2361279016 +41 24 39.874094532|084.0985824860421 -03.8086878175779| -4.384 -20.939   |10.14    |~                 |    ~     ~          |    1|  300.897   pc  |  -1.1408     +1.1408  |paral   |2020yCat.1350....0G
783 |BD+40 4403                                                                                               |Star                              |21 04 57.3236442816 +41 27 36.014650524|084.0934635101778 -03.7297137722278|  10.485 15.882   |10.80    |~                 |    ~     ~          |    1|  255.702   pc  |  -0.7127     +0.7127  |paral   |2020yCat.1350....0G
784 |BD+41 3962a                                                                                              |Star                              |21 00 29.5489913376 +41 39 13.486456152|083.6849183436883 -02.9758966700837|  -1.430 -3.265   |10.85    |~                 |    ~     ~          |    1|  975.134   pc  | -11.5057    +11.5057  |paral   |2020yCat.1350....0G
785 |TYC 3180-2405-1                                                                                          |Star                              |21 00 05.9951109960 +43 25 23.945214324|084.9721292464473 -01.7582803591408|-17.120 -28.389   |10.22    |F6V               |    ~     ~          |    1|  359.467   pc  |  -1.5764     +1.5764  |paral   |2020yCat.1350....0G
786 |BD+41 4007                                                                                               |Star                              |21 07 31.9669025232 +41 59 31.728293736|084.8122256268932 -03.7297782878546|   4.471 -4.186   |10.36    |A0IV              |    ~     ~          |    1|  595.983   pc  |  -5.6476     +5.6476  |paral   |2020yCat.1350....0G
787 |BD+40 4398                                                                                               |Star                              |21 03 43.7356216680 +41 14 44.697411168|083.7796965801448 -03.7006676350924|    5.019 0.669   |10.89    |A1V               |    ~     ~          |    1|  656.944   pc  |  -7.7252     +7.7252  |paral   |2020yCat.1350....0G
788 |TYC 3172-411-1                                                                                           |Star                              |21 00 29.4880217088 +41 11 36.318470064|083.3373292098278 -03.2782875360566|   5.362 -6.290   |10.62    |~                 |    ~     ~          |    1|  655.437   pc  |  -5.1122     +5.1122  |paral   |2020yCat.1350....0G
789 |TYC 3172-729-1                                                                                           |Star                              |21 00 38.0615921952 +40 56 23.864513316|083.1636877245169 -03.4651565865907|   5.185 -7.871   |10.81    |~                 |    ~     ~          |    1|  299.338   pc  |  -1.4247     +1.4247  |paral   |2020yCat.1350....0G
790 |TYC 3172-887-1                                                                                           |Star                              |21 02 35.8150772568 +41 04 10.836727680|083.5060487159164 -03.6579299445538|   4.264 14.395   |10.21    |~                 |    ~     ~          |    1|  272.851   pc  |  -0.7966     +0.7966  |paral   |2020yCat.1350....0G
791 |TYC 3176-41-1                                                                                            |Star                              |21 05 26.9498703240 +42 55 48.311103576|085.2500373929872 -02.8152582416464|    7.637 8.885   |9.93     |~                 |    ~     ~          |    1|  497.562   pc  |  -3.2431     +3.2431  |paral   |2020yCat.1350....0G
792 |TYC 3176-78-1                                                                                            |Star                              |21 05 22.1715347400 +42 18 57.475284120|084.7831493989819 -03.2152319136448|  11.372 -1.771   |10.18    |~                 |    ~     ~          |    1|  606.943   pc  |  -4.2364     +4.2364  |paral   |2020yCat.1350....0G
793 |TYC 3176-100-1                                                                                           |High Proper Motion Star           |21 04 04.7990648856 +42 12 06.775400808|084.5385928506809 -03.1136445894308|  74.444 -2.382   |10.28    |~                 |    ~     ~          |    1|  160.395   pc  |  -0.3370     +0.3370  |paral   |2020yCat.1350....0G
794 |TYC 3176-322-1                                                                                           |Star                              |21 01 29.7433006824 +42 13 10.153133940|084.2341871278178 -02.7436759906353|   5.026 -2.781   |10.34    |~                 |    ~     ~          |    1|  546.717   pc  | -11.7766    +11.7766  |paral   |2020yCat.1350....0G
795 |TYC 3176-361-1                                                                                           |High Proper Motion Star           |21 01 32.5943423328 +42 46 09.528008880|084.6534150400150 -02.3873244742432|  32.981 37.960   |10.36    |~                 |    ~     ~          |    1|  555.401   pc  |  -4.1644     +4.1644  |paral   |2020yCat.1350....0G
796 |TYC 3176-481-1                                                                                           |High Proper Motion Star           |21 02 00.4708851384 +42 41 10.924778148|084.6475314035756 -02.5061752419963|-18.148 -47.843   |9.91     |~                 |    ~     ~          |    1|  137.783   pc  |  -2.1623     +2.1623  |paral   |2020yCat.1350....0G
797 |TYC 3176-498-1                                                                                           |Star                              |21 01 33.4598691144 +42 02 55.737807504|084.1133920497707 -02.8649357263444| -6.132 -14.169   |10.54    |~                 |    ~     ~          |    1|  723.484   pc  | -11.9342    +11.9342  |paral   |2020yCat.1350....0G
798 |TYC 3176-664-1                                                                                           |Star                              |21 07 31.3872134136 +42 19 05.265752808|085.0524366435309 -03.5088788496938| -10.017 -9.436   |10.64    |~                 |    ~     ~          |    1|  695.024   pc  |  -9.8061     +9.8061  |paral   |2020yCat.1350....0G
