C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:30:16

dec< 0&rah >=2.25&rah< 2.5&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2419

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
291 |TYC 7007-2139-1                                                                                          |Star                              |02 15 30.0497755920 -31 35 24.991850976|231.6714528341769 -71.1808389164466|  22.575 -9.571   |10.73    |~                |    ~     ~    |    1|  274.461   pc  |  -1.0019     +1.0019  |paral   |2020yCat.1350....0G
292 |HD 15214                                                                                                 |High Proper Motion Star           |02 26 20.6370197616 -29 08 33.725252508|224.0107440401868 -69.0159033462460|134.786 -39.372   |8.84     |G0V              |    ~     ~    |    1|   78.537   pc  |  -0.1227     +0.1227  |paral   |2020yCat.1350....0G
293 |HD 15261                                                                                                 |Double or Multiple Star           |02 26 39.4318405176 -29 05 32.736663636|223.8716450478934 -68.9472076777261|35.540 -108.911   |9.63     |G8V              |0.0050  0.0    |    1|   85.212   pc  |  -1.5873     +1.5873  |paral   |2020yCat.1350....0G
294 |HD 15287                                                                                                 |Star                              |02 26 54.4402107864 -29 25 22.181973096|224.7902487961739 -68.8926011415817|   -6.149 8.475   |9.91     |A2III            |    ~     ~    |    1|  412.984   pc  |  -3.1894     +3.1894  |paral   |2020yCat.1350....0G
295 |HD 15392                                                                                                 |Star                              |02 27 55.9032139776 -28 47 50.284515804|223.0669571380148 -68.6639870752784| 15.044 -15.511   |8.43     |G8/K0III         |    ~     ~    |    1|  342.947   pc  |  -2.7051     +2.7051  |paral   |2020yCat.1350....0G
296 |CD-29 890                                                                                                |Star                              |02 27 56.9128272744 -29 12 20.802705552|224.1897480003802 -68.6659233001106|   -3.278 0.661   |10.36    |~                |    ~     ~    |    1|  831.947   pc  | -42.8432    +42.8432  |paral   |2020yCat.1350....0G
297 |HD 15308                                                                                                 |Star                              |02 27 02.4690714984 -29 29 47.356641960|224.9939296252315 -68.8628206926931|   0.162 -7.532   |10.29    |F2V              |    ~     ~    |    1|  399.936   pc  |  -2.6072     +2.6072  |paral   |2020yCat.1350....0G
298 |HD 15393                                                                                                 |High Proper Motion Star           |02 27 50.9554427040 -29 42 58.395091248|225.5937865430807 -68.6840237028330|-13.805 -122.666  |8.82     |K1VCNIII         |    ~     ~    |    1|  130.953   pc  |  -0.3035     +0.3035  |paral   |2020yCat.1350....0G
299 |HD 15438                                                                                                 |Star                              |02 28 22.6840857504 -29 37 02.238188016|225.3174364822098 -68.5707058328698|   0.436 -4.511   |9.75     |G5               |    ~     ~    |    1|  623.131   pc  |  -5.2031     +5.2031  |paral   |2020yCat.1350....0G
300 |HD 15446                                                                                                 |Spectroscopic Binary              |02 28 25.8331575504 -29 38 46.952558808|225.3966060736907 -68.5589132207710|   7.970 -9.143   |9.25     |K1/2III          |    ~     ~    |    1|  668.449   pc  | -23.6817    +23.6817  |paral   |2020yCat.1350....0G
301 |HD 15412                                                                                                 |Variable Star                     |02 27 59.2792084296 -30 26 28.038554880|227.5815753026139 -68.6290836781944|   21.778 0.206   |7.62     |M2III            |    ~     ~    |    1|  422.547   pc  |  -3.5531     +3.5531  |paral   |2020yCat.1350....0G
302 |CD-29 881                                                                                                |Spectroscopic Binary              |02 26 30.7641192624 -28 29 24.007617456|222.1924031748020 -68.9664480473274|-18.227 -16.202   |10.73    |~                |    ~     ~    |    1|  372.121   pc  |  -8.5161     +8.5161  |paral   |2020yCat.1350....0G
303 |CD-30 877                                                                                                |Star                              |02 26 46.9896158520 -29 28 54.249312972|224.9545825325485 -68.9191122633746|  22.033 26.025   |10.62    |~                |    ~     ~    |    1|  353.107   pc  |  -4.8876     +4.8876  |paral   |2020yCat.1350....0G
304 |CD-29 886                                                                                                |Star                              |02 26 57.1751169408 -29 12 18.081901332|224.1854925710483 -68.8831841905635|   -5.866 9.364   |9.98     |~                |    ~     ~    |    1|  485.013   pc  |  -8.0687     +8.0687  |paral   |2020yCat.1350....0G
305 |CD-30 882                                                                                                |Star                              |02 27 29.7177283200 -29 52 48.434964348|226.0500515117045 -68.7571083238839|   6.595 -5.179   |10.80    |~                |    ~     ~    |    1|  424.536   pc  | -13.1400    +13.1400  |ST-L    |2020AJ....160...83S
306 |CD-31 974                                                                                                |Star                              |02 26 34.5558557304 -30 37 19.915684932|228.1283342587833 -68.9224589013570|  23.900 -4.309   |10.56    |~                |    ~     ~    |    1|  180.714   pc  |  -0.5748     +0.5748  |paral   |2020yCat.1350....0G
307 |TYC 6435-1966-1                                                                                          |High Proper Motion Star           |02 28 10.0919593536 -28 22 44.600548764|221.9242926268674 -68.5985550405682|   51.973 6.732   |10.75    |~                |    ~     ~    |    1|  175.973   pc  |  -0.6255     +0.6255  |paral   |2020yCat.1350....0G
308 |CD-30 889                                                                                                |Star                              |02 28 14.9571797928 -30 04 43.274031384|226.5822613763279 -68.5879278031165|  17.543 12.646   |10.432   |~                |    ~     ~    |    1|  610.964   pc  | -19.1200    +19.1200  |ST-L    |2020AJ....160...83S
309 |CD-29 896                                                                                                |Star                              |02 28 36.0807583200 -29 16 23.908216188|224.3762681157892 -68.5237763349142|   -1.072 1.433   |9.61     |~                |    ~     ~    |    1| 1560.306   pc  | -45.2827    +45.2827  |paral   |2020yCat.1350....0G
310 |CD-29 900                                                                                                |Star                              |02 29 55.2966584088 -28 47 37.532303664|223.0867282560883 -68.2280761741353|  32.003 -4.394   |10.21    |~                |    ~     ~    |    1|  296.180   pc  |  -4.6320     +4.6320  |ST-L    |2020AJ....160...83S
311 |HD 15517                                                                                                 |Spectroscopic Binary              |02 29 01.9227123648 -30 25 52.267226916|227.5245021151136 -68.4047909772211| 82.468 -92.047   |9.98     |G0/2V            |    ~     ~    |    1|  174.993   pc  |  -1.7560     +1.7560  |ST-L    |2020AJ....160...83S
312 |HD 15541                                                                                                 |Star                              |02 29 16.6467250368 -29 53 59.610866856|226.0778401178631 -68.3704625304890| 16.234 -37.854   |9.66     |K0(III)          |    ~     ~    |    1|  176.725   pc  |  -0.4248     +0.4248  |paral   |2020yCat.1350....0G
