C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:45:06

dec< 0&rah >=4.5&rah< 4.75&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 3608

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-------------------------|--------|-------------------
1664|TYC 7579-1527-1                                                                                          |Star                                |04 31 52.3211540544 -39 47 14.333037900|243.2857863458948 -43.0787596484610|  -5.543 -8.352   |10.63    |~                |    ~     ~    |    1|  364.126   pc  |  -1.5115     +1.5115    |paral   |2020yCat.1350....0G
1665|TYC 7579-1648-1                                                                                          |Star                                |04 38 48.0253419264 -39 13 14.487060792|242.6050267728983 -41.7170026203987| -4.751 -10.631   |10.998   |~                |    ~     ~    |    1|  671.426   pc  | -21.5100    +21.5100    |ST-L    |2020AJ....160...83S
1666|TYC 7582-724-1                                                                                           |Star                                |04 38 07.5260503392 -40 14 28.140315720|243.9631659022044 -41.8997430554649|  21.565 -1.718   |10.920   |~                |    ~     ~    |    1|  228.323   pc  |  -2.5410     +2.5410    |ST-L    |2020AJ....160...83S
1667|TYC 7589-716-1                                                                                           |Star                                |04 40 17.5452195360 -40 01 44.603144940|243.7059742771398 -41.4759048537882| 17.639 -13.106   |10.67    |~                |    ~     ~    |    1|  233.346   pc  |  -2.9220     +2.9220    |ST-L    |2020AJ....160...83S
1668|HD 28729                                                                                                 |Star                                |04 30 00.2605131504 -40 23 16.997061480|244.0976228688343 -43.4516082121416|  -19.741 6.211   |9.18     |F0V              |    ~     ~    |    1|  175.301   pc  |  -1.7840     +1.7840    |ST-L    |2020AJ....160...83S
1669|HD 28789                                                                                                 |High Proper Motion Star             |04 30 33.6453550344 -40 13 07.291528428|243.8676384834699 -43.3420088103603| 96.580 -88.520   |9.62     |K0V              |    ~     ~    |    1|   74.547   pc  |  -0.0589     +0.0589    |paral   |2020yCat.1350....0G
1670|HD 28798                                                                                                 |High Proper Motion Star             |04 30 36.7418396496 -40 23 42.374245200|244.1104300779988 -43.3359952625115|  71.777 43.701   |8.18     |G3/5IV           |    ~     ~    |    1|   86.002   pc  |  -0.1405     +0.1405    |paral   |2020yCat.1350....0G
1671|HD 28766                                                                                                 |Star                                |04 30 15.4308259632 -41 39 35.151286896|245.8493947003894 -43.4148263776319|  -4.878 -3.897   |7.68     |K0III            |    ~     ~    |    1|  229.342   pc  |  -0.8258     +0.8258    |paral   |2020yCat.1350....0G
1672|CD-41 1441                                                                                               |High Proper Motion Star             |04 30 28.4225921688 -40 52 56.972002764|244.7800470757243 -43.3701346631506|  61.041 -0.828   |10.62    |K                |    ~     ~    |    1|  161.309   pc  |  -0.2810     +0.2810    |paral   |2020yCat.1350....0G
1673|CD-41 1442                                                                                               |Star                                |04 30 34.8847428984 -40 46 40.003303872|244.6363975269189 -43.3484134029678|   9.064 -0.115   |10.61    |F5               |    ~     ~    |    1|  347.633   pc  |  -1.6315     +1.6315    |paral   |2020yCat.1350....0G
1674|CD-41 1444                                                                                               |Star                                |04 30 37.3500861840 -41 03 17.113080312|245.0173646399819 -43.3438865098345|   -1.001 1.918   |10.55    |G0               |    ~     ~    |    1|  433.557   pc  |  -2.5188     +2.5188    |paral   |2020yCat.1350....0G
1675|HD 28824                                                                                                 |Star                                |04 30 41.1893379192 -41 28 36.791720148|245.5978634294405 -43.3344256542195|   29.011 5.501   |8.42     |K3III            |    ~     ~    |    1|  437.178   pc  |  -3.7078     +3.7078    |paral   |2020yCat.1350....0G
1676|V* RX Cae                                                                                                |delta Sct Variable                  |04 30 53.3356078008 -41 10 27.392509092|245.1822508869967 -43.2947653968310| 20.816 -17.212   |7.01     |F3/5II           |    ~     ~    |    1|  147.597   pc  |  -1.6339     +1.6339    |paral   |2020yCat.1350....0G
1677|HD 28872                                                                                                 |High Proper Motion Star             |04 31 06.0867268176 -41 43 33.192244128|245.9401117590604 -43.2571599709291|-24.239 -104.076  |9.67     |G8V              |    ~     ~    |    1|   73.545   pc  |  -0.0633     +0.0633    |paral   |2020yCat.1350....0G
1678|HD 28885                                                                                                 |Star                                |04 31 11.7545296536 -40 57 31.247807652|244.8870288300837 -43.2346527618209|   4.088 11.572   |9.47     |F0IV             |    ~     ~    |    1|  271.915   pc  |  -3.8790     +3.8790    |ST-L    |2020AJ....160...83S
1679|HD 28757                                                                                                 |Star                                |04 30 06.4020060144 -41 51 44.986467312|246.1286826924956 -43.4421857935173|  -20.912 5.820   |9.63     |F8/G0V           |    ~     ~    |    1|  169.982   pc  |  -1.6430     +1.6430    |ST-L    |2020AJ....160...83S
1680|HD 28742                                                                                                 |Star                                |04 30 00.4085491704 -42 07 56.748855576|246.5006950664452 -43.4586559290709| -4.550 -10.821   |9.58     |F3V              |    ~     ~    |    1|  299.464   pc  |  -1.0223     +1.0223    |paral   |2020yCat.1350....0G
1681|CD-42 1526                                                                                               |Star                                |04 30 04.4719817577 -42 07 06.460318288|246.4812822174849 -43.4462375077659|   -3.860 7.209   |10.343   |~                |    ~     ~    |    1|  811.256   pc  |-144.0000   +144.0000    |ST-L    |2020AJ....160...83S
1682|CD-42 1529                                                                                               |Star                                |04 30 07.6315427736 -41 54 45.870183144|246.1978511445168 -43.4380833548100| -15.986 -9.064   |9.74     |~                |    ~     ~    |    1|  412.133   pc  |  -1.8174     +1.8174    |paral   |2020yCat.1350....0G
1683|HD 28903                                                                                                 |Double or Multiple Star             |04 31 21.1273490 -42 27 07.876248      |246.9365911704 -43.2064417426      |      45.5 78.0   |9.558    |G0V              |    ~     ~    |    1|  114.9     pc  | +15.387      +2         |ST-L    |2017AJ....153...75K
