C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:58:03

dec< 0&rah >=11.25&rah< 11.5&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5885

 #  |                                                                                  identifier                                                                                   |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
79  |BD-03 3079                                                                                                                                                                     |Star                                  |11 15 42.2431966656 -04 30 32.804691336|263.1351759609998 +50.8139366499387| -10.845 -0.415   |9.57     |G8             |    ~     ~    |    1|  744.713   pc  | -11.0365    +11.0365  |paral   |2020yCat.1350....0G
80  |HD 97860                                                                                                                                                                       |Star                                  |11 15 23.1690249699 -04 56 01.504943366|263.4140200279186 +50.4198690617817|   -7.606 3.731   |8.63     |K1III          |    ~     ~    |    1|  737.953   pc  | -21.4018    +21.4018  |paral   |2020yCat.1350....0G
81  |BD-04 3042                                                                                                                                                                     |Star                                  |11 16 28.3727937048 -04 59 56.663615832|263.8226830974730 +50.5192092636232| -3.059 -31.758   |9.613    |F8             |    ~     ~    |    1|  192.320   pc  |  -2.2990     +2.2990  |ST-L    |2020AJ....160...83S
82  |HD 98079                                                                                                                                                                       |Double or Multiple Star               |11 16 49.0328678280 -05 09 09.000833796|264.0696562529225 +50.4405160221459|    -46.3 -13.0   |9.05     |F6/7V          |    ~     ~    |    0|                |                       |        |                   
83  |BD-04 3041                                                                                                                                                                     |High Proper Motion Star               |11 15 34.2439354224 -04 48 12.203560692|263.3569386817518 +50.5532450390308|-78.277 -17.019   |9.89     |~              |    ~     ~    |    1|  129.398   pc  |  -0.2478     +0.2478  |paral   |2020yCat.1350....0G
84  |BD-03 3080                                                                                                                                                                     |Variable Star                         |11 16 04.7370785544 -04 29 59.060459544|263.2482097087028 +50.8749604933369|  -5.101 -2.710   |10.16    |~              |    ~     ~    |    1|  661.770   pc  |  -8.4522     +8.4522  |paral   |2020yCat.1350....0G
85  |BD-03 3081                                                                                                                                                                     |High Proper Motion Star               |11 16 18.6820692744 -03 56 05.387947044|262.8086550547665 +51.3713170987663| 24.397 -46.414   |10.056   |~              |    ~     ~    |    1|  151.862   pc  |  -1.6340     +1.6340  |ST-L    |2020AJ....160...83S
86  |BD-03 3082                                                                                                                                                                     |High Proper Motion Star               |11 16 27.2019885360 -04 22 41.504569248|263.2599716093983 +51.0280194745017|70.479 -111.212   |9.94     |~              |    ~     ~    |    1|   87.967   pc  |  -0.1842     +0.1842  |paral   |2020yCat.1350....0G
87  |BD-03 3083                                                                                                                                                                     |Star                                  |11 16 31.4243208168 -04 04 18.105315348|263.0037620401444 +51.2896116105684|-33.598 -35.777   |10.153   |~              |    ~     ~    |    1|  184.717   pc  |  -2.3320     +2.3320  |ST-L    |2020AJ....160...83S
88  |HD 97991                                                                                                                                                                       |Star                                  |11 16 11.7119307144 -03 28 19.095029580|262.3407099780756 +51.7324491283065|  29.581 20.329   |7.41     |B2/B3V         |    ~     ~    |    1|  731.208   pc  | -34.8602    +34.8602  |paral   |2020yCat.1350....0G
89  |TYC 4925-929-1                                                                                                                                                                 |High Proper Motion Star               |11 15 28.5259674960 -04 35 06.566043408|263.1299638774015 +50.7189728518395|-144.287 67.178   |9.81     |~              |    ~     ~    |    1|   54.590   pc  |  -0.0676     +0.0676  |paral   |2020yCat.1350....0G
90  |BD-03 3078                                                                                                                                                                     |Variable Star                         |11 15 41.3490060720 -04 37 47.033169636|263.2392119843272 +50.7127813074835|  -19.717 3.559   |10.75    |~              |    ~     ~    |    1|  583.192   pc  |  -5.7819     +5.7819  |paral   |2020yCat.1350....0G
91  |TYC 4925-1371-1                                                                                                                                                                |Variable Star                         |11 16 16.4935066632 -04 15 08.479415916|263.0875327144065 +51.1059483469762|  -12.643 3.899   |10.974   |~              |    ~     ~    |    1|  802.693   pc  | -37.7800    +37.7800  |ST-L    |2020AJ....160...83S
92  |BD-02 3322                                                                                                                                                                     |Variable Star                         |11 19 23.6858253768 -02 47 21.474840120|262.7618221794706 +52.7510119673226|  -11.923 7.428   |9.90     |K0             |    ~     ~    |    1|  759.474   pc  |  -8.8251     +8.8251  |paral   |2020yCat.1350....0G
93  |HD 98575                                                                                                                                                                       |Star                                  |11 20 32.0330841408 -02 53 53.382976836|263.2505770087161 +52.8243718816937|-12.565 -11.894   |9.12     |A1mF0-F2       |    ~     ~    |    1|  302.865   pc  |  -2.3115     +2.3115  |paral   |2020yCat.1350....0G
94  |BD-02 3339                                                                                                                                                                     |Star                                  |11 24 55.7056296024 -03 02 32.972718480|264.8989376847375 +53.3181721913075|   0.580 -9.362   |10.152   |~              |    ~     ~    |    1|  295.812   pc  |  -5.3860     +5.3860  |ST-L    |2020AJ....160...83S
95  |BD-02 3343                                                                                                                                                                     |Variable Star                         |11 25 47.0863236984 -02 58 15.770181180|265.1333710905512 +53.4950346583379|  -15.667 0.376   |10.12    |~              |    ~     ~    |    1| 1069.976   pc  | -21.1797    +21.1797  |paral   |2020yCat.1350....0G
96  |BD-02 3323                                                                                                                                                                     |Star                                  |11 19 35.2299735624 -02 50 32.632694412|262.8771543099744 +52.7351164561486|-11.734 -12.513   |10.639   |~              |    ~     ~    |    1|  225.233   pc  |  -3.0980     +3.0980  |ST-L    |2020AJ....160...83S
97  |BD-02 3335                                                                                                                                                                     |Star                                  |11 23 05.9690721312 -02 47 31.284845664|264.0307405892181 +53.2734941800631|   6.309 -0.976   |10.764   |~              |    ~     ~    |    1|  375.669   pc  |  -9.9590     +9.9590  |ST-L    |2020AJ....160...83S
98  |HD 98665                                                                                                                                                                       |Star                                  |11 21 08.4852656088 -03 45 45.369604584|264.2563630474403 +52.1954403974575| -2.682 -11.632   |9.26     |K1III          |    ~     ~    |    1|  465.766   pc  |  -4.7293     +4.7293  |paral   |2020yCat.1350....0G
99  |HD 98774                                                                                                                                                                       |Variable Star                         |11 21 57.9392529912 -03 35 45.040381764|264.3840390069377 +52.4484294196959| -25.522 41.234   |9.42     |F3/5V          |    ~     ~    |    1|  160.317   pc  |  -1.7650     +1.7650  |ST-L    |2020AJ....160...83S
100 |BD-02 3332                                                                                                                                                                     |Variable Star                         |11 22 58.6742498088 -03 18 21.921666264|264.4652078948575 +52.8296647968493|  -33.169 1.772   |10.110   |G0             |    ~     ~    |    1|  233.281   pc  |  -3.8110     +3.8110  |ST-L    |2020AJ....160...83S
101 |HD 99005                                                                                                                                                                       |High Proper Motion Star               |11 23 34.7729405712 -03 17 21.898858488|264.6571653187227 +52.9266482216550| 64.187 -82.980   |8.59     |K0IV           |    ~     ~    |    1|  248.150   pc  |  -4.8650     +4.8650  |ST-L    |2020AJ....160...83S
102 |HD 99288                                                                                                                                                                       |Star                                  |11 25 29.3576565048 -03 13 35.045616180|265.2631979868526 +53.2407791062762|  4.974 -20.982   |8.95     |K0III          |    ~     ~    |    1|  439.039   pc  |  -3.3539     +3.3539  |paral   |2020yCat.1350....0G
103 |BD-03 3087                                                                                                                                                                     |High Proper Motion Star               |11 17 46.1344620096 -04 11 09.429316584|263.5163446365178 +51.3725684864065|  -56.990 5.855   |10.07    |G8             |    ~     ~    |    1|  173.415   pc  |  -0.8481     +0.8481  |paral   |2020yCat.1350....0G
