C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:24:39

dec< 0&rah >=1.5&rah< 1.75&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2351

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
389 |HD 10685                                                                                                 |Spectroscopic Binary                  |01 43 49.3899657864 -29 48 40.946064300|229.1276368768349 -78.1864135066117|  37.520 -0.829   |9.11     |K1III          |    ~     ~    |    1|  253.312   pc  | -16.6513    +16.6513  |paral   |2020yCat.1350....0G
390 |HD 10691                                                                                                 |Star                                  |01 43 56.8812567744 -30 43 38.285880564|233.4376862446170 -77.9689837282479|  19.698 -8.589   |8.61     |A3V            |    ~     ~    |    1|  292.304   pc  |  -1.9053     +1.9053  |paral   |2020yCat.1350....0G
391 |CD-29 560                                                                                                |Star                                  |01 44 12.9279047520 -29 10 47.475852780|226.0137773299394 -78.1940201851685|  -5.635 -6.510   |10.804   |~              |    ~     ~    |    1|  386.942   pc  |  -8.3510     +8.3510  |ST-L    |2020AJ....160...83S
392 |CD-30 593                                                                                                |Star                                  |01 43 59.2975681704 -29 33 04.034903292|227.8444374342082 -78.1930400152787|   3.982 -3.351   |10.61    |~              |    ~     ~    |    1| 2432.498   pc  |-194.0792   +194.0792  |paral   |2020yCat.1350....0G
393 |CD-29 559                                                                                                |Star                                  |01 44 09.6904546584 -29 08 33.955169820|225.8404100006157 -78.2100788400803|  6.500 -19.076   |10.305   |~              |    ~     ~    |    1|  598.480   pc  | -27.1500    +27.1500  |ST-L    |2020AJ....160...83S
394 |TYC 6431-867-1                                                                                           |Star                                  |01 43 16.1116224816 -29 09 03.487536216|225.9945115430576 -78.4027124169388|  16.128 -1.422   |10.329   |~              |    ~     ~    |    1|  815.065   pc  | -36.3700    +36.3700  |ST-L    |2020AJ....160...83S
395 |TYC 7003-99-1                                                                                            |Star                                  |01 44 12.6020108928 -30 55 19.020869580|234.2705010252835 -77.8657201180637|  -8.008 -8.222   |10.929   |~              |    ~     ~    |    1|  522.199   pc  | -15.8200    +15.8200  |ST-L    |2020AJ....160...83S
396 |HD 9218                                                                                                  |Star                                  |01 30 13.8715352952 -28 51 55.571084496|226.6531862171243 -81.2650196325219|  41.585 -9.553   |7.95     |K0III          |    ~     ~    |    1|  157.089   pc  |  -0.5083     +0.5083  |paral   |2020yCat.1350....0G
397 |HD 9650                                                                                                  |Star                                  |01 34 05.4298733040 -28 47 00.763780596|225.3761991469722 -80.4403489979320|   15.522 2.820   |7.02     |K4III          |    ~     ~    |    1|  407.282   pc  |  -3.5000     +3.5000  |paral   |2020yCat.1350....0G
398 |HD 9717                                                                                                  |Spectroscopic Binary                  |01 34 34.0482533832 -28 38 20.547914316|224.4405076094799 -80.3540005359346| -9.051 -30.759   |8.34     |K0III          |    ~     ~    |    1|  314.060   pc  |  -8.8277     +8.8277  |paral   |2020yCat.1350....0G
399 |HD 10118                                                                                                 |Star                                  |01 38 25.0990373304 -28 33 47.996867196|223.5229374155971 -79.5206396065027|  -0.127 -8.935   |9.75     |F5V            |    ~     ~    |    1|  210.810   pc  |  -2.2240     +2.2240  |ST-L    |2020AJ....160...83S
400 |HD 9282                                                                                                  |Spectroscopic Binary                  |01 30 52.2562473144 -26 16 49.880139096|209.6666771950755 -81.1548776190140|  7.840 -20.468   |9.942    |F2V            |    ~     ~    |    1|  338.887   pc  |  -9.6950     +9.6950  |ST-L    |2020AJ....160...83S
401 |HD 9190                                                                                                  |Star                                  |01 30 01.3338724200 -26 58 17.320775196|214.0864005557297 -81.4097713236041| -1.393 -10.627   |8.62     |K0III          |    ~     ~    |    1|  362.911   pc  |  -2.4497     +2.4497  |paral   |2020yCat.1350....0G
402 |CD-27 514                                                                                                |High Proper Motion Star               |01 31 44.3851571400 -26 54 27.893007936|213.8214730927784 -81.0238299810369|-18.688 -57.471   |10.00    |~              |    ~     ~    |    1|  272.548   pc  |  -4.5790     +4.5790  |ST-L    |2020AJ....160...83S
403 |HD 9436                                                                                                  |Star                                  |01 32 13.5380850696 -26 48 29.380099752|213.2370749795809 -80.9087576502156|   19.194 3.700   |9.13     |F6V            |    ~     ~    |    1|  211.140   pc  |  -0.7980     +0.7980  |paral   |2020yCat.1350....0G
404 |HD 9451                                                                                                  |Spectroscopic Binary                  |01 32 19.1615208768 -26 33 09.264502188|211.6415419891187 -80.8650836601030|-45.066 -90.919   |7.95     |A5V            |    ~     ~    |    1|  144.837   pc  |  -2.5656     +2.5656  |paral   |2020yCat.1350....0G
405 |HD 9388                                                                                                  |Star                                  |01 31 53.5301920056 -27 42 11.282200020|218.9194772345789 -81.0064494088076|  11.337 -7.597   |7.29     |K0III          |    ~     ~    |    1|  227.780   pc  |  -1.1466     +1.1466  |paral   |2020yCat.1350....0G
406 |CD-28 469                                                                                                |Star                                  |01 30 56.6743892736 -27 54 33.437780856|220.3009739697881 -81.2084667338733|  23.356 17.845   |9.661    |~              |    ~     ~    |    1|  199.196   pc  |  -2.0790     +2.0790  |ST-L    |2020AJ....160...83S
407 |HD 9317                                                                                                  |Star                                  |01 31 15.4561025952 -28 06 00.604865700|221.5155751886098 -81.1282399734104|  -22.829 0.303   |8.49     |F3V            |    ~     ~    |    1|  139.229   pc  |  -0.3974     +0.3974  |paral   |2020yCat.1350....0G
408 |CD-28 473                                                                                                |Star                                  |01 31 43.4089821432 -28 07 17.924874384|221.6077547995658 -81.0242662520354|   0.491 -4.505   |10.63    |F0             |    ~     ~    |    1|  792.104   pc  | -47.5700    +47.5700  |ST-L    |2020AJ....160...83S
409 |CD-29 476                                                                                                |Star                                  |01 30 01.9936715184 -28 35 56.026815000|224.9500290652855 -81.3465819516694|  17.155 -9.583   |10.28    |~              |    ~     ~    |    1|  319.112   pc  |  -1.4460     +1.4460  |paral   |2020yCat.1350....0G
410 |CD-28 467                                                                                                |High Proper Motion Star               |01 30 05.3903561952 -27 59 48.017673456|220.9467311948815 -81.3921092229159|104.103 -23.732   |10.67    |~              |    ~     ~    |    1|  111.827   pc  |  -0.2026     +0.2026  |paral   |2020yCat.1350....0G
