C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:58:37

dec >=0&rah >=11.5&rah< 11.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2296

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |    ang. size    |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|-----------------|-----|----------------|-----------------------|--------|-------------------
93  |TYC 4553-1046-1                                                                                          |Star                                |11 34 35.1225216216 +78 03 10.825271136|127.9132518039573 +38.3218913345798|    0.567 8.740   |10.89    |~               |    ~     ~      |    1|  745.935   pc  |  -5.8980     +5.8980  |paral   |2020yCat.1350....0G
94  |HD 100244                                                                                                |Star                                |11 33 14.1473034264 +75 46 11.830561680|129.1331878452164 +40.4024728038793|-10.909 -19.321   |9.84     |F8              |    ~     ~      |    1|  204.382   pc  |  -1.2156     +1.2156  |paral   |2020yCat.1350....0G
95  |HD 100165                                                                                                |Star                                |11 32 46.0326580176 +75 33 51.745912812|129.2744220703639 +40.5801437638019|-22.275 -16.846   |9.60     |F5              |    ~     ~      |    1|  205.288   pc  |  -0.5942     +0.5942  |paral   |2020yCat.1350....0G
96  |HD 100234                                                                                                |Star                                |11 33 09.4115283456 +75 39 08.696102220|129.1995667744916 +40.5087161926751| -4.059 -10.452   |10.34    |G5              |    ~     ~      |    1|  469.859   pc  |  -2.6051     +2.6051  |paral   |2020yCat.1350....0G
97  |BD+76 426                                                                                                |Star                                |11 30 46.5429181992 +75 22 09.026210388|129.5281582549002 +40.7091607930466|   9.330 -1.358   |10.22    |F5              |    ~     ~      |    1|  285.837   pc  |  -1.0213     +1.0213  |paral   |2020yCat.1350....0G
98  |BD+75 444                                                                                                |Star                                |11 31 14.0777175720 +74 14 11.799172932|130.1043927270101 +41.7559782232424|  -1.377 -3.255   |10.07    |F8              |    ~     ~      |    1|  388.742   pc  | -29.6649    +29.6649  |paral   |2020yCat.1350....0G
99  |HD 100265                                                                                                |High Proper Motion Star             |11 33 22.2234985032 +75 10 54.229455552|129.4272716734664 +40.9468361083183| 40.114 -35.901   |9.14     |K0              |    ~     ~      |    1|  226.081   pc  |  -0.6849     +0.6849  |paral   |2020yCat.1350....0G
100 |HD 100402                                                                                                |Star                                |11 34 14.3713415160 +74 41 44.230810128|129.6120816969771 +41.4160313368473|  -7.453 -6.831   |10.12    |F5              |    ~     ~      |    1|  338.089   pc  |  -1.5202     +1.5202  |paral   |2020yCat.1350....0G
101 |HD 100573                                                                                                |Star                                |11 35 27.8240118744 +74 14 28.316051952|129.7486398117591 +41.8663626827062|   0.954 -4.063   |9.33     |K0              |    ~     ~      |    1|  567.215   pc  |  -4.4721     +4.4721  |paral   |2020yCat.1350....0G
102 |HD 100653                                                                                                |Star                                |11 35 56.0322525552 +75 11 50.510364072|129.2192365495293 +40.9959175890721|  -5.623 11.887   |10.17    |F5              |    ~     ~      |    1|  251.490   pc  |  -0.9108     +0.9108  |paral   |2020yCat.1350....0G
103 |HD 100716                                                                                                |Star                                |11 36 23.7603748392 +74 49 19.713909108|129.3726643745706 +41.3541732618524|-16.155 -22.313   |9.54     |F8              |    ~     ~      |    1|  164.652   pc  |  -0.3850     +0.3850  |paral   |2020yCat.1350....0G
104 |HD 100795                                                                                                |Star                                |11 36 58.5046945440 +75 07 08.561991576|129.1768140400991 +41.0936719674095|  -20.180 1.187   |8.18     |K5              |    ~     ~      |    1|  601.866   pc  |  -6.5566     +6.5566  |paral   |2020yCat.1350....0G
105 |BD+75 452                                                                                                |Double or Multiple Star             |11 37 48.1654769976 +75 07 43.029758928|129.1066991927921 +41.1047164056379| -18.428 -7.930   |10.510   |K0              |    ~     ~      |    1|  357.232   pc  |  -1.5697     +1.5697  |paral   |2020yCat.1350....0G
106 |TYC 4550-1403-1                                                                                          |Star                                |11 38 46.9164741192 +75 09 36.622764972|129.0138231367921 +41.0986677632168|  10.118 -6.795   |10.39    |G5              |    ~     ~      |    1|  856.751   pc  | -10.9369    +10.9369  |paral   |2020yCat.1350....0G
107 |BD+75 453                                                                                                |Star                                |11 38 38.417 +75 10 51.14              |129.014884 +41.076085              |       1.2 -9.0   |10.1     |G5              |    ~     ~      |    0|                |                       |        |                   
108 |HD 101106                                                                                                |Star                                |11 39 06.2061272280 +75 03 40.501040436|129.0366171813267 +41.1982549228583|   12.346 2.048   |9.46     |F8              |    ~     ~      |    1|  373.246   pc  |  -1.7414     +1.7414  |paral   |2020yCat.1350....0G
109 |HD 101192                                                                                                |Star                                |11 39 35.7997191168 +75 01 46.141977540|129.0127098655974 +41.2394642954390|    6.328 0.339   |8.21     |K0              |    ~     ~      |    1|  305.848   pc  |  -1.9738     +1.9738  |paral   |2020yCat.1350....0G
110 |BD+75 456                                                                                                |Spectroscopic Binary                |11 44 07.2376842480 +74 25 54.084236124|128.9247334695432 +41.9040753572730|-41.268 -13.933   |10.32    |K0              |    ~     ~      |    1|  433.896   pc  |  -3.7841     +3.7841  |paral   |2020yCat.1350....0G
111 |BD+74 463                                                                                                |Star                                |11 32 14.2264050288 +74 10 13.368919260|130.0569394338954 +41.8442368310384|   3.351 -9.573   |10.01    |M0              |    ~     ~      |    1|  846.095   pc  |  -8.3758     +8.3758  |paral   |2020yCat.1350....0G
112 |HD 100829                                                                                                |Spectroscopic Binary                |11 37 09.7514942448 +73 48 54.170452836|129.8250772032654 +42.3045881014149|  46.069 43.428   |10.32    |G5              |    ~     ~      |    1|  240.396   pc  |  -7.9288     +7.9288  |paral   |2020yCat.1350....0G
113 |HD 100959                                                                                                |High Proper Motion Star             |11 38 03.6246878760 +73 44 36.304174860|129.7835917791920 +42.3947130405526|117.636 -45.258   |9.52     |G5              |    ~     ~      |    1|  109.480   pc  |  -0.1534     +0.1534  |paral   |2020yCat.1350....0G
114 |HD 101073                                                                                                |High Proper Motion Star             |11 38 35.4671622360 +74 20 32.391208212|129.4341266375874 +41.8535604597805|-27.303 -48.709   |10.55    |K0              |    ~     ~      |    1|  149.593   pc  |  -0.3267     +0.3267  |paral   |2020yCat.1350....0G
115 |HD 101239                                                                                                |Star                                |11 39 54.1743350088 +73 52 16.122724860|129.5576750915920 +42.3243824455853|-14.077 -20.331   |8.34     |K0              |    ~     ~      |    1|  374.602   pc  |  -5.5569     +5.5569  |paral   |2020yCat.1350....0G
116 |HD 100532                                                                                                |High Proper Motion Star             |11 34 58.3791122568 +73 23 34.644499296|130.2409708000904 +42.6330948826153| 40.300 -33.285   |8.33     |F5              |    ~     ~      |    1|   82.217   pc  |  -0.1291     +0.1291  |paral   |2020yCat.1350....0G
117 |HD 100830                                                                                                |Double or Multiple Star             |11 37 07.5396491856 +73 19 19.730410536|130.0856582015071 +42.7585538787928| -0.025 -19.428   |10.405   |K0              |    ~     ~      |    1|  243.291   pc  |  -0.7872     +0.7872  |paral   |2020yCat.1350....0G
118 |HD 101176                                                                                                |High Proper Motion Star             |11 39 21.2533873272 +73 39 12.293343864|129.7155037781815 +42.5122703247425|-72.913 -25.915   |9.13     |G5              |    ~     ~      |    1|   56.999   pc  |  -0.0510     +0.0510  |paral   |2020yCat.1350....0G
119 |HD 101950                                                                                                |Star                                |11 44 42.6155098944 +73 08 48.471279540|129.4791993398534 +43.1229359407866|   -3.834 0.893   |7.03     |K2              |    ~     ~      |    1|  380.532   pc  |  -2.1865     +2.1865  |paral   |2020yCat.1350....0G
120 |NGC 3752                           NGC 3752                                                              |Galaxy                              |11 32 32.2744542552 +74 37 38.669250864|129.7859219523705 +41.4340415043546|            ~ ~   |     ~   |~               |1.143 0.480      |    1|   25.94    Mpc |  -2.33       +2.33    |T-F     |2020ApJ...902..145K
121 |NGC 3736                           NGC 3736                                                              |Galaxy                              |11 35 41.8940905800 +73 27 06.625375776|130.1448231560702 +42.5993753742585|            ~ ~   |     ~   |~               |0.687 0.330      |    0|                |                       |        |                   
122 |V* CT Dra                                                                                                |Long-Period Variable                |11 41 09.2896110216 +75 28 21.491291928|128.6784171666830 +40.8617563732906|  19.474 -6.114   |10.11    |M5              |    ~     ~      |    1|  880.204   pc  | -25.2572    +25.2572  |paral   |2020yCat.1350....0G
123 |HD 101299                                                                                                |Star                                |11 40 16.3308172920 +74 46 44.828304312|129.0795514977331 +41.4886633953410|  -19.034 4.002   |10.39    |K0              |    ~     ~      |    1|  804.505   pc  |  -8.4787     +8.4787  |paral   |2020yCat.1350....0G
