C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:38:06

dec >=0&rah >=16.5&rah< 16.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 4307

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|-------------------|---------------|-----|----------------|-----------------------|--------|-------------------
94  |TYC 4571-1230-1                                                                                                                             |Star                                |16 39 15.2543777544 +78 03 08.851886388|110.9724576209709 +33.1323706982709|    7.220 2.178    |10.63    |~                  |    ~     ~    |    1|  881.135   pc  |  -8.3851     +8.3851  |paral   |2020yCat.1350....0G
95  |TYC 4572-285-1                                                                                                                              |Star                                |16 40 16.1812833600 +78 10 43.394783340|111.0785619524756 +33.0285871643280|   -9.573 5.669    |10.97    |~                  |    ~     ~    |    1|  351.481   pc  |  -1.7048     +1.7048  |paral   |2020yCat.1350....0G
96  |TYC 4572-1557-1                                                                                                                             |Star                                |16 43 49.8980091024 +78 30 26.931478032|111.3335337701475 +32.7210275731055| 13.895 -32.446    |10.94    |~                  |    ~     ~    |    1|  260.960   pc  |  -0.6946     +0.6946  |paral   |2020yCat.1350....0G
97  |TYC 4575-423-1                                                                                                                              |Star                                |16 32 34.8096118896 +80 32 43.989868644|113.7489925781996 +32.2113999523742|  6.378 -13.965    |10.28    |~                  |    ~     ~    |    1|  901.632   pc  | -16.6653    +16.6653  |paral   |2020yCat.1350....0G
98  |TYC 4575-532-1                                                                                                                              |Star                                |16 31 12.8024642400 +80 24 14.037375996|113.6380764592462 +32.3316815945236| -32.456 -5.228    |10.33    |~                  |    ~     ~    |    1|   84.808   pc  |  -0.0928     +0.0928  |paral   |2020yCat.1350....0G
99  |TYC 4575-641-1                                                                                                                              |Star                                |16 37 46.9731594312 +78 59 33.700030764|112.0067302217571 +32.7634424083588|   -2.201 0.392    |10.85    |~                  |    ~     ~    |    1|  203.558   pc  |  -0.4309     +0.4309  |paral   |2020yCat.1350....0G
100 |TYC 4575-658-1                                                                                                                              |Star                                |16 32 00.7824723528 +79 55 10.967872656|113.1218708175946 +32.5456990039183|    1.863 1.349    |10.22    |~                  |    ~     ~    |    1| 1511.716   pc  |-104.2090   +104.2090  |paral   |2020yCat.1350....0G
101 |TYC 4575-730-1                                                                                                                              |Star                                |16 37 15.9284848872 +80 26 51.454897836|113.5357934904121 +32.0913714859582|   9.132 -0.614    |10.44    |~                  |    ~     ~    |    1|  889.601   pc  |  -9.8132     +9.8132  |paral   |2020yCat.1350....0G
102 |TYC 4575-895-1                                                                                                                              |High Proper Motion Star             |16 36 26.7990500568 +78 59 44.349701748|112.0455845994691 +32.8182975511369|  35.181 35.947    |10.55    |~                  |    ~     ~    |    1|  235.433   pc  |  -0.8591     +0.8591  |paral   |2020yCat.1350....0G
103 |TYC 4575-994-1                                                                                                                              |Star                                |16 39 31.2031240272 +80 20 27.992505588|113.3723150024034 +32.0597036403264|  11.710 16.171    |10.34    |~                  |    ~     ~    |    1|  431.518   pc  |  -2.9421     +2.9421  |paral   |2020yCat.1350....0G
104 |TYC 4575-1109-1                                                                                                                             |Star                                |16 30 15.0934745952 +79 09 31.268546640|112.3854005206831 +32.9952242726760| -29.584 26.200    |10.79    |~                  |    ~     ~    |    1|  128.660   pc  |  -0.2202     +0.2202  |paral   |2020yCat.1350....0G
105 |TYC 4575-1143-1                                                                                                                             |Star                                |16 37 58.5068043048 +79 09 13.871846304|112.1708486716741 +32.6798317533904|   -4.056 7.137    |10.35    |~                  |    ~     ~    |    1| 1239.311   pc  | -16.7412    +16.7412  |paral   |2020yCat.1350....0G
106 |TYC 4575-1313-1                                                                                                                             |Star                                |16 30 29.0379127152 +78 52 53.727613824|112.0921694325251 +33.1237031529046|   -7.872 2.522    |10.10    |~                  |    ~     ~    |    1|  376.081   pc  |  -2.1923     +2.1923  |paral   |2020yCat.1350....0G
107 |TYC 4575-1361-1                                                                                                                             |Star                                |16 37 25.7519014608 +79 58 18.250951764|113.0386949307233 +32.3140638158992|   2.407 -3.555    |9.76     |~                  |    ~     ~    |    1|  570.093   pc  |  -3.5101     +3.5101  |paral   |2020yCat.1350....0G
108 |TYC 4576-1001-1                                                                                                                             |Star                                |16 42 27.4175700720 +79 26 23.108610840|112.3577525768581 +32.3632939462958|  11.117 -0.566    |10.38    |~                  |    ~     ~    |    1|  286.755   pc  |  -1.1101     +1.1101  |paral   |2020yCat.1350....0G
109 |TYC 4576-1300-1                                                                                                                             |Star                                |16 40 37.4517768360 +79 08 47.311297980|112.0944272656395 +32.5728149754448| -22.289 39.350    |10.75    |~                  |    ~     ~    |    1|  250.000   pc  |  -0.6687     +0.6687  |paral   |2020yCat.1350....0G
110 |TYC 4576-1321-1                                                                                                                             |Star                                |16 42 05.7565463568 +80 30 36.690960132|113.4891696881524 +31.8858234535420|  1.740 -12.919    |10.48    |~                  |    ~     ~    |    1|  865.876   pc  |  -8.9969     +8.9969  |paral   |2020yCat.1350....0G
111 |TYC 4576-1329-1                                                                                                                             |Star                                |16 43 49.8185393112 +79 17 21.673970880|112.1649782983516 +32.3744367019339| -10.539 -5.302    |10.43    |~                  |    ~     ~    |    1|  211.207   pc  |  -0.6201     +0.6201  |paral   |2020yCat.1350....0G
