C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST07:20:27

Vmag< 11&dec >=0&rah >=23.25&rah< 23.5
--------------------------------------

Number of objects : 4862

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |     spec. type      |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------------|---------------
143 |BD+45 4231                                                            |Long-Period Variable           |23 27 52.4922397944 +46 08 34.445739372|108.1591463482224 -14.3181573072482|  -8.931 -8.182  |10.42    |K7III                |    ~     ~    
144 |BD+45 4236                                                            |Star                           |23 28 36.3832328784 +45 57 05.974630776|108.2185962464122 -14.5403504592486|   9.099 -1.308  |10.03    |G0                   |    ~     ~    
145 |HD 221057                                                             |Spectroscopic Binary           |23 28 27.2614421232 +45 41 35.432203020|108.1057224861922 -14.7761277056184|  -0.346 -2.970  |7.670    |K0                   |    ~     ~    
146 |BD+44 4425                                                            |Star                           |23 28 51.0324315888 +45 21 37.829567412|108.0615379740173 -15.1132626169611|  -1.417 -3.542  |10.01    |A2                   |    ~     ~    
147 |HD 221112                                                             |Star                           |23 28 58.1792983392 +45 16 41.897819028|108.0543843432255 -15.1978092852104|   10.119 0.132  |8.91     |A0                   |    ~     ~    
148 |BD+44 4428                                                            |High Proper Motion Star        |23 29 41.6509777776 +45 46 52.808947932|108.3469153809873 -14.7627410137422| 40.294 -49.258  |9.27     |G0                   |    ~     ~    
149 |HD 221233                                                             |Star                           |23 29 56.5179485112 +45 29 15.049051908|108.2917299424004 -15.0549118159983|   17.871 0.719  |8.74     |A0                   |    ~     ~    
150 |BD+45 4229                                                            |Star                           |23 27 37.9205051952 +46 23 27.687814800|108.2021419559247 -14.0699857051761|   0.029 -2.805  |10.60    |~                    |    ~     ~    
151 |V* V662 And                                                           |Eclipsing Binary               |23 28 27.4979946600 +45 22 40.281378348|107.9999311045598 -15.0744188608132| 20.684 -36.108  |10.59    |K0V                  |    ~     ~    
152 |BD+46 4037                                                            |Star                           |23 24 42.0256876104 +46 56 16.380888288|107.9014396281972 -13.3868391765285|   3.519 -2.286  |9.86     |A2                   |    ~     ~    
153 |HD 220654                                                             |Star                           |23 25 09.6360244848 +47 11 40.130935044|108.0660997018811 -13.1716641618282|   7.769 -9.627  |9.280    |A0                   |    ~     ~    
154 |BD+45 4214                                                            |Star                           |23 24 35.0705822616 +46 44 44.976327972|107.8154334679907 -13.5608601024311|    9.058 4.675  |9.50     |K5III                |    ~     ~    
155 |BD+45 4219                                                            |Star                           |23 25 44.0066538312 +46 27 02.485509372|107.9043989663039 -13.9052256502883| -5.381 -43.844  |9.87     |F0                   |    ~     ~    
156 |BD+45 4218                                                            |Star                           |23 25 27.5545800816 +46 09 04.665047076|107.7548327671312 -14.1713576754397| 15.447 -22.235  |9.98     |F5                   |    ~     ~    
157 |BD+45 4222                                                            |Star                           |23 26 34.9229512752 +46 11 33.558493740|107.9580569765206 -14.1973537009810|  -9.311 -2.496  |9.87     |K0V                  |    ~     ~    
158 |BD+45 4227                                                            |Star                           |23 26 58.4001473520 +46 11 25.948490676|108.0232389978545 -14.2217946952687|   3.319 -3.787  |10.37    |K5III                |    ~     ~    
159 |HD 220721                                                             |High Proper Motion Star        |23 25 45.6905105472 +45 20 50.671956336|107.5267687860193 -14.9461407866992| 47.325 -45.964  |7.88     |G0                   |    ~     ~    
160 |HD 220748                                                             |High Proper Motion Star        |23 25 57.7746360696 +45 23 05.529298200|107.5742785548337 -14.9227441603088| 46.917 -44.329  |8.49     |G5                   |    ~     ~    
161 |HD 220749                                                             |Star                           |23 26 00.3834091512 +45 03 06.391831392|107.4659157343542 -15.2390707465933|    9.371 2.955  |8.35     |K2                   |    ~     ~    
162 |HD 220909                                                             |Star                           |23 27 20.6960662464 +45 22 05.164628808|107.8053772529393 -15.0193949981275| -6.984 -12.652  |7.74     |A0                   |    ~     ~    
163 |BD+44 4422                                                            |Star                           |23 27 28.0072128792 +45 17 32.178995160|107.8003640967609 -15.0980417168685|  -5.476 -6.830  |10.25    |F8                   |    ~     ~    
164 |IRAS 23225+4636                                                       |Star                           |23 24 55.2073360584 +46 53 17.584883628|107.9205047864387 -13.4462564022004|   4.740 -4.017  |10.39    |~                    |    ~     ~    
165 |IRAS 23228+4518                                                       |Long-Period Variable Candidate |23 25 11.9612011464 +45 35 20.437141848|107.5150708608420 -14.6854542285210| 26.737 -11.820  |9.55     |~                    |    ~     ~    
166 |IRAS 23228+4641                                                       |Star                           |23 25 13.6873338504 +46 58 22.480420656|108.0007204859822 -13.3842112046066|  -1.301 -6.170  |9.81     |~                    |    ~     ~    
167 |G 216-43                                                              |High Proper Motion Star        |23 26 39.6540209032 +45 21 14.082570311|107.6831520259098 -14.9929080409418|432.275 115.928  |10.93    |M4.5                 |    ~     ~    
168 |HD 220949                                                             |Spectroscopic Binary           |23 27 41.6229375960 +44 47 07.012191156|107.6660071188133 -15.5898333532427| -1.544 -18.876  |7.44     |G5                   |    ~     ~    
169 |BD+44 4426                                                            |High Proper Motion Star        |23 28 58.6327461120 +44 53 44.913385320|107.9267619596925 -15.5599733832056| 111.971 13.465  |9.50     |G0                   |    ~     ~    
170 |BD+43 4469                                                            |Star                           |23 28 50.8845221928 +44 45 59.558736348|107.8605805060690 -15.6747390125176|  -9.641 -2.566  |10.03    |A0                   |    ~     ~    
171 |TYC 3242-841-1                                                        |Star                           |23 28 55.1784320136 +44 49 14.048395140|107.8913242750901 -15.6277974991787|    9.037 4.842  |10.63    |~                    |    ~     ~    
172 |TYC 3636-84-1                                                         |Star                           |23 25 59.9018391888 +45 49 02.922795876|107.7302614638386 -14.5172449487868| -3.714 -12.370  |10.34    |~                    |    ~     ~    
173 |TYC 3636-116-1                                                        |Star                           |23 25 56.4216125712 +45 32 28.853804328|107.6247421303107 -14.7740095506110|   -1.178 1.248  |10.18    |~                    |    ~     ~    
174 |TYC 3636-1788-1                                                       |Star                           |23 24 40.1055371280 +46 41 02.863163580|107.8078650049661 -13.6237841098830|  -0.591 -4.010  |10.71    |~                    |    ~     ~    
175 |TYC 3636-1804-1                                                       |Spectroscopic Binary           |23 24 30.8756418192 +46 20 03.515668800|107.6601201711831 -13.9439159507413|  -8.043 -7.784  |10.61    |~                    |    ~     ~    
176 |TYC 3636-1923-1                                                       |Star                           |23 24 33.7620264072 +46 23 23.954234892|107.6876314990156 -13.8943601594560| -5.732 -10.735  |9.95     |~                    |    ~     ~    
177 |TYC 3636-1975-1                                                       |Star                           |23 24 50.4542365920 +46 37 36.015438000|107.8165297126509 -13.6878657334489| 21.224 -11.125  |10.07    |~                    |    ~     ~    
178 |TYC 3636-1990-1                                                       |Star                           |23 25 53.6276055648 +46 34 01.757754732|107.9713097543809 -13.8047027513835|  -0.951 -3.815  |10.41    |~                    |    ~     ~    
179 |TYC 3636-2018-1                                                       |Star                           |23 24 45.4066913064 +46 49 57.725577444|107.8742044311036 -13.4890852853020|  -6.667 -8.527  |10.74    |~                    |    ~     ~    
