C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:29:15

dec >=0&rah >=15.5&rah< 15.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2751

 #  |                              identifier                              |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|----------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
808 |TYC 3483-1678-1                                                       |High Proper Motion Star           |15 32 30.1454074344 +45 13 58.720147356|073.2927958866129 +53.3197370959906|-91.688 -44.238  |10.79    |~                |    ~     ~    |    1|  146.334   pc  |  -0.2420     +0.2420  |paral   |2020yCat.1350....0G
809 |TYC 3483-1746-1                                                       |Star                              |15 35 50.7499927944 +47 08 48.216131448|076.0561406623828 +52.2229148899701| -5.884 -16.608  |10.91    |~                |    ~     ~    |    1|  252.800   pc  |  -1.4699     +1.4699  |paral   |2020yCat.1350....0G
810 |TYC 3483-1750-1                                                       |Star                              |15 34 53.3424359976 +45 14 48.755074740|073.1296882173398 +52.9109388485713|    5.957 9.541  |10.94    |~                |    ~     ~    |    1|  824.674   pc  |  -8.3651     +8.3651  |paral   |2020yCat.1350....0G
811 |TYC 3483-1764-1                                                       |Red Giant Branch star             |15 34 51.9345045408 +45 08 10.986594792|072.9544369393776 +52.9435614773677| -3.006 -10.707  |10.99    |~                |    ~     ~    |    1| 1772.421   pc  | -35.1845    +35.1845  |paral   |2020yCat.1350....0G
812 |TYC 3483-1854-1                                                       |Star                              |15 38 11.4494686104 +45 21 10.805629500|073.0550372104623 +52.3224502936540|  9.884 -14.272  |10.53    |~                |    ~     ~    |    1|  812.216   pc  |  -8.2462     +8.2462  |paral   |2020yCat.1350....0G
813 |TYC 3483-1254-1                                                       |High Proper Motion Star           |15 34 39.5875355376 +47 21 44.830021788|076.4914720589738 +52.3499032972443| -76.802 45.555  |10.60    |~                |    ~     ~    |    1|  110.946   pc  |  -1.0820     +1.0820  |paral   |2020yCat.1350....0G
814 |BD+48 2304                                                            |Star                              |15 30 14.6943654624 +48 12 11.964776652|078.1951954162492 +52.7795272725588| -18.819 -0.530  |10.19    |F8               |    ~     ~    |    1|  264.529   pc  |  -0.7697     +0.7697  |paral   |2020yCat.1350....0G
815 |BD+48 2305                                                            |Star                              |15 30 55.2068557248 +48 26 30.763202640|078.5015192693780 +52.5923725882783|  -14.307 8.404  |9.46     |K0               |    ~     ~    |    1|  585.138   pc  |  -3.7662     +3.7662  |paral   |2020yCat.1350....0G
816 |BD+48 2306                                                            |Red Giant Branch star             |15 32 13.6755576744 +47 55 59.704049388|077.5927455942233 +52.5576799609116|  9.777 -26.711  |9.50     |G5               |    ~     ~    |    1|  696.961   pc  |  -5.5376     +5.5376  |paral   |2020yCat.1350....0G
817 |HD 138438                                                             |Star                              |15 30 13.9226068344 +47 10 58.294543656|076.5981950883921 +53.1194292709129|  -8.391 13.593  |9.22     |K0               |    ~     ~    |    1|  522.712   pc  |  -2.9509     +2.9509  |paral   |2020yCat.1350....0G
818 |BD+47 2233                                                            |Star                              |15 30 21.2863249032 +47 01 55.724206260|076.3489920046791 +53.1476716934846|  -0.338 -9.726  |9.50     |G5               |    ~     ~    |    1|  586.304   pc  |  -4.0219     +4.0219  |paral   |2020yCat.1350....0G
819 |HD 138556                                                             |Star                              |15 31 02.4036753288 +47 20 01.863089340|076.7629802582892 +52.9411777444751|   -2.971 7.999  |8.31     |A2               |    ~     ~    |    1|  180.986   pc  |  -1.7950     +1.7950  |paral   |2020yCat.1350....0G
820 |HD 138802                                                             |Star                              |15 32 30.6360162888 +47 17 55.748993028|076.5772953108667 +52.7158781460872|    1.550 2.781  |9.47     |F8               |    ~     ~    |    1|  264.026   pc  |  -0.7738     +0.7738  |paral   |2020yCat.1350....0G
821 |TYC 3483-934-1                                                        |Star                              |15 32 04.3527095640 +47 08 38.984538624|076.3729022167413 +52.8348846771354|   8.401 10.669  |10.62    |~                |    ~     ~    |    1|  370.934   pc  |  -1.6236     +1.6236  |paral   |2020yCat.1350....0G
822 |TYC 3483-992-1                                                        |Star                              |15 31 51.6931271856 +47 29 00.831521616|076.9241805696950 +52.7615790280284|    7.931 9.137  |10.99    |~                |    ~     ~    |    1|  206.800   pc  |  -0.4490     +0.4490  |paral   |2020yCat.1350....0G
823 |TYC 3486-1283-1                                                       |Star                              |15 34 57.7263877800 +47 37 47.256480336|076.8815844516437 +52.2190369825029|  -17.110 2.753  |9.85     |~                |    ~     ~    |    1|  711.896   pc  |  -5.3214     +5.3214  |paral   |2020yCat.1350....0G
824 |TYC 3486-1336-1                                                       |Star                              |15 30 09.2612335608 +48 38 10.532208588|078.8742405112252 +52.6437917951608| -6.116 -21.138  |10.54    |~                |    ~     ~    |    1|  286.008   pc  |  -0.8916     +0.8916  |paral   |2020yCat.1350....0G
825 |TYC 3486-1492-1                                                       |High Proper Motion Star           |15 35 35.5049110776 +47 33 30.082066452|076.7174491477997 +52.1400280331330|-62.282 -43.423  |10.17    |~                |    ~     ~    |    1|  198.633   pc  |  -0.4735     +0.4735  |paral   |2020yCat.1350....0G
826 |TYC 3486-1316-1                                                       |Star                              |15 33 09.4450903728 +47 49 11.274833640|077.3333799426767 +52.4470607176499| -15.259 14.943  |10.20    |~                |    ~     ~    |    1|  728.067   pc  |  -6.0429     +6.0429  |paral   |2020yCat.1350....0G
827 |HD 140432                                                             |Double or Multiple Star           |15 41 58.3193011920 +42 03 04.750749036|067.5366981156935 +52.3361104390932|   27.739 5.455  |8.27     |F8               |    ~     ~    |    1|   86.589   pc  |  -4.7595     +4.7595  |paral   |2020yCat.1350....0G
828 |HD 140343                                                             |Star                              |15 41 28.7337808680 +41 38 02.672536632|066.8854938661414 +52.4934739597018|  5.106 -11.770  |8.18     |K0               |    ~     ~    |    1|  281.310   pc  |  -1.3136     +1.3136  |paral   |2020yCat.1350....0G
829 |BD+41 2615                                                            |Star                              |15 38 25.8531468120 +41 12 06.769584648|066.3274197609703 +53.1255556535209|  -0.268 -3.074  |9.93     |K0               |    ~     ~    |    1|  618.735   pc  |  -4.4026     +4.4026  |paral   |2020yCat.1350....0G
830 |HD 140228                                                             |Star                              |15 40 54.9293452848 +40 56 46.838423364|065.7920112196715 +52.7009059958471|  -2.030 32.608  |8.560    |G0               |    ~     ~    |    1|  133.955   pc  |  -0.3176     +0.3176  |paral   |2020yCat.1350....0G
831 |HD 140252                                                             |Star                              |15 41 04.1923361904 +40 45 44.056862568|065.4844498495389 +52.6978540705592|  -7.308 12.244  |8.75     |F0               |    ~     ~    |    1|  414.096   pc  |  -2.5207     +2.5207  |paral   |2020yCat.1350....0G
832 |HD 140415                                                             |Star                              |15 41 56.8386689040 +40 42 27.388675332|065.3580727220514 +52.5406095870253| 11.235 -14.245  |8.98     |F2               |    ~     ~    |    1|  157.485   pc  |  -0.3249     +0.3249  |paral   |2020yCat.1350....0G
833 |BD+41 2628                                                            |Star                              |15 42 36.8603170944 +41 14 16.374454332|066.1909536398622 +52.3423999943220|-33.457 -15.348  |10.00    |F8               |    ~     ~    |    1|  158.418   pc  |  -0.2610     +0.2610  |paral   |2020yCat.1350....0G
834 |HD 140645                                                             |Star                              |15 43 12.6468298680 +40 42 44.919825192|065.3142451881888 +52.3026226153878|   2.782 -0.306  |8.98     |F2               |    ~     ~    |    1|  280.867   pc  |  -1.0019     +1.0019  |paral   |2020yCat.1350....0G
835 |BD+41 2630                                                            |Star                              |15 44 25.5081121656 +40 56 25.202247648|065.6338650671043 +52.0451914794210| -14.753 -4.621  |9.95     |F8               |    ~     ~    |    1|  271.474   pc  |  -0.8696     +0.8696  |paral   |2020yCat.1350....0G
836 |BD+41 2631                                                            |Star                              |15 44 33.3350608344 +40 53 57.222382164|065.5624057840350 +52.0261002709751|  15.348 -4.519  |10.27    |F8               |    ~     ~    |    1|  293.135   pc  |  -1.0999     +1.0999  |paral   |2020yCat.1350....0G
837 |NGC 5992                           NGC 5992                           |Radio Galaxy                      |15 44 21.467 +41 05 11.08              |065.872000 +52.038450              |            ~ ~  |     ~   |~                |0.537 0.279    |    1|  140.2     Mpc |                       |T-F     |2011PASP..123.1011A
838 |NGC 5993                           NGC 5993                           |Quasar Candidate                  |15 44 27.4032686664 +41 07 18.525673092|065.9249469981498 +52.0152262243213|  -3.257 -2.379  |     ~   |~                |0.583 0.548    |    1| 1544.163   pc  | -46.0197    +46.0197  |paral   |2020yCat.1350....0G
839 |TYC 3056-200-1                                                        |High Proper Motion Star           |15 39 53.7727399968 +41 39 17.033452092|066.9966468699653 +52.7820953176988| -32.305 50.181  |10.00    |~                |    ~     ~    |    1|  262.522   pc  |  -0.8270     +0.8270  |paral   |2020yCat.1350....0G
840 |TYC 3056-217-1                                                        |Star                              |15 39 43.2385645032 +40 49 35.142090492|065.6492377201673 +52.9416014825517|-42.038 -25.702  |10.46    |~                |    ~     ~    |    1|  534.817   pc  |  -3.2893     +3.2893  |paral   |2020yCat.1350....0G
841 |TYC 3056-350-1                                                        |Star                              |15 39 20.2155052080 +41 13 36.887261304|066.3243767755056 +52.9533445585412| 12.798 -20.350  |10.62    |~                |    ~     ~    |    1|  240.743   pc  |  -0.6375     +0.6375  |paral   |2020yCat.1350....0G
