C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:53:14

dec< 0&rah >=23.0&rah< 23.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 2790

 #  |                              identifier                              |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|----------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-------------------------|--------|-------------------
94  |CD-39 14919                                                           |Star                              |23 03 20.7813376944 -38 53 29.693009724|358.4791875464650 -64.6048507461207| 20.942 -13.268   |10.406   |~                 |    ~     ~    |    1|  753.024   pc  | -29.6800    +29.6800    |ST-L    |2020AJ....160...83S
95  |CD-39 14920                                                           |Star                              |23 03 28.2816968736 -38 58 47.437340268|358.2663070068616 -64.5981996990987|  41.250 -9.589   |10.856   |~                 |    ~     ~    |    1|  232.409   pc  |  -2.9930     +2.9930    |ST-L    |2020AJ....160...83S
96  |CD-41 15118                                                           |Star                              |23 03 17.2751 -40 56 30.713            |354.0986152 -63.8449099            |   8.941 -6.111   |10.68    |~                 |    ~     ~    |    0|                |                         |        |                   
97  |CD-41 15113                                                           |Star                              |23 02 25.9140040008 -40 50 21.041236392|354.4564691520228 -63.7365656678019|  38.612 16.990   |10.49    |~                 |    ~     ~    |    1|  369.085   pc  |  -3.5282     +3.5282    |paral   |2020yCat.1350....0G
98  |NGC 7456                           NGC 7456                           |Galaxy towards a Group of Galaxies|23 02 10.3552289496 -39 34 09.916618440|357.1848651049151 -64.1598869436326|  -1.672 -2.892   |     ~   |~                 | 5.01  1.78    |    1|   14.32    Mpc |  -1.93       +1.93      |T-F     |2020ApJ...902..145K
99  |TYC 8005-225-1                                                        |Star                              |23 00 37.5518738904 -39 47 19.397241204|356.9530654609837 -63.8044703612912|  -3.643 -7.913   |10.960   |~                 |    ~     ~    |    1| 1146.170   pc  | -51.6000    +51.6000    |ST-L    |2020AJ....160...83S
100 |TYC 8005-576-1                                                        |Star                              |23 02 24.4167858912 -39 10 35.584237812|357.9982816513944 -64.3373921860633|   2.390 -2.938   |10.178   |~                 |    ~     ~    |    1| 1651.680   pc  |-142.0000   +142.0000    |ST-L    |2020AJ....160...83S
101 |TYC 8005-731-1                                                        |Star                              |23 03 08.5782122568 -38 48 44.321734152|358.6841370241925 -64.5937553825758|  -6.076 -3.765   |10.676   |~                 |    ~     ~    |    1| 2047.710   pc  |-230.3000   +230.3000    |ST-L    |2020AJ....160...83S
102 |CD-42 16217                                                           |Star                              |23 10 54.8067924000 -41 29 18.629624364|351.5439568179093 -64.9104800917981|  29.090 -4.192   |10.969   |~                 |    ~     ~    |    1|  335.348   pc  |  -9.5190     +9.5190    |ST-L    |2020AJ....160...83S
103 |CD-42 16229                                                           |Star                              |23 13 09.8371452312 -41 28 52.750131708|351.0993435843441 -65.2881756966643| -3.041 -29.174   |10.73    |~                 |    ~     ~    |    1|  220.721   pc  |  -0.8964     +0.8964    |paral   |2020yCat.1350....0G
104 |CD-42 16232                                                           |Star                              |23 13 43.7072006352 -41 24 23.049149328|351.1401673673066 -65.4166818023713|  10.940 24.910   |10.69    |~                 |    ~     ~    |    1|  296.288   pc  |  -1.7557     +1.7557    |paral   |2020yCat.1350....0G
105 |HD 218021                                                             |Star                              |23 05 11.8530319176 -38 53 32.773976016|358.1919145903755 -64.9436178620016| 28.556 -15.617   |8.88     |K3III             |    ~     ~    |    1|  451.569   pc  |  -3.7928     +3.7928    |paral   |2020yCat.1350....0G
106 |HD 218038                                                             |Star                              |23 05 17.9346641160 -38 55 12.009297756|358.1147945922686 -64.9526901137800| 24.910 -19.983   |8.84     |G8III             |    ~     ~    |    1|  399.840   pc  |  -2.5739     +2.5739    |paral   |2020yCat.1350....0G
107 |HD 218178                                                             |Long-Period Variable              |23 06 12.7010618760 -38 48 38.637323136|358.2131370551064 -65.1571126996626| -5.638 -17.660   |8.46     |K5III             |    ~     ~    |    1| 1164.415   pc  | -31.1849    +31.1849    |paral   |2020yCat.1350....0G
108 |HD 218136                                                             |High Proper Motion Star           |23 05 57.4964431872 -39 25 07.501650816|356.9073382271839 -64.8959954322566|111.016 -15.404   |7.73     |G8III             |    ~     ~    |    1|  236.083   pc  |  -1.2596     +1.2596    |paral   |2020yCat.1350....0G
109 |CSI-40-23017                                                          |Star                              |23 04 24.0 -40 03 00                   |355.7959 -64.3845                  |            ~ ~   |9.4      |K5V               |    ~     ~    |    0|                |                         |        |                   
110 |HD 217841                                                             |Star                              |23 03 58.9687477416 -40 49 02.742416400|354.2398581149658 -64.0148636953991|  6.306 -11.740   |8.89     |K0III             |    ~     ~    |    1|  421.674   pc  |  -3.1650     +3.1650    |paral   |2020yCat.1350....0G
111 |HD 217961                                                             |High Proper Motion Star           |23 04 48.0506727408 -40 22 38.666318268|355.0291370432737 -64.3302964602474| 55.855 -44.692   |9.96     |G0/1V             |    ~     ~    |    1|  168.813   pc  |  -0.5301     +0.5301    |paral   |2020yCat.1350....0G
112 |HD 218086                                                             |Star                              |23 05 40.9963362240 -40 35 03.610068180|354.4368550637838 -64.4032657916600|   21.838 1.331   |8.90     |K1III             |    ~     ~    |    1|  492.078   pc  |  -6.4651     +6.4651    |paral   |2020yCat.1350....0G
113 |CD-40 15017                                                           |Star                              |23 04 44.0797624752 -39 58 19.114192308|355.9078462277341 -64.4731263870341|  14.095 11.482   |10.49    |~                 |    ~     ~    |    1|  440.606   pc  |  -3.1450     +3.1450    |paral   |2020yCat.1350....0G
114 |CD-39 14923                                                           |Star                              |23 04 50.8927377360 -38 39 41.336858664|358.7596587833612 -64.9574751681896|  24.915 -4.523   |10.895   |~                 |    ~     ~    |    1|  161.138   pc  |  -1.5690     +1.5690    |ST-L    |2020AJ....160...83S
115 |CD-39 14933                                                           |High Proper Motion Star           |23 06 31.0149932712 -39 03 53.694206748|357.5972850526237 -65.1239066299480|112.053 -38.073   |10.90    |~                 |    ~     ~    |    1|  120.800   pc  |  -0.9116     +0.9116    |ST-L    |2020AJ....160...83S
116 |CD-40 15012                                                           |Star                              |23 03 56.3115846312 -40 00 54.911569824|355.9466589206930 -64.3155108527543|  21.783 -9.646   |10.20    |~                 |    ~     ~    |    1|  601.142   pc  |  -5.4567     +5.4567    |paral   |2020yCat.1350....0G
117 |V* DI Gru                                                             |Eclipsing Binary                  |23 06 48.0111314304 -38 47 38.801021604|358.1558096192870 -65.2704473651128|  -1.040 -7.228   |8.70     |F3IV              |    ~     ~    |    1|  177.610   pc  |  -0.7981     +0.7981    |paral   |2020yCat.1350....0G
118 |HD 218402                                                             |Star                              |23 08 12.4949330256 -39 03 57.788989380|357.3132095106719 -65.4299554951574|  26.625 -2.049   |9.06     |K0III             |    ~     ~    |    1|  161.085   pc  |  -0.4567     +0.4567    |paral   |2020yCat.1350....0G
119 |HD 218506                                                             |Star                              |23 08 57.5119675416 -38 53 18.288140856|357.5856100517498 -65.6301733859944|  17.176 10.448   |9.89     |A5/7II            |    ~     ~    |    1|  285.250   pc  |  -1.4972     +1.4972    |paral   |2020yCat.1350....0G
120 |HD 218667                                                             |Spectroscopic Binary              |23 10 13.9277084256 -39 19 41.516806368|356.3720761722520 -65.6962188316257|  41.147 -1.809   |9.56     |F7V               |    ~     ~    |    1|  146.640   pc  |  -2.1260     +2.1260    |ST-L    |2020AJ....160...83S
121 |HD 219008                                                             |Star                              |23 12 59.1642128376 -39 15 59.865262524|356.0037207076186 -66.2111326545316|-16.158 -11.374   |9.99     |F5V               |    ~     ~    |    1|  269.143   pc  |  -1.0866     +1.0866    |paral   |2020yCat.1350....0G
122 |HD 219261                                                             |Star                              |23 14 55.4805210672 -39 10 40.626130656|355.8335377581026 -66.5908576685629|   1.017 -9.216   |7.93     |K3III             |    ~     ~    |    1|  447.387   pc  |  -7.2456     +7.2456    |paral   |2020yCat.1350....0G
123 |HD 218481                                                             |Star                              |23 08 45.7394813520 -39 39 44.972077896|355.8899392814896 -65.3061110618782| 31.156 -32.268   |9.88     |F6V               |    ~     ~    |    1|  232.019   pc  |  -0.8613     +0.8613    |paral   |2020yCat.1350....0G
124 |HD 218491                                                             |Star                              |23 08 52.3876899840 -39 37 39.940497840|355.9470427603451 -65.3391687227143|   20.339 3.303   |9.87     |F3V               |    ~     ~    |    1|  203.749   pc  |  -0.6310     +0.6310    |paral   |2020yCat.1350....0G
125 |HD 218654                                                             |High Proper Motion Star           |23 10 06.5145389184 -39 28 44.992072236|356.0561857562927 -65.6161894306125| 40.778 -69.252   |9.839    |G6V               |    ~     ~    |    1|  162.985   pc  |  -2.0450     +2.0450    |ST-L    |2020AJ....160...83S
126 |HD 218692                                                             |Star                              |23 10 29.2147932696 -39 38 59.911522008|355.6063226969172 -65.6166971152926|   9.770 19.487   |9.98     |A9V               |    ~     ~    |    1|  297.288   pc  |  -5.6410     +5.6410    |ST-L    |2020AJ....160...83S
127 |HD 219105                                                             |High Proper Motion Star           |23 13 41.6920601832 -39 42 39.256985196|354.8603880862017 -66.1568994864173|-23.817 -79.046   |9.36     |F7V               |    ~     ~    |    1|  111.178   pc  |  -0.2126     +0.2126    |paral   |2020yCat.1350....0G
128 |HD 218204                                                             |Star                              |23 06 37.5727003944 -40 17 38.508169956|354.8914679641216 -64.6830606305385| 41.499 -11.041   |8.80     |F8/G0V            |    ~     ~    |    1|   79.501   pc  |  -0.2358     +0.2358    |paral   |2020yCat.1350....0G
129 |HD 218492                                                             |Star                              |23 08 50.0683114104 -40 15 49.215025548|354.5605637172598 -65.0812821101862|-17.884 -21.328   |9.00     |G8/K0III          |    ~     ~    |    1|  374.406   pc  |  -3.0559     +3.0559    |paral   |2020yCat.1350....0G
130 |HD 218623                                                             |High Proper Motion Star           |23 09 54.4349349504 -40 04 19.763416524|354.7805235920067 -65.3461891528419| 96.395 -55.969   |9.24     |G0V               |    ~     ~    |    1|   90.823   pc  |  -0.1633     +0.1633    |paral   |2020yCat.1350....0G
131 |CD-40 15048                                                           |Star                              |23 10 00.6737679888 -39 59 15.916855740|354.9465925130571 -65.3984447161942| 20.985 -26.652   |9.78     |~                 |    ~     ~    |    1|  381.010   pc  |  -2.1630     +2.1630    |paral   |2020yCat.1350....0G
132 |HD 218642                                                             |Star                              |23 10 00.9012175392 -39 59 57.995515320|354.9201900200499 -65.3944053043118|   27.376 9.111   |9.69     |K1/2(V)           |    ~     ~    |    1|   83.042   pc  |  -0.5359     +0.5359    |ST-L    |2020AJ....160...83S
133 |HD 218684                                                             |Star                              |23 10 23.8346991432 -40 01 59.165318064|354.7750598725316 -65.4477392864356|  16.371 -9.859   |7.29     |G8III             |    ~     ~    |    1|  213.015   pc  |  -1.0935     +1.0935    |paral   |2020yCat.1350....0G
134 |HD 218877                                                             |Star                              |23 11 51.1312324248 -40 04 57.992081844|354.3893561844258 -65.6812297633577|-21.002 -11.056   |9.27     |K2/3III           |    ~     ~    |    1|  564.621   pc  |  -5.8977     +5.8977    |paral   |2020yCat.1350....0G
135 |HD 219009                                                             |Star                              |23 12 51.5843612520 -39 46 40.023323328|354.8730958642964 -65.9830682143128| -15.114 13.335   |9.19     |F8V               |    ~     ~    |    1|  171.571   pc  |  -0.5063     +0.5063    |paral   |2020yCat.1350....0G
136 |HD 219262                                                             |Star                              |23 14 56.6803875912 -39 57 38.247707808|354.0485382026431 -66.2696168234477|  19.457 -0.209   |9.91     |F0V               |    ~     ~    |    1|  242.530   pc  |  -1.3823     +1.3823    |paral   |2020yCat.1350....0G
