C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:03:39

dec< 0&rah >=12.0&rah< 12.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5795

 #  |                              identifier                              |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|----------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-------------------------|--------|-------------------
88  |HD 104677                                                             |High Proper Motion Star           |12 03 13.2050198664 -03 23 43.528645140|280.2107312763704 +57.3337816315278|-61.638 -70.944   |7.49     |K1III           |    ~     ~    |    1|  135.610   pc  |  -0.4377     +0.4377    |paral   |2020yCat.1350....0G
89  |HD 105089                                                             |Star                              |12 05 59.8144363320 -03 07 53.727353364|281.2621266855778 +57.8156184172437|-27.929 -19.739   |6.364    |G8/K0III        |    ~     ~    |    1|  171.459   pc  |  -1.0231     +1.0231    |paral   |2020yCat.1350....0G
90  |HD 105220                                                             |High Proper Motion Star           |12 06 54.4685959464 -03 37 04.537077204|281.9581358165275 +57.4292320847174|-45.639 -38.550   |9.31     |F6V             |    ~     ~    |    1|  145.490   pc  |  -1.6490     +1.6490    |ST-L    |2020AJ....160...83S
91  |HD 105342                                                             |Star                              |12 07 49.0998221664 -03 07 49.848330468|282.0709228619379 +57.9636241576756| 30.146 -24.775   |8.56     |F7V             |    ~     ~    |    1|   78.148   pc  |  -0.1484     +0.1484    |paral   |2020yCat.1350....0G
92  |HD 105447                                                             |Star                              |12 08 28.5626345784 -03 29 33.120696300|282.5768341374357 +57.6713924001309| -4.084 -17.622   |9.25     |F0V             |    ~     ~    |    1|  207.117   pc  |  -0.9180     +0.9180    |paral   |2020yCat.1350....0G
93  |BD-02 3473                                                            |Star                              |12 10 35.3055165048 -03 37 18.058044396|283.5898205039639 +57.7078865945264|  -25.164 2.346   |10.57    |F2              |    ~     ~    |    1|  369.396   pc  |  -8.7070     +8.7070    |ST-L    |2020AJ....160...83S
94  |HD 105809                                                             |Star                              |12 10 52.6689123096 -03 08 27.348149256|283.4513771855006 +58.1884503935982|  -33.754 3.812   |8.89     |F8IV            |    ~     ~    |    1|  204.700   pc  |  -3.1594     +3.1594    |paral   |2020yCat.1350....0G
95  |HD 104786                                                             |High Proper Motion Star           |12 03 59.3057663520 -04 07 01.384922964|280.9914099036477 +56.7197988011419|-52.636 -51.404   |9.21     |G3/5V           |    ~     ~    |    1|  718.856   pc  | -10.3867    +10.3867    |paral   |2020yCat.1350....0G
96  |HD 104944                                                             |Star                              |12 05 00.8342247072 -04 02 13.224417108|281.3838517898790 +56.8798718771899|-33.732 -13.853   |9.71     |G8/K0(V)        |    ~     ~    |    1|  210.682   pc  |  -3.0130     +3.0130    |ST-L    |2020AJ....160...83S
97  |BD-03 3235                                                            |Star                              |12 05 43.8743674032 -04 09 19.627463412|281.7636284884467 +56.8259823780846|   5.487 -9.152   |10.303   |K2              |    ~     ~    |    1|  831.435   pc  | -45.5800    +45.5800    |ST-L    |2020AJ....160...83S
98  |BD-03 3236                                                            |Star                              |12 06 04.8960615480 -04 16 32.311149636|281.9850180372840 +56.7401479761328|  42.110 -0.196   |10.28    |G5              |    ~     ~    |    1|   99.151   pc  |  -0.2772     +0.2772    |paral   |2020yCat.1350....0G
99  |HD 105518                                                             |High Proper Motion Star           |12 08 54.1277271048 -03 54 02.167618932|282.9983042581051 +57.3156948651986|-70.188 -32.421   |9.25     |G1V             |    ~     ~    |    1|  107.133   pc  |  -0.1997     +0.1997    |paral   |2020yCat.1350....0G
100 |BD-03 3244                                                            |Star                              |12 10 06.0560763480 -04 09 44.184674016|283.6701013390850 +57.1554779769327|  -6.395 -4.577   |9.79     |K2              |    ~     ~    |    1| 1209.336   pc  | -35.8311    +35.8311    |paral   |2020yCat.1350....0G
101 |HD 105884                                                             |High Proper Motion Star           |12 11 11.9349871128 -03 58 40.171117872|284.0552112322323 +57.4117313535483|-121.916 -13.639  |9.95     |G2/3V           |    ~     ~    |    1|  153.560   pc  |  -0.4480     +0.4480    |paral   |2020yCat.1350....0G
102 |HD 104787                                                             |Star                              |12 03 59.0317732584 -04 45 46.558957716|281.3756637885564 +56.1098921172097|  15.777 -9.629   |9.299    |K1(III)         |    ~     ~    |    1|  413.584   pc  | -10.1400    +10.1400    |ST-L    |2020AJ....160...83S
103 |BD-03 3233                                                            |Star                              |12 05 02.1724178568 -04 19 35.954596488|281.5658527420150 +56.6079061453953| -23.215 -5.081   |9.944    |K2              |    ~     ~    |    1|  582.811   pc  | -19.0700    +19.0700    |ST-L    |2020AJ....160...83S
104 |BD-03 3238                                                            |High Proper Motion Star           |12 07 13.4558064192 -04 24 29.557479996|282.5538212331352 +56.7040370347953|  -52.894 0.377   |10.378   |G0              |    ~     ~    |    1|  325.164   pc  | -39.5400    +39.5400    |ST-L    |2020AJ....160...83S
105 |HD 105409                                                             |Star                              |12 08 12.4596119400 -04 17 13.278879240|282.9115119425731 +56.8948770291684|   -2.433 4.561   |7.53     |K0III           |    ~     ~    |    1|  219.404   pc  |  -1.0687     +1.0687    |paral   |2020yCat.1350....0G
106 |HD 105448                                                             |Star                              |12 08 27.7911655344 -04 20 17.119362120|283.0510212251959 +56.8656349490952| -30.240 -8.343   |8.30     |K1III           |    ~     ~    |    1|  294.256   pc  |  -2.0694     +2.0694    |paral   |2020yCat.1350....0G
107 |HD 105795                                                             |Star                              |12 10 41.1129023136 -04 44 49.110703296|284.2360780972862 +56.6382331247332|  -36.762 2.788   |9.71     |F5/6V           |    ~     ~    |    1|  218.594   pc  |  -0.8505     +0.8505    |paral   |2020yCat.1350....0G
108 |HD 104637                                                             |Star                              |12 02 58.9260768240 -05 15 56.739326652|281.2509020835306 +55.5529655466852|  -34.036 7.176   |9.742    |A8/9V           |    ~     ~    |    1|  222.375   pc  |  -3.3930     +3.3930    |ST-L    |2020AJ....160...83S
109 |HD 104728                                                             |High Proper Motion Star           |12 03 35.4976593216 -05 28 46.483356792|281.6273948960475 +55.4006282754095|-55.006 -12.316   |7.12     |A1V             |    ~     ~    |    1|  118.387   pc  |  -0.5214     +0.5214    |paral   |2020yCat.1350....0G
110 |HD 105221                                                             |Star                              |12 06 58.3936145064 -05 03 56.652506208|282.8134428014487 +56.0593720905434|  -13.631 3.246   |8.86     |G8/K0III/IV     |    ~     ~    |    1|  436.182   pc  |  -9.6110     +9.6110    |ST-L    |2020AJ....160...83S
111 |HD 105357                                                             |Star                              |12 07 54.2939807520 -04 59 12.447236112|283.1668263700183 +56.2052650309054|   -6.324 2.022   |9.09     |K1III           |    ~     ~    |    1|  573.658   pc  |  -7.0095     +7.0095    |paral   |2020yCat.1350....0G
112 |HD 105527                                                             |Star                              |12 08 59.9494791048 -05 08 56.776204392|283.7209142163438 +56.1315528411408| 27.916 -14.933   |8.24     |K3/4III         |    ~     ~    |    1|  402.560   pc  |  -4.0514     +4.0514    |paral   |2020yCat.1350....0G
113 |HD 105654                                                             |Star                              |12 09 47.7520117992 -05 13 32.679930036|284.1014009084045 +56.1160080786152| -45.130 14.149   |7.21     |F3/5III/IV      |    ~     ~    |    1|   76.043   pc  |  -0.1648     +0.1648    |paral   |2020yCat.1350....0G
114 |LP 674-65                                                             |High Proper Motion Star           |12 05 38.2072893840 -04 44 26.375443260|282.0630558488339 +56.2640425333704|-117.423 -183.271 |10.85    |~               |    ~     ~    |    1|   61.534   pc  |  -0.2854     +0.2854    |ST-L    |2020AJ....160...83S
115 |BD-04 3194                                                            |High Proper Motion Star           |12 04 07.0052060376 -05 30 17.002181664|281.8595461425547 +55.4190631556367| 36.069 -43.547   |10.34    |~               |    ~     ~    |    1|  204.157   pc  |  -0.9753     +0.9753    |paral   |2020yCat.1350....0G
116 |BD-04 3195                                                            |Star                              |12 04 23.3856737280 -04 55 20.902202400|281.6400174295992 +55.9920692636963| -13.642 -8.523   |9.75     |~               |    ~     ~    |    1|  671.366   pc  |  -8.3836     +8.3836    |paral   |2020yCat.1350....0G
117 |BD-02 3455                                                            |Star                              |12 04 23.6641224864 -03 09 26.599271724|280.5719632096650 +57.6576483816968|  -8.495 -3.777   |10.30    |~               |    ~     ~    |    1| 1678.960   pc  |-195.7000   +195.7000    |ST-L    |2020AJ....160...83S
118 |BD-04 3198                                                            |Star                              |12 04 37.3772898048 -05 07 37.887012768|281.8559708494358 +55.8170628960247|  -14.405 1.022   |10.946   |~               |    ~     ~    |    1|  420.154   pc  | -12.6100    +12.6100    |ST-L    |2020AJ....160...83S
119 |BD-02 3456                                                            |Star                              |12 04 37.5787886544 -03 22 58.671501816|280.8154259861285 +57.4648259685451| -32.685 -2.706   |9.89     |~               |    ~     ~    |    1|  635.982   pc  | -20.6100    +20.6100    |ST-L    |2020AJ....160...83S
120 |BD-04 3200                                                            |Spectroscopic Binary              |12 04 53.6640238320 -05 08 57.393971664|281.9825242070004 +55.8177984260412| -14.093 -4.133   |10.470   |~               |    ~     ~    |    1|  420.966   pc  | -15.1400    +15.1400    |ST-L    |2020AJ....160...83S
121 |BD-03 3231                                                            |Double or Multiple Star           |12 04 55.3898410560 -03 48 41.985644616|281.2086045794184 +57.0852341685161|  13.248 16.574   |10.564   |~               |    ~     ~    |    1|  274.296   pc  |  -5.4930     +5.4930    |ST-L    |2020AJ....160...83S
122 |BD-04 3201                                                            |Star                              |12 05 01.9655448624 -05 30 16.834443264|282.2405455679856 +55.4917536138138| -33.071 -7.585   |9.7      |~               |    ~     ~    |    1| 2953.400   pc  |-501.3000   +501.3000    |ST-L    |2020AJ....160...83S
123 |BD-02 3457                                                            |Star                              |12 05 06.4739611392 -03 09 10.376629128|280.8828640227972 +57.7218856633098| 25.093 -11.185   |10.419   |~               |    ~     ~    |    1|  215.835   pc  |  -6.2570     +6.2570    |ST-L    |2020AJ....160...83S
124 |BD-02 3459                                                            |Star                              |12 05 56.9422529136 -03 45 57.951912672|281.6269311731012 +57.2120009057312|  -23.235 3.097   |10.32    |~               |    ~     ~    |    1|  386.444   pc  |  -4.7191     +4.7191    |paral   |2020yCat.1350....0G
125 |BD-04 3205                                                            |High Proper Motion Star           |12 06 18.4851203880 -05 37 19.453223676|282.8372668523946 +55.4790806319093|-84.665 -32.540   |10.54    |~               |    ~     ~    |    1|  163.357   pc  |  -1.7260     +1.7260    |ST-L    |2020AJ....160...83S
126 |BD-04 3206                                                            |Star                              |12 06 20.8405918704 -04 54 50.435575848|282.4633611143905 +56.1553337470202| -19.277 -2.381   |10.793   |~               |    ~     ~    |    1|  304.386   pc  |  -5.7480     +5.7480    |ST-L    |2020AJ....160...83S
127 |BD-02 3462                                                            |Star                              |12 06 22.1433999048 -03 33 48.543656508|281.6891536066411 +57.4376216026265|-15.078 -25.293   |10.749   |~               |    ~     ~    |    1| 1067.140   pc  | -54.4700    +54.4700    |ST-L    |2020AJ....160...83S
128 |BD-03 3237                                                            |Star                              |12 06 29.7357604392 -04 36 16.930711656|282.3520094113985 +56.4606524785929|  -10.907 1.895   |10.728   |~               |    ~     ~    |    1|  400.526   pc  | -10.8500    +10.8500    |ST-L    |2020AJ....160...83S
129 |BD-04 3209                                                            |Star                              |12 07 33.4351363344 -05 30 25.863969708|283.2994072484128 +55.6829741319495|-22.381 -34.085   |10.726   |~               |    ~     ~    |    1|  324.049   pc  |  -9.0820     +9.0820    |ST-L    |2020AJ....160...83S
130 |BD-04 3212                                                            |Spectroscopic Binary              |12 08 04.9945385328 -05 11 02.320678248|283.3491983567962 +56.0305700673980|  1.414 -41.266   |10.20    |~               |    ~     ~    |    1|  236.152   pc  |  -9.4610     +9.4610    |ST-L    |2020AJ....160...83S
131 |BD-03 3241                                                            |Star                              |12 08 36.7338053160 -04 14 10.356086724|283.0592480678560 +56.9739849703066|  -26.518 0.863   |10.33    |~               |    ~     ~    |    1|  583.465   pc  |  -6.7746     +6.7746    |paral   |2020yCat.1350....0G
132 |BD-04 3215                                                            |Star                              |12 08 41.1841495992 -04 50 03.694239240|283.4190453641396 +56.4091055712777|  -38.767 0.944   |10.70    |~               |    ~     ~    |    1|  215.193   pc  |  -1.1947     +1.1947    |paral   |2020yCat.1350....0G
133 |BD-02 3471                                                            |Star                              |12 08 52.1113597320 -03 16 29.898746292|282.6251230519890 +57.9085937886436|  -4.452 10.372   |10.60    |~               |    ~     ~    |    1|  223.459   pc  |  -1.5779     +1.5779    |paral   |2020yCat.1350....0G
134 |BD-04 3217                                                            |High Proper Motion Star           |12 09 06.0121345104 -05 01 27.310485792|283.6981236763651 +56.2582818556651| 21.575 -83.439   |10.21    |~               |    ~     ~    |    1|  147.234   pc  |  -1.7770     +1.7770    |ST-L    |2020AJ....160...83S
135 |BD-03 3243                                                            |Spectroscopic Binary              |12 09 18.6387823200 -03 56 38.396993748|283.2024302017476 +57.3051692683121|-14.333 -12.254   |10.797   |~               |    ~     ~    |    1|  212.260   pc  |  -3.2460     +3.2460    |ST-L    |2020AJ....160...83S
136 |BD-02 3472                                                            |Star                              |12 10 11.5728476496 -03 46 00.478141536|283.4940388918871 +57.5400586352806| -16.919 -7.421   |10.129   |~               |    ~     ~    |    1|  307.648   pc  |  -7.3730     +7.3730    |ST-L    |2020AJ....160...83S
137 |BD-03 3245                                                            |Star                              |12 10 32.7083446632 -04 39 53.225052660|284.1322924595949 +56.7069486419795|  -20.902 3.365   |10.372   |~               |    ~     ~    |    1|  429.133   pc  | -12.0400    +12.0400    |ST-L    |2020AJ....160...83S
