C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:33:38

dec< 0&rah >=2.75&rah< 3.0&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2679

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-------------------------|--------|-------------------
822 |BD-14 545                                                                                                |Star                              |02 50 38.6365381968 -14 12 26.194233744|194.0113793210381 -59.3818241994908|  -1.169 -2.041   |10.26    |~                |    ~     ~    |    1|  427.077   pc  |  -3.2831     +3.2831    |paral   |2020yCat.1350....0G
823 |BD-14 546                                                                                                |Spectroscopic Binary              |02 50 58.9492158408 -13 36 29.020907988|193.0798880211748 -59.0099771443249|-11.893 -15.307   |10.706   |~                |    ~     ~    |    1|  206.086   pc  |  -2.5890     +2.5890    |ST-L    |2020AJ....160...83S
824 |BD-15 500                                                                                                |Star                              |02 50 05.2031103552 -14 39 34.346811384|194.6579442995213 -59.7215158133337|  42.196 11.356   |10.74    |~                |    ~     ~    |    1|  235.040   pc  |  -1.0110     +1.0110    |paral   |2020yCat.1350....0G
825 |BD-13 539                                                                                                |Star                              |02 50 50.5739854920 -12 41 23.064204444|191.5301213588693 -58.5633120066678| 15.809 -12.390   |10.77    |~                |    ~     ~    |    1|  601.685   pc  |  -5.7924     +5.7924    |paral   |2020yCat.1350....0G
826 |HD 18263                                                                                                 |Star                              |02 55 36.6977943792 -12 21 11.633804964|192.1445676508200 -57.3964289624774|   8.866 -6.778   |8.86     |F3/5V            |    ~     ~    |    1|  247.647   pc  |  -0.9261     +0.9261    |paral   |2020yCat.1350....0G
827 |HD 17908                                                                                                 |Star                              |02 52 13.1654543400 -13 05 05.157834864|192.5108088813966 -58.4834786753164| 21.200 -30.001   |9.08     |K0III            |    ~     ~    |    1|  423.196   pc  | -10.0700    +10.0700    |ST-L    |2020AJ....160...83S
828 |BD-13 546                                                                                                |Star                              |02 52 54.7812053448 -13 05 42.331987824|192.6939644583389 -58.3440928345224|   6.175 -5.300   |9.76     |G5               |    ~     ~    |    1|  613.798   pc  |  -6.4801     +6.4801    |paral   |2020yCat.1350....0G
829 |BD-13 550                                                                                                |Star                              |02 53 33.7472110392 -13 22 42.828815352|193.3122164784914 -58.3531278352460|  16.755 -2.402   |9.72     |K0               |    ~     ~    |    1|  365.283   pc  |  -3.0022     +3.0022    |paral   |2020yCat.1350....0G
830 |BD-13 551                                                                                                |Star                              |02 53 43.0527143088 -12 27 56.505475476|191.8700422891387 -57.8490943017595|  10.457 -7.951   |10.04    |~                |    ~     ~    |    1|  621.157   pc  |  -7.3695     +7.3695    |paral   |2020yCat.1350....0G
831 |BD-13 552                                                                                                |Star                              |02 53 57.4678592976 -13 21 20.024947224|193.3673235268945 -58.2585907561809|  7.668 -11.246   |9.66     |G5               |    ~     ~    |    1|  699.399   pc  | -27.3439    +27.3439    |paral   |2020yCat.1350....0G
832 |HD 18371                                                                                                 |High Proper Motion Star           |02 56 46.7713698264 -13 14 19.157484804|193.8307298638472 -57.6070916048839|  44.690 44.242   |8.19     |G5V              |    ~     ~    |    1|   71.821   pc  |  -0.6546     +0.6546    |paral   |2020yCat.1350....0G
833 |HD 18427                                                                                                 |Star                              |02 57 21.7295359320 -13 18 51.223136184|194.0853210461546 -57.5224544252594|    3.432 2.490   |9.628    |K2(III)          |    ~     ~    |    1|  684.670   pc  | -32.3200    +32.3200    |ST-L    |2020AJ....160...83S
834 |HD 18532                                                                                                 |High Proper Motion Star           |02 58 24.7437689736 -12 48 07.849369584|193.5065658502214 -57.0431170561203| 49.584 -30.993   |8.32     |F2V              |    ~     ~    |    1|  142.998   pc  |  -0.7239     +0.7239    |paral   |2020yCat.1350....0G
835 |HD 18605                                                                                                 |Double or Multiple Star           |02 59 15.70813 -12 34 06.9061          |193.33245374 -56.74572497          |   219.46 37.87   |9.95     |G6/8V            |    ~     ~    |    0|                |                         |        |                   
836 |HD 18287                                                                                                 |High Proper Motion Star           |02 55 54.2633586840 -13 42 02.056064256|194.3823090669120 -58.0222040300706| 33.623 -40.406   |8.06     |K0III            |    ~     ~    |    1|  228.980   pc  |  -1.4681     +1.4681    |paral   |2020yCat.1350....0G
837 |HD 18690                                                                                                 |Star                              |02 59 55.3914973848 -13 41 00.392113680|195.2506119703494 -57.1639226619983|    4.585 6.147   |7.06     |K0/1III          |    ~     ~    |    1|  178.142   pc  |  -0.8061     +0.8061    |paral   |2020yCat.1350....0G
838 |BD-14 551                                                                                                |Star                              |02 52 31.4325189768 -14 08 58.042325688|194.3528881603034 -58.9571557331957|  20.541 -3.830   |9.63     |K5               |    ~     ~    |    1|  846.453   pc  | -14.2580    +14.2580    |paral   |2020yCat.1350....0G
839 |HD 18033                                                                                                 |High Proper Motion Star           |02 53 28.9216053288 -14 15 38.191352472|194.7608387286468 -58.8093974770595|-38.272 -34.751   |9.59     |F6V              |    ~     ~    |    1|  200.670   pc  |  -0.8416     +0.8416    |paral   |2020yCat.1350....0G
840 |HD 18183                                                                                                 |Double or Multiple Star           |02 54 54.1760612592 -14 01 29.473762692|194.6901184518801 -58.3936146272839| -14.475 -3.495   |7.07     |F2III/IV         |0.0050  0.0    |    1|  210.186   pc  |  -3.1455     +3.1455    |paral   |2020yCat.1350....0G
