C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:48:36

dec >=0&rah >=22.5&rah< 22.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 5857

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|---------------------|-----|----------------|-----------------------|--------|-------------------
2166|TYC 4484-925-1                                                                                           |Star                                |22 38 00.3638840184 +72 28 11.725316760|113.1769654391065 +12.1751875419202|  -3.393 -1.692   |10.05    |~                    |    ~     ~          |    1| 1168.907   pc  | -16.3961    +16.3961  |paral   |2020yCat.1350....0G
2167|TYC 4484-929-1                                                                                           |Star                                |22 38 06.2091462120 +72 56 14.175773088|113.4230252784521 +12.5760638722996| -22.794 18.765   |10.30    |~                    |    ~     ~          |    1|  186.268   pc  |  -0.4892     +0.4892  |paral   |2020yCat.1350....0G
2168|TYC 4484-970-1                                                                                           |Spectroscopic Binary                |22 35 56.0339378736 +72 05 46.362062796|112.8451871008923 +11.9318069047975|    4.547 0.353   |10.11    |~                    |    ~     ~          |    1|  465.203   pc  | -32.0941    +32.0941  |paral   |2020yCat.1350....0G
2169|TYC 4484-989-1                                                                                           |Star                                |22 31 11.3480008440 +72 47 57.909150024|112.9025630398193 +12.7187452935345|    1.103 3.810   |10.96    |~                    |    ~     ~          |    1|  439.194   pc  |  -1.8132     +1.8132  |paral   |2020yCat.1350....0G
2170|TYC 4484-1013-1                                                                                          |Star                                |22 36 40.7857985400 +72 28 47.983351044|113.0938511251498 +12.2341039506677|    1.121 3.715   |9.86     |~                    |    ~     ~          |    1|  538.909   pc  |  -3.1075     +3.1075  |paral   |2020yCat.1350....0G
2171|TYC 4484-1015-1                                                                                          |Star                                |22 34 34.2563184480 +72 16 10.245716616|112.8437316719859 +12.1340469061108|  32.792 -2.503   |9.92     |~                    |    ~     ~          |    1|  193.829   pc  |  -0.4208     +0.4208  |paral   |2020yCat.1350....0G
2172|TYC 4484-1053-1                                                                                          |Star                                |22 35 36.4784189352 +72 37 21.737023572|113.0970389378809 +12.3978456620625|  -6.686 -5.347   |10.39    |~                    |    ~     ~          |    1|  539.811   pc  |  -6.4690     +6.4690  |paral   |2020yCat.1350....0G
2173|TYC 4484-1114-1                                                                                          |Star                                |22 31 28.7530266216 +72 13 56.707007736|112.6177829745693 +12.2241269659143|   1.176 -2.849   |10.32    |~                    |    ~     ~          |    1|  665.823   pc  |  -6.1622     +6.1622  |paral   |2020yCat.1350....0G
2174|TYC 4488-14-1                                                                                            |High Proper Motion Star             |22 30 47.8741773432 +73 28 48.735762528|113.2449015817747 +13.3129026861492|  57.600 72.337   |9.97     |~                    |    ~     ~          |    1|  188.911   pc  |  -0.4318     +0.4318  |paral   |2020yCat.1350....0G
2175|TYC 4488-16-1                                                                                            |Star                                |22 34 52.9739312304 +74 07 08.138562636|113.8369693859608 +13.7100304621019|   28.912 5.325   |10.38    |~                    |    ~     ~          |    1|  195.370   pc  |  -0.5153     +0.5153  |paral   |2020yCat.1350....0G
2176|TYC 4488-116-1                                                                                           |Star                                |22 39 07.4960896296 +73 55 24.009052728|113.9939088876985 +13.3934834269679| -12.102 -4.712   |10.43    |~                    |    ~     ~          |    1|  283.431   pc  |  -2.7474     +2.7474  |paral   |2020yCat.1350....0G
2177|TYC 4488-141-1                                                                                           |Star                                |22 32 05.8646960448 +74 23 12.336810612|113.8138008964312 +14.0370386348460|    3.092 5.020   |10.88    |~                    |    ~     ~          |    1|  695.604   pc  |  -5.3709     +5.3709  |paral   |2020yCat.1350....0G
2178|TYC 4488-196-1                                                                                           |Star                                |22 35 56.0675581056 +73 54 58.423677372|113.7941290622532 +13.4988615470790| -16.742 -4.312   |10.25    |~                    |    ~     ~          |    1|  208.925   pc  |  -0.5413     +0.5413  |paral   |2020yCat.1350....0G
2179|TYC 4488-276-1                                                                                           |Spectroscopic Binary                |22 31 25.6722939624 +73 49 40.571298192|113.4717033799899 +13.5853464804861|  28.006 19.527   |9.96     |~                    |    ~     ~          |    1|  248.552   pc  |  -2.6935     +2.6935  |paral   |2020yCat.1350....0G
2180|TYC 4488-304-1                                                                                           |Star                                |22 33 03.5984308992 +73 35 25.998152280|113.4445966431872 +13.3231358909015|    0.454 6.687   |10.55    |~                    |    ~     ~          |    1|  282.797   pc  |  -2.7911     +2.7911  |paral   |2020yCat.1350....0G
2181|TYC 4488-574-1                                                                                           |Star                                |22 31 38.6249866992 +73 17 28.864457556|113.1958984678572 +13.1204310783000|   2.063 -2.494   |10.26    |~                    |    ~     ~          |    1|  716.640   pc  |  -8.0631     +8.0631  |paral   |2020yCat.1350....0G
2182|TYC 4488-849-1                                                                                           |Star                                |22 31 55.6125217488 +73 29 49.076239380|113.3241033975229 +13.2850742445150|  33.205 15.362   |10.57    |~                    |    ~     ~          |    1|  204.855   pc  |  -0.8015     +0.8015  |paral   |2020yCat.1350....0G
2183|HD 215134                                                                                                |Spectroscopic Binary                |22 40 26.3588617104 +74 22 52.881854952|114.3083866426798 +13.7461607814855|  78.429 -0.661   |8.84     |K0                   |    ~     ~          |    1|  105.340   pc  |  -1.6789     +1.6789  |paral   |2020yCat.1350....0G
