C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:38:56

dec >=0&rah >=9.25&rah< 9.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 3041

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
84  |BD+78 305                                                                                                                                   |Star                                |09 22 10.1728744008 +78 05 34.613454588|134.2839099407011 +33.9467300985092|  -1.840 -3.042   |9.82     |K0             |    ~     ~    |    1| 1275.673   pc  | -20.9927    +20.9927  |paral   |2020yCat.1350....0G
85  |TYC 4544-950-1                                                                                                                              |Star                                |09 24 48.0221428248 +78 13 40.066989744|134.0595552771736 +33.9888172972879| -5.496 -16.975   |10.72    |K2             |    ~     ~    |    1|  627.628   pc  |  -5.3179     +5.3179  |paral   |2020yCat.1350....0G
86  |BD+78 307                                                                                                                                   |Star                                |09 25 30.1588135632 +78 10 56.860388472|134.0821452159356 +34.0435220552656|  -3.291 -1.605   |9.61     |M0             |    ~     ~    |    1| 1039.285   pc  | -17.9299    +17.9299  |paral   |2020yCat.1350....0G
87  |BD+78 308                                                                                                                                   |Star                                |09 28 09.0419047800 +78 00 58.378275288|134.1602464346978 +34.2486935073173|  -0.222 10.638   |10.32    |A0             |    ~     ~    |    1|  486.145   pc  |  -5.8375     +5.8375  |paral   |2020yCat.1350....0G
88  |TYC 4544-662-1                                                                                                                              |Star                                |09 28 55.0821699576 +78 23 10.585167576|133.7616121891934 +34.0764125069026|  -12.713 0.279   |10.34    |F8             |    ~     ~    |    1|  238.334   pc  |  -0.7612     +0.7612  |paral   |2020yCat.1350....0G
89  |HD 78992                                                                                                                                    |Star                                |09 18 09.2421566136 +77 27 42.655831848|135.0680632982413 +34.0916380901417| -4.579 -33.011   |9.01     |G              |    ~     ~    |    1|   65.933   pc  |  -0.0552     +0.0552  |paral   |2020yCat.1350....0G
90  |HD 79390                                                                                                                                    |Star                                |09 20 19.3188066432 +77 26 40.707044376|135.0131918124629 +34.2016210382461|   21.766 1.467   |8.73     |K0             |    ~     ~    |    1|  825.219   pc  | -11.1682    +11.1682  |paral   |2020yCat.1350....0G
91  |BD+78 306                                                                                                                                   |High Proper Motion Star             |09 22 13.1224737600 +77 33 03.188691108|134.8389084001358 +34.2341070845812|-47.690 -52.149   |9.87     |K0             |    ~     ~    |    1|   94.700   pc  |  -0.1004     +0.1004  |paral   |2020yCat.1350....0G
92  |TYC 4544-1497-1                                                                                                                             |High Proper Motion Star             |09 16 12.1261570488 +77 31 44.927405256|135.0621011682197 +33.9664674755285|-30.737 -104.336  |10.28    |G5             |    ~     ~    |    1|  104.971   pc  |  -0.1245     +0.1245  |paral   |2020yCat.1350....0G
93  |V* FN Cam                                                                                                                                   |Eclipsing Binary                    |09 22 58.0455268704 +77 13 10.955537472|135.1545997831518 +34.4424288322903| -3.704 -28.224   |8.64     |F2             |    ~     ~    |    1|  222.163   pc  |  -0.7897     +0.7897  |paral   |2020yCat.1350....0G
94  |TYC 4544-1814-1                                                                                                                             |Star                                |09 25 03.6406970616 +77 35 28.134748104|134.6995542329333 +34.3424979237036|  -3.321 -0.898   |10.27    |K0             |    ~     ~    |    1| 1092.419   pc  | -14.7979    +14.7979  |paral   |2020yCat.1350....0G
95  |TYC 4541-712-1                                                                                                                              |Star                                |09 26 16.1762077608 +77 10 27.879017952|135.0834832163565 +34.6215539737208| -13.971 -2.647   |10.75    |F5             |    ~     ~    |    1|  283.334   pc  |  -1.3085     +1.3085  |paral   |2020yCat.1350....0G
96  |HD 80696                                                                                                                                    |Star                                |09 27 02.5464649200 +76 51 00.483268752|135.3880893843758 +34.8321868796375|  20.448 -7.037   |8.79     |G5             |    ~     ~    |    1|  376.265   pc  |  -1.9537     +1.9537  |paral   |2020yCat.1350....0G
97  |BD+77 368                                                                                                                                   |Star                                |09 28 21.1943126688 +77 07 05.912347116|135.0647600066086 +34.7493776248068|  -5.989 -2.090   |9.36     |K0             |    ~     ~    |    1|  531.152   pc  |  -3.7240     +3.7240  |paral   |2020yCat.1350....0G
98  |HD 80929                                                                                                                                    |Star                                |09 28 37.8897474672 +77 09 14.046659064|135.0181667531374 +34.7429764493096|    8.553 7.717   |8.59     |K0             |    ~     ~    |    1|  483.349   pc  |  -3.8081     +3.8081  |paral   |2020yCat.1350....0G
99  |2E 0920.4+7839                                                                                                                              |Star                                |09 26 38.7 +78 25 26                   |133.7999 +33.9604                  |            ~ ~   |8.73     |G6V            |    ~     ~    |    0|                |                       |        |                   
100 |TYC 4541-54-1                                                                                                                               |Star                                |09 22 53.5834384944 +77 05 46.783541184|135.2847624759720 +34.5034661549821|   3.154 -2.614   |10.93    |~              |    ~     ~    |    1|  982.125   pc  | -11.1890    +11.1890  |paral   |2020yCat.1350....0G
101 |TYC 4544-646-1                                                                                                                              |Star                                |09 23 56.3049292944 +78 25 10.509903732|133.8931651385850 +33.8487448681738| -2.607 -14.093   |10.71    |~              |    ~     ~    |    1| 2003.205   pc  | -72.6322    +72.6322  |paral   |2020yCat.1350....0G
102 |GSC 04544-01272                                                                                                                             |Double or Multiple Star             |09 28 07.624176 +78 56 41.56224        |133.228995022 +33.732700783        |     -5.8 -21.8   |10.740   |~              |    ~     ~    |    0|                |                       |        |                   
103 |TYC 4544-1465-1                                                                                                                             |Star                                |09 15 49.8675446616 +78 06 43.425815040|134.4670615628788 +33.6570423095687|-14.162 -10.213   |10.83    |~              |    ~     ~    |    1|  567.505   pc  |  -3.3494     +3.3494  |paral   |2020yCat.1350....0G
104 |TYC 4544-2043-1                                                                                                                             |Star                                |09 27 06.8885219640 +78 42 06.396434748|133.5049940898702 +33.8269222711316|   4.641 -0.827   |10.48    |~              |    ~     ~    |    1|  522.766   pc  |  -6.0396     +6.0396  |paral   |2020yCat.1350....0G
105 |TYC 4544-2110-1                                                                                                                             |High Proper Motion Star             |09 29 02.6509960416 +78 58 52.377604536|133.1632278897844 +33.7487050420209|-34.035 -36.171   |10.85    |~              |    ~     ~    |    1|  379.983   pc  |  -6.9594     +6.9594  |paral   |2020yCat.1350....0G
106 |TYC 4544-2214-1                                                                                                                             |Star                                |09 26 37.8934626720 +78 37 15.081184056|133.6020447685858 +33.8517077654321|-10.195 -11.916   |10.79    |~              |    ~     ~    |    1|  558.503   pc  |  -4.1798     +4.1798  |paral   |2020yCat.1350....0G
107 |TYC 4544-2283-1                                                                                                                             |Spectroscopic Binary                |09 23 38.0584854648 +77 57 08.260759764|134.3791049271600 +34.0857705307396|  -3.662 14.256   |10.90    |~              |    ~     ~    |    1|  193.787   pc  |  -1.6223     +1.6223  |paral   |2020yCat.1350....0G
108 |BD+77 358                                                                                                                                   |Star                                |09 15 17.5633232232 +76 33 42.717067164|136.1092803621366 +34.3998370713463|-15.872 -12.645   |9.54     |G5             |    ~     ~    |    1|  533.106   pc  |  -3.5525     +3.5525  |paral   |2020yCat.1350....0G
109 |HD 78846                                                                                                                                    |Star                                |09 17 01.4057292072 +77 04 27.094994436|135.5108135514329 +34.2328532712073|   1.324 10.526   |6.97     |A0             |    ~     ~    |    1|  135.969   pc  |  -0.8430     +0.8430  |paral   |2020yCat.1350....0G
110 |BD+77 360                                                                                                                                   |Spectroscopic Binary                |09 17 20.3697379464 +77 03 03.481029072|135.5244567838313 +34.2597832839977|-37.485 -50.987   |9.40     |K0             |    ~     ~    |    1|  189.154   pc  |  -0.4902     +0.4902  |paral   |2020yCat.1350....0G
111 |HD 79407                                                                                                                                    |Double or Multiple Star             |09 20 06.4407537312 +76 44 16.789695324|135.7560995912497 +34.5531060613071|  -3.961 -3.470   |8.71     |K2             |0.0033  0.0    |    1|  887.705   pc  | -15.0512    +15.0512  |paral   |2020yCat.1350....0G
112 |BD+77 365                                                                                                                                   |Star                                |09 22 52.1083786104 +76 43 49.037488356|135.6652273085796 +34.6929536492722|    1.769 3.627   |10.71    |A5             |    ~     ~    |    1|  407.647   pc  |  -2.2600     +2.2600  |paral   |2020yCat.1350....0G
113 |BD+76 343                                                                                                                                   |Star                                |09 16 45.3283378728 +76 09 51.582014388|136.4791226050598 +34.6693636712455|   11.315 4.332   |9.41     |K2             |    ~     ~    |    1|  544.811   pc  |  -3.3244     +3.3244  |paral   |2020yCat.1350....0G
