C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:35:45

dec< 0&rah >=21.0&rah< 21.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 3999

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
1522|BD-08 5606                                                                                               |Star                                |21 13 15.7173353232 -08 22 39.085723668|042.2354380557223 -35.2530080355443|  15.805 -8.822   |10.72    |~              |    ~     ~    |    1|  411.455   pc  |  -2.9119     +2.9119    |paral   |2020yCat.1350....0G
1523|HD 202148                                                                                                |Star                                |21 14 15.5859713784 -08 13 41.969605368|042.5372782283781 -35.4031633249858|  22.166 -0.985   |9.91     |G3IV/V         |    ~     ~    |    1|  222.122   pc  |  -3.9500     +3.9500    |ST-L    |2020AJ....160...83S
1524|HD 202281                                                                                                |Star                                |21 14 58.2159000888 -08 21 09.763268616|042.5015466454348 -35.6165191325350|  38.391 -0.775   |7.39     |F3IV/V         |    ~     ~    |    1|  147.831   pc  |  -8.1143     +8.1143    |paral   |2020yCat.1350....0G
1525|HD 201690                                                                                                |Star                                |21 11 26.2189468272 -07 20 29.676141060|043.0969847341014 -34.3714613713930|  27.349 -6.852   |9.11     |K0III(w)       |    ~     ~    |    1|  537.873   pc  | -19.1400    +19.1400    |ST-L    |2020AJ....160...83S
1526|BD-07 5508                                                                                               |Star                                |21 11 45.5679116928 -06 39 19.385921880|043.8744257565996 -34.1179905528755|  3.590 -18.662   |10.88    |~              |    ~     ~    |    1|  581.463   pc  |  -6.1534     +6.1534    |paral   |2020yCat.1350....0G
1527|BD-07 5510                                                                                               |Star                                |21 12 28.7419949088 -06 39 41.295123360|043.9707235026070 -34.2780509329090|    1.223 5.484   |9.98     |~              |    ~     ~    |    1|  604.485   pc  |  -6.4311     +6.4311    |paral   |2020yCat.1350....0G
1528|HD 201896                                                                                                |Star                                |21 12 41.4288381432 -06 52 16.102344540|043.7774621725348 -34.4238537989183| -2.863 -13.753   |9.25     |A0V            |    ~     ~    |    1|  410.945   pc  | -15.3900    +15.3900    |ST-L    |2020AJ....160...83S
1529|HD 201917                                                                                                |Star                                |21 12 47.4811612608 -07 09 23.340402720|043.4867436680437 -34.5808512950417|  12.889 -2.873   |8.25     |G8/K0III       |    ~     ~    |    1|  323.960   pc  |  -2.3194     +2.3194    |paral   |2020yCat.1350....0G
1530|BD-07 5513                                                                                               |Star                                |21 12 52.7265635424 -07 00 53.882159004|043.6506418048027 -34.5331275959227|  -2.186 -4.753   |10.20    |~              |    ~     ~    |    1|  424.824   pc  | -11.5200    +11.5200    |ST-L    |2020AJ....160...83S
1531|HD 201943                                                                                                |Star                                |21 12 57.1439213160 -06 46 28.006887036|043.9180597199371 -34.4351697193314| 12.646 -17.723   |9.76     |K0(III)        |    ~     ~    |    1|  559.785   pc  |  -4.4810     +4.4810    |paral   |2020yCat.1350....0G
1532|BD-07 5515                                                                                               |Star                                |21 13 15.0649188048 -06 36 59.133349584|044.1293425458088 -34.4251420049053|-29.644 -16.870   |10.276   |~              |    ~     ~    |    1|  476.517   pc  | -14.9600    +14.9600    |ST-L    |2020AJ....160...83S
1533|HD 201986                                                                                                |Star                                |21 13 21.7718336832 -07 14 09.690324936|043.4827141372227 -34.7433616333218| 46.396 -14.742   |8.93     |F6V            |    ~     ~    |    1|  145.652   pc  |  -0.3861     +0.3861    |paral   |2020yCat.1350....0G
1534|HD 202003                                                                                                |Star                                |21 13 21.2048293296 -06 41 38.375414160|044.0613385051729 -34.4844551535934|  45.247 -9.897   |8.82     |F3V            |    ~     ~    |    1|  209.595   pc  |  -1.1510     +1.1510    |paral   |2020yCat.1350....0G
1535|HD 202034                                                                                                |Star                                |21 13 37.3366047336 -06 27 57.076317972|044.3431142623000 -34.4341786574619| 34.308 -13.587   |7.26     |K3III          |    ~     ~    |    1|  337.906   pc  |  -2.5805     +2.5805    |paral   |2020yCat.1350....0G
1536|BD-08 5600                                                                                               |Double or Multiple Star             |21 11 51.4936532136 -07 56 42.928505124|042.5075785566253 -34.7452393954496|  6.165 -18.595   |9.924    |K0             |    ~     ~    |    1|  225.994   pc  |  -0.8836     +0.8836    |paral   |2020yCat.1350....0G
1537|BD-08 5601                                                                                               |Star                                |21 12 10.9409294808 -07 41 31.269215832|042.8257740696572 -34.6986060560194|  0.426 -22.105   |10.576   |~              |    ~     ~    |    1| 3121.590   pc  |-558.6000   +558.6000    |ST-L    |2020AJ....160...83S
1538|BD-08 5607                                                                                               |Star                                |21 13 17.2821178128 -07 35 18.645916200|043.0930383375540 -34.8925194736859|  7.958 -10.827   |10.15    |~              |    ~     ~    |    1|  699.986   pc  |  -6.8107     +6.8107    |paral   |2020yCat.1350....0G
1539|TYC 5205-543-1                                                                                           |Star                                |21 13 17.9068845696 -07 16 22.167690240|043.4340518165714 -34.7466072557776|  3.300 -29.305   |10.724   |~              |    ~     ~    |    1|  751.158   pc  | -39.0800    +39.0800    |ST-L    |2020AJ....160...83S
1540|TYC 5205-99-1                                                                                            |Star                                |21 13 48.2933074512 -07 04 21.446602824|043.7210402383589 -34.7628436015825|    1.500 0.687   |10.597   |~              |    ~     ~    |    1| 1225.610   pc  | -98.6900    +98.6900    |ST-L    |2020AJ....160...83S
1541|BD-07 5519                                                                                               |Star                                |21 13 59.5277872176 -06 48 09.604348416|044.0369661678810 -34.6756430794566|   5.760 -6.110   |10.598   |F8             |    ~     ~    |    1|  380.789   pc  | -13.7900    +13.7900    |ST-L    |2020AJ....160...83S
