C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST05:55:11

Vmag< 11&dec< 0&rah >=14.75&rah< 15.0
-------------------------------------

Number of objects : 5804

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |  spec. type   |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|---------------|---------------
143 |HD 130398                                                             |Star                           |14 48 25.3980842136 -15 13 36.400545408|340.2847301229348 +39.0145562826564| 16.759 -13.136    |8.80     |G8/K0III/IV    |    ~     ~    
144 |BD-14 4025                                                            |High Proper Motion Star        |14 46 18.8076298560 -15 13 54.582154644|339.7356414249824 +39.2933844274045|  -50.30 -18.50    |10.94    |~              |    ~     ~    
145 |HD 129872                                                             |Star                           |14 45 26.3834389272 -15 30 13.715403444|339.3153521914834 +39.1821657730426| -6.633 -22.266    |9.29     |K0III          |    ~     ~    
146 |* 5 Lib                                                               |Star                           |14 45 57.7584171936 -15 27 34.362093384|339.4825187515176 +39.1500143310191| -35.725 -0.353    |6.34     |K2III          |    ~     ~    
147 |HD 130429                                                             |Star                           |14 48 39.6724461792 -15 44 40.361038044|339.9748796560613 +38.5530041006551|-11.746 -23.564    |10.506   |F7V            |    ~     ~    
148 |HD 129941                                                             |High Proper Motion Star        |14 45 51.3123757200 -16 25 56.257921992|338.7729995563972 +38.3495563194229|-92.959 -40.297    |10.212   |F7V            |    ~     ~    
149 |HD 130410                                                             |Star                           |14 48 29.9088900144 -16 21 32.219096616|339.4990092962880 +38.0635245621582| -32.238 -0.895    |10.317   |F5V            |    ~     ~    
150 |HD 129979                                                             |Double or Multiple Star        |14 45 59.2696 -16 51 52.757            |338.5088123 +37.9690384            |      -5.6 -5.5    |9.16     |K0IV           |    ~     ~    
151 |HD 130411                                                             |Star                           |14 48 35.6272577160 -17 01 24.043024956|339.0601990134953 +37.4963741420635|   6.438 -5.671    |9.99     |A9/F0V         |    ~     ~    
152 |BD-15 3945                                                            |Star                           |14 46 01.4305183896 -15 44 10.683772692|339.3027389952452 +38.9106243096742|  -1.046 -1.058    |10.526   |~              |    ~     ~    
153 |BD-15 3948                                                            |Star                           |14 46 43.0238337024 -15 50 22.585885476|339.4088111206418 +38.7327084037452|  3.135 -18.935    |10.40    |~              |    ~     ~    
154 |HD 130156                                                             |Star                           |14 47 02.3365329264 -16 28 23.970201132|339.0475076953857 +38.1604296178957| -19.368 -2.258    |9.35     |A3mA7-F3       |    ~     ~    
155 |TYC 6154-404-1                                                        |Star                           |14 45 32.0818447536 -16 26 45.061304064|338.6812918711381 +38.3798799679193|  -13.806 7.982    |10.982   |~              |    ~     ~    
156 |TYC 6154-912-1                                                        |Star                           |14 46 15.0065719488 -16 47 08.993882040|338.6299253484962 +38.0012904632963|-26.046 -23.373    |10.93    |~              |    ~     ~    
157 |TYC 6158-1188-1                                                       |Star                           |14 46 03.8801596920 -17 13 42.455093088|338.2796810807836 +37.6529329572222|   2.609 -4.837    |10.979   |~              |    ~     ~    
158 |TYC 6158-1410-1                                                       |Star                           |14 46 15.9846254208 -17 08 37.812602220|338.3886324555518 +37.6981710819074|  2.020 -21.606    |10.947   |~              |    ~     ~    
159 |HD 130091                                                             |Star                           |14 46 41.1561250896 -17 31 59.305190772|338.2299643783904 +37.3164148677443| -32.216 -2.104    |9.00     |F2V            |    ~     ~    
160 |HD 129829                                                             |High Proper Motion Star        |14 45 18.6514484160 -18 00 10.393875504|337.5669736998494 +37.0950624045780|-123.780 -69.970   |8.22     |G1V            |    ~     ~    
161 |HD 129942                                                             |High Proper Motion Star        |14 45 53.0067489096 -17 41 54.344035824|337.9155862644960 +37.2798018445191| 52.632 -50.275    |7.30     |K4III          |    ~     ~    
162 |HD 130399                                                             |Star                           |14 48 29.7627505968 -18 03 17.008791048|338.3305886268666 +36.6446675901837| -12.433 15.588    |9.71     |K0V            |    ~     ~    
163 |HD 129924                                                             |Star                           |14 45 49.3925896752 -18 20 27.920720256|337.4709577320507 +36.7439231391782|-19.185 -12.890    |8.57     |K1/2III        |    ~     ~    
164 |HD 130092                                                             |Star                           |14 46 44.4115279848 -18 20 45.381320520|337.6972930604023 +36.6238118544975| -11.297 17.581    |9.91     |F3V            |    ~     ~    
165 |HD 130194                                                             |Star                           |14 47 21.3494710536 -18 29 04.344169560|337.7584602294747 +36.4285736137329|-35.773 -29.407    |9.27     |G8III/IV       |    ~     ~    
166 |HD 130257                                                             |Star                           |14 47 37.8793725720 -18 25 58.147051980|337.8614761460365 +36.4371686007628|   -4.871 3.025    |10.20    |F5V            |    ~     ~    
167 |HD 129873                                                             |Star                           |14 45 34.8808722168 -19 04 20.894036628|336.9294852161695 +36.1535874844652|  -9.715 -5.459    |9.597    |F3IV           |    ~     ~    
168 |HD 129943                                                             |Star                           |14 45 55.1125990608 -18 57 46.309476708|337.0849918226947 +36.2046739833627| -22.160 -1.426    |8.27     |K0III          |    ~     ~    
169 |BD-18 3893                                                            |Star                           |14 46 12.0394480296 -18 48 20.859284628|337.2582895165646 +36.3026250066263|   -4.897 4.135    |10.14    |F8             |    ~     ~    
170 |HD 130051                                                             |Star                           |14 46 30.5155316832 -19 00 59.982366420|337.1963042513626 +36.0852159188460|  -13.246 9.688    |10.01    |K1III          |    ~     ~    
171 |HD 130050                                                             |Star                           |14 46 32.2372526184 -18 53 50.124468840|337.2818411461508 +36.1828433860888|  -29.161 0.972    |10.621   |F5/6V          |    ~     ~    
172 |HD 130112                                                             |Star                           |14 46 51.2562822240 -19 10 52.524715728|337.1740448522710 +35.9023607676158|   4.347 -2.447    |10.30    |F3/5V          |    ~     ~    
173 |HD 130113                                                             |Double or Multiple Star        |14 46 51.6591822336 -19 20 37.547358648|337.0695117369697 +35.7636934266145|-22.742 -14.599    |9.17     |F5/6V          |    ~     ~    
174 |HD 130358                                                             |Star                           |14 48 15.9582633456 -19 08 56.012625276|337.5432821784572 +35.7521744850619|-31.068 -19.029    |10.12    |G8(V)          |    ~     ~    
175 |BD-17 4167                                                            |Star                           |14 45 01.8689368968 -18 26 17.750599332|337.2078056183457 +36.7611010823912| -12.696 -8.122    |10.820   |~              |    ~     ~    
176 |BD-17 4173                                                            |Star                           |14 46 04.2859277688 -18 28 49.034030052|337.4408750613595 +36.5947229819866|   5.040 -8.610    |10.34    |~              |    ~     ~    
177 |BD-18 3892                                                            |Star                           |14 46 05.4223286664 -18 52 46.203136284|337.1823994515880 +36.2539353326537| -33.409 -3.674    |10.335   |~              |    ~     ~    
178 |BD-17 4174                                                            |Star                           |14 46 32.7304707408 -18 16 06.460840128|337.7002419252463 +36.7139915485852| -1.833 -12.045    |10.653   |~              |    ~     ~    
179 |BD-18 3896                                                            |Star                           |14 46 45.4916703504 -19 05 46.084258176|337.2060398420246 +35.9865615623876|-16.710 -24.348    |10.554   |~              |    ~     ~    
180 |BD-18 3903                                                            |Star                           |14 48 20.0725159824 -18 59 28.578916428|337.6642773828758 +35.8765922054416|    4.848 1.579    |10.748   |~              |    ~     ~    
181 |BD-17 4181                                                            |Star                           |14 48 31.3018198656 -18 32 24.636063696|338.0105876057048 +36.2330521994202|   0.327 -6.610    |10.11    |~              |    ~     ~    
182 |TYC 6158-65-1                                                         |Star                           |14 47 19.0608508704 -18 30 13.578267456|337.7361649324368 +36.4171808040621|   7.273 -6.893    |10.99    |~              |    ~     ~    
