C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:53:35

dec< 0&rah >=17.75&rah< 18.0&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 8404

 #  |                                               identifier                                                |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |         pm         |  Mag V  |   spec. type   |      ang. size      |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|--------------------|---------|----------------|---------------------|-----|----------------|-------------------------|--------|-------------------
89  |CD-43 12050                                                                                              |Star                           |17 49 42.9496874688 -43 34 46.569749376|347.8047171611564 -08.2097068952641|  4.928 -23.281     |10.28    |F5              |    ~     ~          |    1|  198.425   pc  |  -0.6851     +0.6851    |paral   |2020yCat.1350....0G
90  |CD-43 12052                                                                                              |Star                           |17 49 50.2995496224 -43 04 33.961486188|348.2566725747222 -07.9777661717190| -3.275 -10.215     |10.09    |F0              |    ~     ~          |    1|  910.084   pc  | -16.8963    +16.8963    |paral   |2020yCat.1350....0G
91  |CD-43 12063                                                                                              |Star                           |17 50 31.6868056080 -43 30 13.261753044|347.9452905662787 -08.2995861204148|  3.825 -15.711     |10.18    |F8              |    ~     ~          |    1|  568.569   pc  | -15.6463    +15.6463    |paral   |2020yCat.1350....0G
92  |HD 161952                                                                                                |Star                           |17 50 31.0337948736 -43 18 18.496543212|348.1183800589228 -08.1991809265994|  -0.950 -5.602     |9.78     |B8/9Ib/II       |    ~     ~          |    1|  611.808   pc  | -15.5713    +15.5713    |paral   |2020yCat.1350....0G
93  |HD 161997                                                                                                |Star                           |17 50 49.8800612064 -43 08 52.934174088|348.2848359787640 -08.1707458373967|   1.131 -3.188     |8.91     |B6Ib/II         |    ~     ~          |    1| 1034.019   pc  | -43.1955    +43.1955    |paral   |2020yCat.1350....0G
94  |CD-43 12076                                                                                              |Star                           |17 51 23.2027656744 -43 16 14.026836612|348.2280562597618 -08.3193928326812|   2.056 -1.862     |10.38    |A3              |    ~     ~          |    1|  451.610   pc  |  -4.3646     +4.3646    |paral   |2020yCat.1350....0G
95  |HD 162226                                                                                                |Star                           |17 51 59.7482189328 -43 32 51.099217692|348.0399228174090 -08.5524462174830|  6.924 -23.595     |8.91     |K1/2II/III      |    ~     ~          |    1|  577.667   pc  |  -6.9076     +6.9076    |paral   |2020yCat.1350....0G
96  |HD 162243                                                                                                |Star                           |17 52 07.7841755616 -43 12 17.577632376|348.3533874291938 -08.4045482554291|   0.961 -7.156     |8.06     |B8/9III/IV      |    ~     ~          |    1|  739.645   pc  | -31.0191    +31.0191    |paral   |2020yCat.1350....0G
97  |HD 162276                                                                                                |Star                           |17 52 18.3807590064 -43 35 47.667591132|348.0247956413592 -08.6255601790767| -1.980 -13.879     |9.27     |A0V             |    ~     ~          |    1|  391.696   pc  |  -4.3266     +4.3266    |paral   |2020yCat.1350....0G
98  |HD 324511                                                                                                |Star                           |17 50 36.3755026032 -42 10 42.331216944|349.1129573055688 -07.6520246310233|    5.501 3.468     |10.23    |F5              |    ~     ~          |    1|  327.118   pc  | -25.6173    +25.6173    |paral   |2020yCat.1350....0G
99  |HD 161654                                                                                                |Star                           |17 48 54.1357933224 -44 08 17.005130592|347.2417246783203 -08.3613649021648| -5.295 -23.011     |7.98     |A1mA5-A9        |    ~     ~          |    1|  229.779   pc  |  -1.7899     +1.7899    |paral   |2020yCat.1350....0G
100 |CD-44 12087                                                                                              |Star                           |17 49 09.9771684816 -44 24 33.759053604|347.0278579722191 -08.5377083994090|  -2.558 -6.012     |10.22    |A7              |    ~     ~          |    1|  384.025   pc  |  -2.6693     +2.6693    |paral   |2020yCat.1350....0G
101 |HD 161722                                                                                                |Star                           |17 49 19.9584005784 -44 17 25.325064636|347.1471751094924 -08.5041875051049| 24.858 -12.336     |9.35     |F0/2V           |    ~     ~          |    1|  184.826   pc  |  -0.6012     +0.6012    |paral   |2020yCat.1350....0G
102 |CD-44 12092                                                                                              |Star                           |17 49 29.4677796120 -44 28 07.571735508|347.0049696686172 -08.6175670442059|   3.765 -6.817     |10.42    |A7              |    ~     ~          |    1|  313.982   pc  |  -1.9224     +1.9224    |paral   |2020yCat.1350....0G
103 |HD 161779                                                                                                |Star                           |17 49 39.7849608696 -44 30 16.882087392|346.9888726130873 -08.6620360726334|  4.036 -13.506     |9.77     |A0V             |    ~     ~          |    1|  352.373   pc  |  -3.0918     +3.0918    |paral   |2020yCat.1350....0G
104 |CD-44 12096                                                                                              |Star                           |17 49 43.9786386576 -44 51 38.949068592|346.6823469042414 -08.8496581046316|  -0.963 -6.133     |10.78    |A0              |    ~     ~          |    1|  735.132   pc  |  -9.8897     +9.8897    |paral   |2020yCat.1350....0G
105 |HD 161792                                                                                                |Star                           |17 49 42.0016398240 -44 36 22.546310400|346.9030079494225 -08.7182146918217|   2.291 -6.721     |10.37    |A2V             |    ~     ~          |    1|  382.044   pc  |  -3.2549     +3.2549    |paral   |2020yCat.1350....0G
106 |HD 161879                                                                                                |Star                           |17 50 16.4577396528 -44 53 34.128651804|346.7023034265253 -08.9488111444726| -1.142 -13.124     |9.40     |A2/3+K0(III)    |    ~     ~          |    1|  658.545   pc  | -10.4083    +10.4083    |paral   |2020yCat.1350....0G
107 |CD-44 12115                                                                                              |Star                           |17 50 54.8321160576 -44 06 51.048189792|347.4441372428967 -08.6627090116831|  4.051 -25.561     |10.28    |F3Ib            |    ~     ~          |    1|  366.757   pc  |  -2.2463     +2.2463    |paral   |2020yCat.1350....0G
108 |HD 161998                                                                                                |Star                           |17 51 03.8132652768 -44 49 59.020699332|346.8248295577521 -09.0409214550457|   2.008 -5.544     |9.99     |F0V(pEuCrSr)    |    ~     ~          |    1|  582.785   pc  |  -8.4570     +8.4570    |paral   |2020yCat.1350....0G
109 |CD-44 12124                                                                                              |Star                           |17 51 26.9542135944 -44 30 53.523595188|347.1393651878678 -08.9437985318178|  7.635 -10.751     |10.95    |B9              |    ~     ~          |    1|  757.174   pc  | -21.8432    +21.8432    |paral   |2020yCat.1350....0G
110 |HD 162087                                                                                                |Star                           |17 51 24.5219640024 -44 03 16.352705016|347.5410087796855 -08.7104889360065|  -0.907 -8.340     |10.51    |A8/9V           |    ~     ~          |    1|  537.403   pc  |  -6.7291     +6.7291    |paral   |2020yCat.1350....0G
111 |CD-44 12132                                                                                              |Star                           |17 51 42.0836374176 -44 11 36.896245692|347.4448310446252 -08.8247512746194|  5.703 -17.132     |10.38    |G0              |    ~     ~          |    1|  375.404   pc  |  -1.8180     +1.8180    |paral   |2020yCat.1350....0G
112 |HD 162171                                                                                                |High Proper Motion Star        |17 51 50.6158302192 -44 20 09.999334788|347.3319565977931 -08.9170816306117|  5.835 -53.016     |9.14     |F6V             |    ~     ~          |    1|  148.599   pc  |  -0.4063     +0.4063    |paral   |2020yCat.1350....0G
113 |HD 162190                                                                                                |Star                           |17 51 53.4211791576 -44 24 52.201999512|347.2670258813330 -08.9629134367992|   4.999 -6.469     |9.96     |A2V             |    ~     ~          |    1|  472.903   pc  |  -4.3162     +4.3162    |paral   |2020yCat.1350....0G
114 |CD-42 12498                                                                                              |Star                           |17 48 48.2264131776 -42 56 52.457775360|348.2731122003668 -07.7498741481247|  0.680 -10.009     |10.01    |~               |    ~     ~          |    1|  685.965   pc  |  -7.4347     +7.4347    |paral   |2020yCat.1350....0G
115 |CD-44 12098                                                                                              |Star                           |17 49 47.8954509936 -44 44 35.625524136|346.7914803947049 -08.8013703127827|   -5.570 9.207     |10.61    |~               |    ~     ~          |    1|  578.972   pc  |  -4.4583     +4.4583    |paral   |2020yCat.1350....0G
116 |CD-44 12114                                                                                              |Star                           |17 50 53.9975000088 -44 44 25.124580960|346.8920266684107 -08.9699275374478|  -3.423 -9.821     |10.18    |~               |    ~     ~          |    1|  607.644   pc  |  -6.8308     +6.8308    |paral   |2020yCat.1350....0G
117 |CD-42 12538                                                                                              |Star                           |17 51 03.9390405312 -42 24 37.457851032|348.9527136074618 -07.8412863750818|   0.583 -1.069     |10.18    |~               |    ~     ~          |    1| 1569.612   pc  | -35.7234    +35.7234    |paral   |2020yCat.1350....0G
118 |CD-44 12120                                                                                              |Star                           |17 51 11.4900326424 -44 43 28.483960908|346.9317354274750 -09.0072129962013|  -1.150 -0.425     |10.58    |~               |    ~     ~          |    1| 1276.650   pc  | -30.1520    +30.1520    |paral   |2020yCat.1350....0G
119 |CD-43 12075                                                                                              |Star                           |17 51 12.3485392368 -43 11 15.982714644|348.2842231213328 -08.2497448610939|   -2.304 1.214     |9.81     |~               |    ~     ~          |    1|  875.120   pc  | -11.9470    +11.9470    |paral   |2020yCat.1350....0G
120 |CD-42 12559                                                                                              |High Proper Motion Star        |17 52 27.3299582352 -42 37 31.746957204|348.8923075904458 -08.1703297407789|-16.306 -56.326     |9.68     |G0              |    ~     ~          |    1|  453.371   pc  |  -2.8365     +2.8365    |paral   |2020yCat.1350....0G
121 |HD 324513                                                                                                |Star                           |17 52 25.3091172744 -42 12 37.870961904|349.2535196310352 -07.9597846293012|  5.738 -41.364     |9.85     |G0              |    ~     ~          |    1|  149.129   pc  |  -4.9038     +4.9038    |paral   |2020yCat.1350....0G
122 |HD 162480                                                                                                |Star                           |17 53 12.3910791000 -42 14 42.606799620|349.2955376319906 -08.1032101216401| -0.231 -16.153     |9.16     |F0/2IV          |    ~     ~          |    1|  260.783   pc  |  -1.2717     +1.2717    |paral   |2020yCat.1350....0G
